city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)"
Pasadena,United States,"Once a school of theater arts and now a state historic landmark theater, is said to be haunted by the spirit of its founder, Gilmore Brown. The elevator mysteriously stopped and started, and often stopped for no reason on the floor of Mr. Brown's offices. Hear a distinct male voice saying ""hello,"" but there is no one in the room.",The Pasadena Playhouse,California,CA,-118.137375,34.145114,-118.1445155,34.1477849,True,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pasadena,United States,"Two guest were staying in a room sleeping. In the middle of the night, the women felt someone grab her leg from the end of the bed.",The Ritz Carlton,California,CA,-118.1333362,34.1203068,-118.1445155,34.1477849,False,False,2025/01/01,0,Night,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Paso Robles,United States,"Adelaide cemetery - it's been said that a young woman walks the cemetery looking for her children. All of them died after first settling in the area. Her husband then died later. Supposedly every Friday night around midnight a glowing figure walks the cemetery crying out for her child, and after about 15 minutes vanishes into the darkness.",Adelaide,California,CA,-120.6869026,35.6422375,-120.6545022,35.6368759,True,False,2025/05/13,0,Night,Other (Male),Death,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Paso Robles,United States,"There's an old Indian cemetery out near the airport. At night, every night, lights can be seen and voices heard in the natives' tongue.",Indian Burial Ground,California,CA,,,-120.6545022,35.6368759,True,True,2025/03/19,1,Night,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Paso Robles,United States,"The original Paso Robles Inn caught on fire many years ago, the date is unknown to me. Because there was no 911 then, one male resident stayed behind. From a telephone inside the Inn, he dialed every room to make sure everyone got out. He ended up dying from a heart attack while still warning other customers. The new Inn was built using some of the original bricks. It is said that that in one room, a ghost calls 9-1-1. It was thought of as a prank at first but when the calls were traced, there were all traced back to this one room. No one had checked into the room and it was locked. It is believed that the resident is still tying to save others from the fire, not knowing that everyone got out except him.",Paso Robles Inn,California,CA,-120.69206,35.6255535,-120.6545022,35.6368759,True,False,0911/03/13,0,Unknown,Ghost (Male),Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Paramount,United States,it is said that in the school auditorium lights flicker on and off and screams of a girl are heard. and a deep laughter is heard. a flute has also been heard when no one is actually there. in the hallways connecting to the from the auditorium to the music room there are shadows seen of a young girl and a flute is always misplaced.,Paramount West Campus High School,California,CA,-118.1595814,33.8997007,-118.1597911,33.8894598,True,True,2025/01/01,1,Unknown,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Paramount,United States,You can hear a girl screaming for help. That occurs like around midnight. Some people have witnessed the murder of the girl repeat itself time after time. You can see the girl being thrown inside the shower after her bloody murder..,Paramount High School,California,CA,-118.153868,33.90219,-118.1597911,33.8894598,True,True,2025/03/12,2,Night,Other (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Petaluma,United States,"this used to be a movie theater and was burned down mysteriously and then it was built as an opera house and it burned down with people in it but, it was yet again a mystery on how it burned down, for more info on it go to the phoenix theater history. Anyway today this place is a hangout for kids and bands play here, but people see weird things up in the balcony you see out of the corner of your eye a white figure or a really dark shadow, in the bathrooms you hear things in the bathroom, the balcony is locked so no one can go in there unless a big show. the basement it the worst, if you ask the owner about it he will tell you about the place and if you know the band AFI they have witnessed stuff to, so if you want to check it out go for it! it's an awesome place to get scared in.",the phoenix theater,California,CA,-122.6430667,38.2348794,-122.6366524,38.232417,True,True,1905/03/13,4,Night,Other (Male),Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pico Rivera,United States,"The Little Theater (aka the Drama Room) is supposedly haunted by a former teacher named Mr. Letty. His wake was held (with a portrait rather than his actual body in casket) in the school, but his spirit never seemed to have left the room. Costumes have been known to have mysteriously come off their racks and scattered on the floor. Doors are unlocked and opened on their own. Lights begin to dim and turn on & off by themselves. Mysterious noises are heard late at night. One student saw the apparition's face peek through a curtain in the Little Theater's office during drama class. And one teacher even claimed that when he once tried to sit in one of the theater seats, it was very, very hot.",El Rancho High School (Drama room),California,CA,-118.0873498,33.9840476,-118.096735,33.9830688,True,True,2025/01/01,1,Night,"Ghost (Male, student)",Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pico Rivera,United States,Reports of musket fire and screaming.,Rio Hondo Riverbed,California,CA,-118.0925158,34.0112966,-118.096735,33.9830688,False,False,2025/01/01,0,Unknown,Unknown,Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pico Rivera,United States,"In room 9, reports of an apparition of a boy doing school work, believed to be a boy that died in a horrible car accident.",St. Hillary School,California,CA,-118.0847504,33.9944382,-118.096735,33.9830688,False,False,2025/03/09,0,Unknown,Ghost (Male),Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pittsburg,United States,"Reports of 3 spirits here. A young girl with long blond hair, a woman with long brown hair, and a male guessed to be about 5'10"". Also heard, a faint/deep voice when he is around. Lights on in the middle of the night, the alarm can seldom be set)reset at night, doors open/close, noises are frequently heard (voices, footsteps, doors, other movement), things get moved/fall over, and the local P.D. will not enter the building.",Old Riverside Elementary (unused site),California,CA,,,-121.8846806,38.0279762,True,False,2025/03/03,1,Night,Ghost (Male),Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pittsburg,United States,A man student was shot 18 times in the head you can here him running and screaming for his life and gun shot firing.,Pittsburg High School,California,CA,-121.8840108,38.0192148,-121.8846806,38.0279762,False,False,2025/05/13,0,Unknown,"Unknown (Male, student)",Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pittsburg,United States,apparently a young girl hung herself in the dark room. when your are in the dark room you get feel a presence and get cold chills up your neck and back.,Pittsburg high ( photo room),California,CA,-121.8840108,38.0192148,-121.8846806,38.0279762,False,False,2025/01/01,0,Night,Ghost (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Placentia,United States,in the park the girls bathroom is haunted by a girl who was raped here and the killer has never been found still on this day every afternoon the girls bathroom will be doing strange things like lights turning off and on when no one is around and screaming.,Crook Park,California,CA,-117.8540373,33.90254669999999,-117.8627548,33.8710729,False,False,2025/01/01,0,Afternoon,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Placentia,United States,It has been heard by the late night joggers that footsteps have been seen in the pond water and an old lady's voice screaming for her lost children.,Tri-City Park,California,CA,-117.8651883,33.903739,-117.8627548,33.8710729,True,True,2025/01/01,1,Night,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Placer,United States,"Indian Burial Grounds - Near the Camp Far West Lake Recreational Area lies an Indian Burial Grounds which now lies within the boundary lines of private property because of the ever encroachment of people to the area. As with most Indian Burial Grounds the sinister power is quite strong after several generations. The recent generation has faired much better than those previous whose family members appeared to all go mad, become plagued with unexplained deaths, murders and suicides, and grave numerous grave misfortunes. This generation has the strength to withstand the drawing sinister energy by not venturing into it's realm - So far (Know what you're really dealing with before you play with something you cannot put back!)",Camp Far West Lake,California,CA,-121.3098389,39.0522278,-120.8039474,39.0915751,False,False,2025/01/01,0,Unknown,Unknown (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Placerville,United States,the Cary House Hotel is one of Placervilles most haunted sites where visitors often come to investigate the supernatural. Room 212 is said to be the most haunted.,Cary House Hotel,California,CA,-120.8025664,38.7281519,-120.798546,38.7296252,False,False,0212/03/13,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Placerville,United States,The ghost of a bearded man wearing a top hat has been spotted on the mezzanine of this old landmark. Employees summoned police several times over the last 15 years in attempts to rid the bldg of his presence. They say he resembles descriptions of the towns official hangman seen in old pictures taken nearly 150 years ago when the town was know as Hangtown. Most of the hangings took place on the property where the Chamber of Commerce Bldg is now located. 542 Main Street.,Chamber of Commerce Bldg.,California,CA,-120.7982111,38.7292309,-120.798546,38.7296252,False,True,0150/03/13,2,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Placerville,United States,"formerly posted as Empire Theater - May 2004 Update -The theater has since closed down.  There have been reports of ghosts walking up and down the isles, and in the bathroom, & cold spots.",Empire Antiques,California,CA,-120.8009393,38.7289806,-120.798546,38.7296252,False,False,2004/05/13,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Placerville,United States,"The ghost of claim jumpers and outlaws, many sentenced to hang from an old oak tree here are said to harass patrons and employees of this small restaurant. Several drivers have reported seeing the apparitions while passing by in their automobiles. 305 Main Street",Hangman's Tree Cafe,California,CA,-120.8025055,38.7284055,-120.798546,38.7296252,False,True,0305/03/13,2,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Placerville,United States,"Coffee Shop/Saloon is located near the end of Main Street. The owner can't seem to let go. There is an unfinished mine, where supplies were kept and in the summer heat served as a morgue before refrigeration. He likes to turn on the bathroom taps and open and close doors. He also likes to hang out at the upstairs bar. Has ever called the new owner on cellular phone. No one was on the line, but the caller ID kept reading the phone number to the Soda Works. And if she wasn't there then who was making that call.",The Soda Works,California,CA,-120.7966332,38.7287942,-120.798546,38.7296252,False,True,2025/01/01,0,Unknown,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pleasanton,United States,"This building was constructed in the 1800's. A woman dressed in blue is reported walking around on the second floor of the building and the owner and his family claimed to have seen her too. She has written “Boo!Boo!” on the inside of the restroom mirror, every time it is replaced. A girl went into the basement to get boxes and was violently shoved from behind her when she turned around there was no one there. After hours when counting money, things have been moved, sodas move to opposite sides of the table. The license plates the line the ceiling move random ones not all of them just one or two. Strange things happen when the lights go out.",Gay 90's Pizza,California,CA,-121.876703,37.658414,-121.8746789,37.6624312,False,True,1800/01/01,1,Unknown,Unknown (Male),Mystery,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pleasanton,United States,"Most of the haunting happen in the bar area of this restaurant. The vintage light fixtures will go dim and then swing back and forth for a short period of time, then stop as abruptly as it started. A strong cold spot on the north edge of the dance floor. Most spooky however is when in the ladies room in a stall, a knocking will happen on the door when no one has entered. Also, in the mirror a gentleman with a decorated festive hat will be looking at you. When you turn to see if he is behind you he is gone. Employees have similar stories. The hotel has closed up tunnels under it that at one time connected to the local police department. The hotel was at one time a very active brothel.",Pleasanton Hotel,California,CA,-121.8748136,37.663977,-121.8746789,37.6624312,True,True,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pollock Pines,United States,"Reports of seeing strange lights or ""orbs.""",Logging Roads on Ghost Mountain,California,CA,-120.6192458,38.7684536,-120.5865935,38.7612923,False,True,2025/01/01,0,Unknown,Orb,Mystery,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pomona,United States,"Corner of Garey & Holt. St -  Multiple entities, footsteps, slamming doors, arguments, apparitions, physical phenomena such as potted trees whose tops touch the floor for a few minutes and then spring to original position. Whatever is there does definitely like to share the space with the living.",Charles Grill,California,CA,,,-117.7499909,34.055103,True,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pomona,United States,"The acute building at the developmental center is thought to be the place with the most hauntings and activity, with a morgue in the basement for clients that pass. All through out the center, doors suddenly lock and unlock themselves. Keys spin around in the locks. Footsteps and voices can be heard on the residences. Figures can be seen going down the halls, washing there hands, or just playing with staff.",Lanterman Developmental Center,California,CA,-117.8107622,34.0462808,-117.7499909,34.055103,True,True,1987/03/13,1,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Pomona,United States,"in the band room there are 2 ghosts. One of them haunts the closet, when someone is changing by themselves they have a feeling of being watched. The other haunts the back (front) left door, when there is no wind at all the door either swings open or slams shut all of a sudden and sometimes it refuses to open even if you pull/push on it. - April Update: Located behind the school is an empty lot, which is what remains of Palomares Cemetery. Many believe this is why there are disturbances at the school. The only sign that the cemetery was there is a very small park (the size of a bathroom) and plaque located on the east side of the school.",Pomona High School,California,CA,-117.7401771,34.0858778,-117.7499909,34.055103,False,False,2025/05/13,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
