city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)"
Gardendale,United States,"New Castle House - On New Castle Road in Gardendale/Morris there is this old house that is believed to be haunted by several spirits, one in particular. Her name is Melissa, and is thought to have lived on the land before the house was built. She roams around a lot in the yard by a catfish pond that is in the front of the house. Some believe she lost a loved one in that pond. The ghost of Melissa will try to befriend anyone who has lived in the house that has children, and try to lure them to the pond at night.",Morris,Alabama,AL,-86.8024664,33.6102407,-86.8127702,33.6601033,False,False,2025/05/13,0,Night,Ghost (Male),Supernatural,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Geneva,United States,"At the junction of the Pea River and the Choctahatchee River is the largest oak tree many have seen. It sits alone on about a half acre, but plenty of others are on its outskirts. This is where mainly unjustly accused black men were hung long ago. To this day, a fifty foot diameter is around the tree where nothing grows. Kids will play around it, but won't get on its limbs.",The Hangin' Tree,Alabama,AL,-85.8581809,31.0218897,-85.8638242,31.0329572,False,True,2025/01/01,1,Unknown,Unknown (Male),Unknown,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Geraldine,United States,"The house was originally located on the opposite side of the road, but was moved in the 70's. The family who built the house would lock their children upstairs in the attic during the day. The children could be heard screaming for help. When the house was moved, pictures began to break, tables moved at random, and voices could be heard. It is said that the children haunt the house, as well as the parents.",Old Powell House,Alabama,AL,,,-86.00080779999999,34.3514798,True,True,2025/01/01,1,Unknown,Unknown (Male),Unknown,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Glenco,United States,"The story states that a couple were engaged to be married. The night before the wedding, the man was out having a party with all his buddies at a local bar. The woman's family tradition was to hang the wedding dress in a window the night before the wedding, to let people know they were getting married. The house burnt down that night and killed the woman. You can drive by at night and still see the wedding dress hanging in the top window, but it is gone during the day. The house is on the left side of the road right before the street you turn on to go to Green Valley Speedway (which is on the right side of the road). Cross the railroad tracks and follow that road for about a mile. The house will be standing on the left side of the road. Pull onto the road in front of the house and look in the top left window.",Hanging Wedding Dress,Alabama,AL,-86.80427399999999,33.5145066,-85.93246979999999,33.957043,False,True,2025/01/01,0,Night,Unknown (Male),Murder,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Grant,United States,"Becker Hall - Deceased basketball players still meet for a late night game, with fans there to cheer them on.",Alabama State,Alabama,AL,-86.2533163,34.5286985,-86.2533163,34.5286985,False,False,0180/03/13,0,Night,Unknown (Male),Death,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Greenville,United States,"People say that years before, a woman and her baby were in a car accident and the baby landed in the ditch. It's said that you can hear the baby crying around midnight and the mother calling out for her baby.",Cry Baby Creek,Alabama,AL,,,-86.6177517,31.8295972,True,False,2025/01/01,0,Night,Unknown (Male),Accident,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Gulf Shores,United States,"You get the feeling all the time that you are being watched, and you see shadows crossing the fort walls at night.",Fort Morgan,Alabama,AL,-88.022483,30.229724,-87.70081929999999,30.2460361,False,True,2025/01/01,0,Night,Other (Male),Unknown,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Guntersville,United States,"A witness claims to have gotten photographic anomalies, like mists and orbs.",Bishop's Graveyard,Alabama,AL,-86.3001125,34.3538845,-86.29470409999999,34.3581473,False,False,2025/01/01,0,Unknown,Orb,Unknown,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Guntersville,United States,This theater is haunted by two known ghosts. One is of an older man that has been known to set stage mattresses on fire and slam doors. The other spirit is of a little boy who can be heard laughing.,Whole Backstage Theater,Alabama,AL,-86.302893,34.3511147,-86.29470409999999,34.3581473,True,False,2025/01/01,1,Unknown,Ghost (Male),Accident,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Haine's Island,United States,Nancy walks up and down the hill to the ferry in hopes to meet her son and husband that were in the war. She is seen walking with a lantern in one hand and a bucket of water in the other.,Nancy Mountain,Alabama,AL,-87.4919365,31.7237655,-87.4919365,31.7237655,False,True,2025/01/01,1,Unknown,Unknown (Male),Violence,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Hartford,United States,"At the bottom of the hill, there sits a small wooden bridge over a creek that flows into the woods on the other side. Off to the side is an old wrecked car with scratch marks covering the driver's side door. Legend has it that a hateful man on that very same road, killed a massive German Shepard. The dog (now white and ghostly) supposedly haunts the road, looking for the man who took his life. They say on moonless nights, you can pull up to the bridge, shut your car down, and turn off all the lights. You'll hear and sometimes see this frightful apparition.",Pondtown Creek,Alabama,AL,-85.7171048,31.069827,-85.6968778,31.1023998,True,True,2025/01/01,0,Night,Ghost (Male),Murder,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Hartselle,United States,"People claim that a woman was driving over this narrow bridge and wrecked her car. She lived, but the baby in her car died. Now, when you drive over that bridge at night, stop and sit there until you hear a baby crying. Leave candy on the bridge. Come back a couple of minutes later, and a piece of the candy is gone.",Cry Baby Holler,Alabama,AL,,,-86.9352842,34.4434282,True,False,2025/01/01,0,Night,Unknown (Male),Death,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Hazel Green,United States,"A woman supposedly killed six of her husbands here. On stormy nights, you can hear men screaming. There is a family plot where her father, the first settler of DeKalb County, is buried. Teenagers have destroyed the cemetery. It’s on private property, so no trespassing!",Dale Mansion Site,Alabama,AL,,,-86.57193830000001,34.9323102,True,False,2025/01/01,0,Night,Unknown (Male),Murder,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Hueytown,United States,"Residents of the entire street have reported seeing an old man walking up and down the street late at night. He always wears jeans and a white shirt. He has even been seen in some people's houses. He has been spotted in the neighborhood for many years, and believed to be a protector spirit.",Lilly Lane,Alabama,AL,-87.03997079999999,33.4651655,-86.9966606,33.4512197,False,True,2025/01/01,2,Night,Ghost (Male),Supernatural,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Huntsville,United States,"Haunted by the ghost of Sally Carter, who is buried on the Carter Estate. She has been sited walking the grounds. Some say she is responsible for toppling her headstone on occasion. - December 2006 Update: The body of Sally Carter has been moved to Maple Hill Cemetery in an unmarked grave. Sally still haunts the Carter Mansion. She throws pillows and moves the furniture around. The house is now in a gated community. Unless you have an appointment, you will have trouble getting in. No trespassing!",The Carter Mansion,Alabama,AL,-86.5681725,34.7070125,-86.5861037,34.7303688,False,False,2006/12/13,0,Unknown,Ghost (Male),Supernatural,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Huntsville,United States,"There’s a set of big black gates that stands about a mile from the bottom of the mountain that guards some huge mansion. If you sit in front of the gates for a little while, a car will come down the mountain and chase you until you get to the bottom. When you do, the car will suddenly vanish...its no myth.",Hell's Gates (Green Mountain),Alabama,AL,-85.7902194,33.6065088,-86.5861037,34.7303688,False,False,2025/01/01,0,Unknown,Unknown (Male),Unknown,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Huntsville,United States,"WHBC Frat House - Late at night, you can hear the ghost of former youth minister Anthony Stephens walking through the house, flushing the toilet. His now deceased brethren Robert Ekisbus and Adam Cooper follow him around making noises that almost sounds like the word, ""cheese"".",Heritage Bible College,Alabama,AL,-86.56988229999999,34.6754025,-86.5861037,34.7303688,True,False,2025/01/01,0,Night,Ghost (Male),Death,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Huntsville,United States,People have claimed to hear footsteps and laughing of teenagers through the halls at night after late softball or basketball practices.,Huntsville High School,Alabama,AL,-86.5835201,34.7138634,-86.5861037,34.7303688,True,False,2025/05/13,0,Night,Unknown (Male),Unknown,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Huntsville,United States,A young boy died there one summer day. They named the park after him and made a memory stone. He still is heard in the park at night and the hunt club -woods behind it.,Kent Robertson Park,Alabama,AL,-86.5807626,34.6582711,-86.5861037,34.7303688,True,False,2025/01/01,1,Night,Unknown (Male),Death,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Huntsville,United States,"An old lady passed away and was put in the family burial house. Her family placed her antique rocking chair in the crypt with her, because it was a prized possession to her. Most anytime when you stand outside the burial house, you can hear the rocking chair moving back and forth.",Maple Hill Cemetery,Alabama,AL,-86.5748368,34.7332524,-86.5861037,34.7303688,True,False,2025/05/13,0,Unknown,Unknown (Male),Death,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Huntsville,United States,The Dallas Mill was built in 1891 and burned down in 1992. It is haunted by a man who died while cleaning the smoke stacks shortly after the mill was built. It’s also haunted by a homeless person who lived there after the mill burned down. People have reported seeing him wandering around the ruins.,Old Dallas Mill Site,Alabama,AL,-86.5903261,34.7397703,-86.5861037,34.7303688,False,True,1891/03/13,2,Unknown,Ghost (Male),Accident,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Huntsville,United States,"Space camp counselors tell the story about a man who was working on the sleeping quarters at the facility. One day, they were using explosives to make large holes in the ground for the below-ground quarters. The explosives went off early and the man was buried alive by dirt and rubble. Until this day in the halls and in some rooms, they can still hear his cries for help echoing through the halls and large moans late at night.",Space Camp,Alabama,AL,-86.6539238,34.7111411,-86.5861037,34.7303688,True,False,2025/05/13,0,Night,Unknown (Male),Unknown,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Jacksonville,United States,"Dump Road is an unofficial name given to a section of the old Chief Ladiga Indian trail, located at the foothills of the Appalachian mountains. The modern name, “Dump Road” was given because of the trash dumped illegally up on the mountain by local people. This trail was traveled on by early settlers in the 1800's. The road is above the unmarked neighborhood called, “Brownwood Estates”. Originally, a paved section was completed going up the hill to the old road. It was supposed to be an expansion of the subdivision but was never completed in the 1980's. It hasn't been confirmed, but it’s rumored that the contractor responsible for developing the neighborhood had a bad experience on the old road, and never completed the subdivision. There are power poles set, but no lines. Since then, it is frequented by teens looking to park at night, camp, or for off-road vehicles. Many sightin gs during the day and night have included horses and wagons making their way along the old trail. Some people have claimed to see what appeared to be a black slave hanging from a tree above a clay embankment on the road, which is now used illegally as a shooting range. In the late 1980's, a couple that lived in the neighborhood below hiked into the mountain and discovered what was later found to be an old slave house near where a plantation burned in the early 1900's. Some reports from campers have claimed that while sleeping at night, they suddenly felt a very heavy presence and were woken by blood curdling screams in the forest. More reports suggest the sounds of screams and horses hurrying down the trail with an angry mob. Also reported are sightings of torches and lanterns bouncing around on the trail. It is believed that this is the event leading to the slave being hung. Residents in the neighborhood nearby have reported seeing a man walking up and down the street at ni ght, disappearing into the woods leading to the mountain.",Dump Road,Alabama,AL,-85.6752303,33.8977536,-85.76135359999999,33.8137125,True,True,1800/01/01,6,Night,"Ghost (Male, actor)",Accident,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Jacksonville,United States,"Weatherly Hall - There have been reported instances of footsteps, message boards being torn off doors and flung down the hall, moving furniture in locked rooms, and something playing with people's clocks. - June 2008 Update: was torn down a few years ago.",Jacksonville State University,Alabama,AL,-85.7681082,33.8230593,-85.76135359999999,33.8137125,True,True,1883/03/13,2,Unknown,Other (Male),Unknown,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Jasper,United States,The bridge collapsed when two men in an asphalt truck went over it. Their ghosts are supposed to haunt the new bridge.,Mill Creek Bridge,Alabama,AL,-87.1569653,33.9469451,-87.2775053,33.8312185,False,False,2025/05/13,0,Unknown,Ghost (Male),Supernatural,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Jasper,United States,"There are railroads by the church and long ago a man lost his hand working on the railroad. At night, if you sit there in your car, he will tap on it with a hook. One person drove away when he heard the tapping, and when he stopped, there was a hook stuck in the car.",Samaria Church,Alabama,AL,-87.23121549999999,33.8147845,-87.2775053,33.8312185,True,False,2025/01/01,1,Night,Unknown (Male),Unknown,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Jasper,United States,"John Monnasco died after an eighteen-wheeler hit his car on Warrior River Bridge. It is said that he haunts the bridge and throws sticks and rocks at the trucks that pass the bridge, trying to get his revenge.",Warrior River Bridge,Alabama,AL,-87.143549,33.8084931,-87.2775053,33.8312185,False,False,2025/01/01,0,Unknown,Unknown (Male),Death,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Kinston,United States,Sounds of music and dancing are heard in the abandoned dance hall of the late Grancer Harrison.,Grancer Harrison's Dance Hall,Alabama,AL,,,-86.1710578,31.21600449999999,True,False,2025/01/01,1,Unknown,Unknown (Male),Unknown,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
Lafayette,United States,"Over 15 years ago, many reporters and people found out that there were gravesites that used to be where Hilltops Apartments is now. At night, they say if you stay alone in your house for ten minutes and turn off everything in your house except for the lights, there will be a very cold chill over your body. A ghost will stare at you with a hat on and a farmer’s outfit (overalls). It will not leave that night until you boil water and hold it to keep the ghost from coming towards you.",Hilltops Apartments,Alabama,AL,-85.4044865,32.8990039,-85.40115879999999,32.899776,False,False,2025/03/15,0,Night,Ghost (Male),Supernatural,"2,208",27.0,6.06,13.6%,5.5,7.2,1.7,4.0,44.8%,71.5%,49.8%,50.2%,79.9%,3.94%,59606.0,3.724,5.028,3.06,20161.5,329.57142857142856,175443.42857142858,127.0,126.0,Above Average,318.0,71.0,39.0,68.0,56.0,69.0,16.0
