city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)"
Glenmont,United States,"Haunted slave house - in the Henry Hudson park, there's a road that will take you to the park rite off of RT9w. if you turn onto that road and follow it down it will bring you to a trail that is marked off no trespassing! The trail is marked with 2 large lion statues. If you walk this trail there is said to be a slave house where the white settlers had dropped off the slaves when they came in from the river. The rumor behind this is that in the 1980's 4 kids went in to look 4 ghosts and they never came back, so 2 cops were sent in to look 4 them and only one came back out, the other was never seen again. Also sometimes you will see the lion statues eyes reflect light like if they were glass, but there cement. This whole area is said to be haunted.",Henry Hudson park,New York,NY,-73.7613918,42.5454127,-73.76989449999999,42.6052,False,True,2025/03/02,1,Unknown,Ghost (Male),Supernatural,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Goshen,United States,"It was often reported by several local hobos who lived and drank around the lake in the old historic track, that the specter of a jockey and horse who drown in the lake in the early 1900's would rise to ride across the lake on some nights. Of course no one ever listened to the belligerents until others had reported being chased through the brush along side of one of the dirt trails and also the trotting of a horse could be heard on several occasions.",old historic track,New York,NY,-74.3209921,41.4024891,-74.3243191,41.4020382,True,False,1900/01/01,1,Night,Ghost (Male),Supernatural,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Gloversville,United States,A lot of people have seen ghosts.,Prospect Hill Cemetery,New York,NY,-74.3354848,43.046014,-74.3437467,43.0528506,False,True,2025/05/13,2,Unknown,Ghost,Supernatural,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Grand Island,United States,"in the holiday inn there is a room that is all locked up. This is because whenever someone rented that room, they got a call in the middle of the night at the same time and when they picked up all they heard was a little girl laughing.",Holiday Inn,New York,NY,-78.99226,43.050424,-78.9657302,43.0216283,True,False,1952/03/13,1,Night,Unknown (Male),Unknown,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Grand Island,United States,A young girl who haunts the holiday inn next door her grave stone glows. There is also a young woman who died of AIDS in the early 1990's there and she can be seen on her grave marker holding her infant son. There is also a man who died in the Gulf War walking around. He is supposedly looking for his pregnant wife,Whitehaven Cemetery,New York,NY,-78.89681949999999,43.0259025,-78.9657302,43.0216283,False,True,1990/01/01,1,Unknown,Unknown (Male),Death,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Granville,United States,"poltergiest activity, her name is Lizzy she died in a fire a long time ago when the building was a privete home. at night you can see the lights go on and off room to room, and she knocks over objects when she's upset, the feeling of another presence when your alone in the building. things like that","Head Start pre-school, Church St.",New York,NY,-73.259529,43.406987,-73.259553,43.4078495,False,True,2025/01/01,0,Night,Ghost (Male),Accident,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Greene,United States,A female committed suicide by jumping off the top floor balcony. Her apparition is said to haunt her old room (28) and the hallway. Some have even felt her in the dining room and basement.,Sherwood Inn,New York,NY,168.6972685,-45.023726,-75.7699147,42.3292408,False,False,2025/01/01,0,Unknown,Ghost (Male),Suicide,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Greenport,United States,"Tapping on the window, scratching at the door, the lights flickered and turned off without us turning them off. - February 2004 update / additional info: Be careful not to confuse this haunted house with the Raynham Hall in Norfolk, England. There is a connection though; the Raynham Hall in Oyster Bay was named after the one in England. The Townsend family still holds ownership of Raynham Hall in Norfolk.",Townsend Manor Inn,New York,NY,-72.3619647,41.1087767,-72.3592501,41.1034326,True,False,2004/02/13,0,Unknown,Ghost (Male),Supernatural,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Geneseo,United States,"Geneseo - Monroe Hall - A 6 year old boy who was believed to have been killed in an accident during the construction of the dorm, fondly named ""Eric"", has been sighted roaming the halls.",State University of New York,New York,NY,-77.8237029,42.796092,-77.816947,42.795896,False,False,0660/07/13,0,Unknown,Unknown (Male),Murder,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Half Hollow,United States,At the main field by the middle of the road there has been sightings of a dog like creature digging then standing on two legs and walking into the woods and disappearing. Others have said that there is a man with a checkered shirt who walks the woods with a ax at night and watches cars drive by.,Sweet Hollow Road,New York,NY,-73.426008,40.80797219999999,-73.3431748,40.7764876,False,False,2025/01/01,0,Night,Other (Male),Unknown,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Hannibal,United States,Reports of strange balls of lights.,Hannibal graveyard,New York,NY,-76.58368589999999,43.3216621,-76.5719414,43.32178870000001,False,False,2025/01/01,0,Unknown,Unknown,Mystery,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Hauppauge,United States,The Begjaines (long dead) Have haunted this old house for over 215 years. It all started in 1778 when Mr. Begjaine was killed at fort Ticonderoga. Mrs. Begjaine moved her three kids to a mansion in Hauppauge. Shortly after the move a man with an English accent came to the front door saying he wanted to sell some hats. When Mrs. Begjaine let him in he pulled out a gun and killed the whole family. To this day the cops are still investigating the crime. Neighbors complain of strange noises and gunshots coming from the old abandoned house at night. Most of the cops go in but few have lived to come out.,Begjaine House,New York,NY,-73.20812699999999,40.8213604,-73.2026138,40.8256536,True,False,0215/03/13,0,Night,Ghost (Male),Murder,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Hauppauge,United States,The old Hauppage is one of the most weirdest schools on Long Island. There is said to be a ghost for revenge in room A-22. There is a ghost that picks up pens & then throws them at people.,Hauppauge Middle School,New York,NY,-73.1980674,40.8248443,-73.2026138,40.8256536,False,False,2025/03/22,0,Unknown,Ghost (Male),Supernatural,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Hauppauge,United States,When You Go To The Down Stairs Bathroom You hear freaky music and then when You come out you will see a still unidentified man in a long black cloak.,Hauppauge High School,New York,NY,-73.2011529,40.823113,-73.2026138,40.8256536,True,True,2025/01/01,0,Unknown,Unknown (Male),Mystery,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Havestraw,United States,"Various amount of paranormal activity including cold spots, ghost orbs, little girl screaming from sealed off room on top level.",Lechworth,New York,NY,-74.02555530000001,41.2143162,-73.96458369999999,41.1975947,False,False,2025/01/01,0,Unknown,Ghost (Female),Supernatural,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Herkimer,United States,across from the high school at the bottom of the old hospital hill is a apartment house that was built long ago by a high rank soldier in the civil war. he built it for his American Indian wife. on the top is a look out that he built so she could watch for him coming home from the war. Unfortunately he was killed and you can still see her at times still waiting for him to return.,apartment bldg,New York,NY,-74.98854419999999,43.0258996,-74.9859889,43.0256259,False,True,2025/01/01,0,Unknown,"Unknown (Male, soldier)",Murder,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Highland,United States,Washington Cemetery - there is a old cemetery near a farm the cemetery is hard to find because it is very old it is from the 1800's there are many people who have seen a family walk around in front of the road they will do a stop signal and they will go through your car it usually happens around 12-3 am.,North Chodikee Lake Road,New York,NY,-73.989414,41.7612855,-73.9601382,41.7209267,False,True,1800/01/01,2,Unknown,Unknown (Male),Unknown,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Highland falls,United States,"Being that West Point is the oldest military post in the United States the area has it's fair share of ""history"". All you have to do is ask a Military Police officer or a cadet and you should get a good idea of where to look. I'll tell you what, this isn't for the faint of heart, you spend enough time here and you will see something.",West Point USMA,New York,NY,-73.96396709999999,41.3736744,-73.96625039999999,41.3692605,True,True,2050/03/13,0,Unknown,"Other (Male, officer)",Unknown,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Himrod,United States,The salt plant was closed in the 70's because it continuously was caving in crushing and killing workers. People say they can see workers walking through the plant at night or can hear the mining cars going through the plant.,Old Salt Plant,New York,NY,,,-76.9549633,42.5897928,True,True,2025/01/01,0,Night,Unknown (Male),Unknown,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Hudson,United States,Mabel Parker haunts her former home and is heard on the 2nd floor.,Dietz House,New York,NY,,,-73.790959,42.2528649,True,False,2025/03/02,1,Unknown,Other (Male),Unknown,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Huntington,United States,"This is where Sweet Hollow Road leads to (well, include some back roads. The place is now a state park, but in the 1840's there was a hospital there that burnt down. 15 years later it was rebuilt, and from then on moaning and cries for help were reported by the staff. Five months later another fire burnt the place down. Today burning specters can be seen.",Mount Misery/West Hills Park,New York,NY,-73.42909809999999,40.8052661,-73.425676,40.8681539,True,True,2025/03/15,1,Unknown,Ghost (Male),Accident,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Huntington,United States,"Years ago two boys were hit by a car on this road and killed and were not aware of the car coming because the driver did not beep the horn. Now when driving down this road, if you do not beep your horn before passing under the overpass, the boys jumps in front of your car. As well as, a police officer who stops at cars parked on Sweet Hollow Rd. The officer seems normal until he turns around and has blood on his shoulders and the back of his head missing. Supposedly he is an officer who was killed on duty in the area.",Sweet Hollow Road,New York,NY,-73.426008,40.80797219999999,-73.425676,40.8681539,False,True,2025/01/01,0,Unknown,"Unknown (Male, officer)",Murder,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Huntington,United States,"The Lady In White -  is of also known as ""Mary"". Mary was dating a jealous boyfriend. The boyfriend believed she was cheating on him. While driving down Sweet Hollow Rd. she was pushed out of a car. Her injured body laid in the street and was hit by another car. She continues to walk the road looking for her killer and often jumps out in front of passing cars. Another story claims she was a witch who was hung here during the late 1600's. There are many twists on the story of who she was. The Witch story seems to be the most common, yet it is also the most unlikely. Another common story is that she was killed when she was hit by a car back in the 1920's while walking home. Her grave is supposedly in the cemetery on Sweet Hollow Rd.",Sweet Hollow Road,New York,NY,-73.426008,40.80797219999999,-73.425676,40.8681539,False,True,2025/01/01,0,Unknown,Unknown (Male),Murder,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Hyde Park,United States,"A mansion that is haunted by the family members whom all killed themselves. The family was very strange, all under ground entrances to their house. Their home is in the middle of the woods in between two of the popular mansions, The Mills Mansion, and the Vanderbilt Mansion.",Hoyts Mansion,New York,NY,,,-73.9015246,41.7667602,False,False,2025/01/01,0,Unknown,Ghost (Male),Murder,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Hyde Park,United States,Walking into the dining room and Mrs. Roosevelt's bedroom there is a very cold feeling and a feeling of sadness by those who are sensitive.,Roosevelt Mansion,New York,NY,-73.9326859,41.7695799,-73.9015246,41.7667602,False,False,2025/01/01,0,Unknown,Unknown (Male),Unknown,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Ilion,United States,at the bottom of Barringer road on main st. is a bed and breakfast that was the original house of a woman doctor who founded the one time Ilion hospital. She haunts the place and people often stay just to try and see her.,a bed and breakfast,New York,NY,-75.07903,42.974307,-75.0354347,43.0150703,False,True,2025/01/01,0,Unknown,"Unknown (Male, doctor)",Unknown,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Jackson,United States,This cabin has had many sightings of the supernatural. The back few rooms of the 100-year-old place have always been active ever since we bought the place. From washers running on their own with no electricity running through them to knocking on walls to footsteps going up and down the stairs with no one else in the cabin is a normal for up there. Ever since the back few rooms were redone and redecorated things have become a little more active this year which makes it a fun summer trip every year.,"Here Tis', Cabin on Hedges Lake",New York,NY,,,-73.3944466,43.0856937,True,False,0100/03/13,0,Unknown,Unknown (Male),Supernatural,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Jamestown,United States,This Cemetery is very old.1700-1800s. There have been reports of a headless horseman chasing young girls. Animal bones lying around. Calls for help. Weird noises like someone knocking on a coffin. Babies crying. Children laughing. And a kick ball rolling around. Many of the people that died here were children of large families. The cemetery is very small only containing about 15 gravestones. There has also been spotted of what appears to be a fire further off in the woods.,Hollen Beck Cemetery,New York,NY,-79.23880559999999,42.1148381,-79.23532589999999,42.0970023,True,False,2025/03/15,0,Unknown,Unknown (Male),Accident,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
Jamestown,United States,"in 1950's a girl died in this building! She was looking for her little brother and someone had killed her. Know one knows who. Many kids who attend this school around 1995 and up say they have seen the little girl in a white dress wandering around the halls saying, ""bobby, where are you!!"" Also they see a man with no head in this long dark black coat into class rooms and then things fall and big booms with out a reason.",Jefferson Middle School,New York,NY,-79.2201812,42.0781049,-79.23532589999999,42.0970023,False,True,2025/05/13,1,Night,Unknown (Male),Murder,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0
