city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)",daylight_hours,Safe_Filename
Superior,United States,"This lovely mansion was once the home of the first Mayor of Superior. The family lived there for many years. The house is supposedly haunted by a former housekeeper. Legend states that she served the family for quite some time, and upon marrying, moved away. The housekeeper's husband later murdered her and her spirit returned to where she was most happy. The house is now a museum and from time to time her ghost shows up to direct lost people on tours. The building was also an orphanage until the early 1960's. People have reported seeing two little girls haunting the basement.",Fairlawn Mansion,Wisconsin,WI,-92.063249,46.717986,-92.1040796,46.7207737,False,True,2025/03/04,4,Unknown,Ghost (Male),Murder,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,This_lovely_mansion_was_once_the_home_of_the_first.png
Tomahawk,United States,"odd smells and noises.  The smell of roses, rotten flesh and others.  Sightings of orbs.  Sounds of walking, something growling, talking, whispering, and babies crying.  Certain spots get windy when there is no wind.  And other spots get cold or colder than the weather is at that time.  Also seen shadows of dark figures and could not tell whether it was a man or woman or child or adult.",Calvary Cemetery on hwy s,Wisconsin,WI,,,-89.7298594,45.4710792,True,True,2025/01/01,1,Night,Orb (Male),Mystery,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,odd_smells_and_noises___The_smell_of_roses__rotten.png
Walworth,United States,"It is said a janitor that fell down the steps to the boiler room haunts the school. He doesn't harm anyone, but doesn't know how to leave the school.",Walworth Grade School,Wisconsin,WI,-88.60079060000001,42.5300764,-88.5995456,42.5311279,False,False,2025/01/01,0,Unknown,Unknown (Male),Unknown,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,It_is_said_a_janitor_that_fell_down_the_steps_to_t.png
Wauwatosa,United States,"In the mid 70's Wauwatosa West High school was being rebuilt on a new location. The school was more than 90 % finished, when two teenagers were messing around on the roof, while drinking, and lit the school on fire. The entire school burned down.  It was reported that an immigrant worker by the name of Hans from a European country, was in the now theatre working. Hans perished in the blaze. He never worked in shoes, and is said to haunt the theatre and he always has no shoes on. You are considered to be in most dangerous to be in the theatre without shoes on. On numerous occasions while faculty has been working in the stage, lights have gone off, stage doors slamming, guest seats creaking, and stage props disappearing.",Wauwatosa West High School,Wisconsin,WI,-88.055452,43.0683607,-88.0075875,43.0494572,True,False,1960/01/01,2,Unknown,Other (Male),Accident,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,In_the_mid_70_s_Wauwatosa_West_High_school_was_bei.png
Wascott,United States,Sounds of little girls voices can be heard when no one is there. Random Screaming in the middle of the night. Windows opening undetected by security system. Sightings of a young dark haired girl standing in the upper window.,Hunting Lodge,Wisconsin,WI,,,-91.8510151,46.21335380000001,True,False,2025/05/13,1,Night,Unknown (Male),Unknown,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,Sounds_of_little_girls_voices_can_be_heard_when_no.png
Washington Island,United States,A quite tall milkmaid at a dairy on the island.,Gretchen of Range Line Road,Wisconsin,WI,,,-86.90730239999999,45.3798154,False,False,2025/01/01,0,Unknown,Unknown (Male),Unknown,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,A_quite_tall_milkmaid_at_a_dairy_on_the_island_.png
Washington Island,United States,"As the oldest continuously operating Tavern In the US, This place seems to be haunted by Its founder Tom Nelsen. Objects disappear and reappear in different places. A hotel guest cut short a stay after an encounter in the back ladies bathroom, and a former employee was tapped on the shoulder when building shelves in the hand dug basement. I was alone at the time, so there is no explanation for the tapping.",Nelsens Hall and Bitters Pub,Wisconsin,WI,-86.930936,45.372875,-86.90730239999999,45.3798154,False,True,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,As_the_oldest_continuously_operating_Tavern_In_the.png
Waterford,United States,"This bar/restaurant is located in a resort lake area and is know to be haunted. Long time residents have been telling us about ghostly happenings since we bought this establishment seven years ago. We ourselves have witnessed apparitions and poltergeist-like activities with customers present--margarita glasses flying horizontally off a glass rack before crashing to the floor, beer tapers all turning on at once with no one nearby, blender turning on by itself and then off by itself just as the bartender is reaching to turn it off, bell in the kitchen ringing while no one is in the kitchen, footsteps heard to the upstairs followed by an apparition of a previous regular who is no longer living, etc. This establishment was erected in the 1920's and was a known Speakeasy and place for the Chicago ""bosses"" to wait while barrels of whiskey were hauled by horse and wagon from their still to Highway 164 at the top of the hill for shipment to Chicago. These walls do talk! The goings-on seem playful in nature but still frightening especially if one is spending the night here alone.",Tichigan Lake Inn,Wisconsin,WI,-88.2092454,42.8093879,-88.2142563,42.7630722,True,True,2025/03/19,1,Night,Ghost (Male),Accident,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,This_bar_restaurant_is_located_in_a_resort_lake_ar.png
Waukesha,United States,"A tall column of darkness has been seen to follow individuals around in the theatre.  Strange occurrences reported also, especially at night or when the lights have been turned out.",South High School,Wisconsin,WI,-88.222779,42.9928369,-88.2314813,43.0116784,False,True,2025/05/13,2,Night,Unknown (Male),Mystery,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,A_tall_column_of_darkness_has_been_seen_to_follow.png
Waukesha,United States,"People have seen a person standing next to a tree in the cemetery. Also, bright flashes of light have been known to be seen by the fence that surrounds the right side of the cemetery.",Tabernacle Cemetery,Wisconsin,WI,-88.3341031,43.0309341,-88.2314813,43.0116784,False,True,1812/03/13,2,Unknown,Unknown (Male),Unknown,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,People_have_seen_a_person_standing_next_to_a_tree.png
Waukesha,United States,It is an old colonial house on Wisconsin Ave. that used to be a house but is now transformed into an office. After work hours you can hear talking between people upstairs and downstairs. You also hear people walking up and down the staircases. During the day time many employees have lost belongings and weeks later find these belongings where they had left them before.,Waukesha Area Chamber of Commerce,Wisconsin,WI,-88.2553803,43.0413842,-88.2314813,43.0116784,True,False,2025/01/01,0,Unknown,Other (Male),Unknown,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,It_is_an_old_colonial_house_on_Wisconsin_Ave__that.png
Waukesha,United States,"At this school sightings have been seen clocks stop and odors in libraries and classrooms swing open and water fountains spray water onto the floor. People have seen a little girl about 8 years old who had a heart attack in the girls bathroom in 1991, a 12 year old boy who drowned in freezing water in 2001, and a boy who was about 10 years old when he got hit by car when running out into the street to get his ball! Lots of spooky things happen at this school.",Whittier Elementary School,Wisconsin,WI,-88.22618690000002,42.9922783,-88.2314813,43.0116784,True,True,2025/05/13,2,Unknown,Unknown (Male),Accident,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,At_this_school_sightings_have_been_seen_clocks_sto.png
Waupaca,United States,"There has been numerouse reports from the emplyoes and frequent customers that there is a family waling around at night. They are not there to hurt anyone, but they let their presence be known.",Simpson's resturante,Wisconsin,WI,-89.08526499999999,44.356253,-89.0859464,44.3580348,False,False,2025/01/01,0,Night,Ghost (Male),Unknown,"2,651",24.2,5.75,25.8%,5.5,7.5,1.7,3.8,51.4%,68.4%,63.2%,36.8%,86.1%,2.30%,64214.0,4.453,6.011,2.19,14619.8,170.73333333333332,145743.53333333333,126.0,119.0,Near Average,289.0,145.0,44.0,33.0,17.0,22.0,28.0,11.83,There_has_been_numerouse_reports_from_the_emplyoes.png
Watertown,United States,Apparent Time vortex/ portal which sends individuals through a lapse of time and or location. www.hauntedny.com has more information on a related case.,Thompson Park,New York,NY,-75.8919166,43.96209289999999,-75.91075649999999,43.9747838,False,False,2025/05/13,0,Unknown,Ghost,Supernatural,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0,11.83,Apparent_Time_vortex__portal_which_sends_individua.png
Waterville,United States,"Apparently the mansion used o be a monk monastery, and it is said that if you go there at night you can see the spirits of the monks walking around.",Sanger Mansion,New York,NY,,,-75.3798924,42.931181,False,True,2025/01/01,0,Night,"Ghost (Male, monk)",Supernatural,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0,11.83,Apparently_the_mansion_used_o_be_a_monk_monastery_.png
Wales,United States,"Strange mists and fogs hover above this sinister cemetery. In the late 1800's, a doctor who performed abortions is said to have buried the fetuses of aborted babies in a shallow grave of about 2 feet. He is also believed to have buried some of the unlucky mothers who did not survive the abortion. Dogs started bringing home bones around that time period, and body parts would be caught on fishing lines in the nearby pond. Babies have even been reported crawling around at night. At the tree where the doctor hanged himself on top of the hill, you can sometimes see an apparition. - February 2007 Correction: The crawling babies has not be witnessed by the investigator submitting the correction. The fog does seem to hit this particular cemetery in a off way. People claim they hit a large black dog, and it does significant damage to their vehicles but no animal is ever found. a large black dog running on the above hill has been seen many times. It is believed this is not a living creature. Also the pond that is behind and to the right a bit from the cemetery was not where they had trouble with most of the bones and body parts. It was an extension stream that leads into the neighboring creek that most of the problems occurred. There is also a man who strolls up and down the road daily in 1920's attire, combing his hair. Warning:The cemetery has been badly vandalized and there isn't a single stone that isn't in pieces. Police patrol it pretty steadily.",Gootleburg Cemetery,New York,NY,-78.53760179999999,42.7141072,-78.54337009999999,42.7349683,False,True,2025/03/02,2,Night,"Ghost (Male, doctor)",Suicide,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0,11.83,Strange_mists_and_fogs_hover_above_this_sinister_c.png
Waverly,United States,Well in the school that's across from a graveyard there's this little girl wearing a yellow dress that a lot of people have seen people have seen things in that cemetery especially and apparently if you listen & concentrate you can hear the little girl who's name is Mary.,Elm street,New York,NY,-76.5313729,42.00518599999999,-76.5271659,42.0103519,True,True,2025/05/13,4,Unknown,Unknown (Male),Unknown,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0,11.83,Well_in_the_school_that_s_across_from_a_graveyard.png
Wayne,United States,"The isle of Pines, is an old hotel, that no longer stands, there is a house that now stands right next to where the hotel used to be, they say that you can see a lady riding a horse and that she was killed. The house is also haunted, because anybody that lived or lives there dies within 2-4 years of living there, by murder, or sickness, or anything. They say that this ground is cursed and haunted.",Isle of Pines,New York,NY,,,-77.1055262,42.4709046,False,True,2025/05/13,0,Unknown,Ghost (Male),Murder,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0,11.83,The_isle_of_Pines__is_an_old_hotel__that_no_longer.png
Wayne,United States,"Stephs Pond Nude Retreat - Hearing doors open and close with no one around. Hearing drawers opening and closing - there are no drawers in the guesthouse, And reports of an apparition of a woman in a white T-shirt.",Williamson,New York,NY,-77.1861277,43.2239229,-77.1055262,42.4709046,True,False,2025/05/13,0,Unknown,Ghost (Male),Supernatural,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0,11.83,Stephs_Pond_Nude_Retreat___Hearing_doors_open_and.png
West Babylon,United States,"This is a narrow road (surrounded by trees) with a only a few abandoned houses on the road. At night, you can see a ghost in the houses wandering around. - June 2005 Update – Badger Lane in West Babylon is now a new housing development. The old homes are gone.",Badger Lane,New York,NY,-73.0813101,40.9271505,-73.354287,40.718155,False,True,2025/01/01,0,Night,Ghost (Male),Supernatural,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0,11.83,This_is_a_narrow_road__surrounded_by_trees__with_a.png
West Babylon,United States,"Many sightings of a little boy wandering in the recreation area at night is seen, he's usually seen walking around the area where the old fire house burnt down around the late 1800's.also, numerous times, an old man that looks poor is seen wandering.",South Bay Elementary School,New York,NY,-73.346671,40.6921997,-73.354287,40.718155,False,True,1800/01/01,1,Night,Unknown (Male),Accident,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0,11.83,Many_sightings_of_a_little_boy_wandering_in_the_re.png
West Hempstead,United States,"there have been multiple sightings by locals. Most are at the train station. a floating blue/white light which looks like an old man. Is seen ""walking"" slowly across the tracks. when he is across he turns back looks and dissipates. Others have seen the old man walking in front of there houses in every case the man looks at the onlooker then dissipates. The neighborhood dogs wont even go out side at times and in some rare cases when people noticed that there dogs wouldn't even come into different rooms in there houses they have reported seeing the man in there house. But that is rare and only two people have seen this. Some people don't see the man but here a voice whisper ""come here.""",streets around Eagle Ave. &amp; the Train Tracks,New York,NY,-73.9082878,40.8230225,-73.65012949999999,40.7048242,False,True,2025/01/01,2,Unknown,Unknown (Male),Unknown,"6,701",23.8,4.18,17.6%,5.4,7.1,1.6,3.7,44.2%,67.2%,63.3%,36.7%,86.4%,2.03%,159338.0,16.33,22.046,3.08,82598.28571428571,820.7857142857143,395281.0,128.0,125.0,Much Above Average,1029.0,494.0,256.0,27.0,68.0,79.0,105.0,11.83,there_have_been_multiple_sightings_by_locals__Most.png
