city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)",daylight_hours,Safe_Filename
Northfield,United States,"Hilleboe Hall -  is said to have had a variety of ghostlike experiences. One is that when there was only one student in the entire dorm during the summer, she heard childlike singing and the piano playing and after going to investigate she found all of the sinks turned in all of the rooms on her corridor. It is also said that mysterious child-sized handprints appear on the outside of third floor windows.",St. Olaf College,Minnesota,MN,-93.1828167,44.4617681,-93.161604,44.4582983,True,False,1874/03/13,1,Unknown,"Ghost (Male, student)",Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Hilleboe_Hall____is_said_to_have_had_a_variety_of.png
Northfield,United States,Kelsey Theater - is said the ghost of Miss Kelsey herself has been seen playing the piano onstage long after her death and has been heard warning an actor who was rehearsing alone late at night that he was about to fall into the orchestra pit.,St. Olaf College,Minnesota,MN,-93.1828167,44.4617681,-93.161604,44.4582983,True,True,1874/03/13,1,Night,"Ghost (Male, actor)",Accident,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Kelsey_Theater___is_said_the_ghost_of_Miss_Kelsey.png
Northfield,United States,"Melby Hall -  the oldest on campus, it said that a man and a woman in period clothing from the Victorian era have been seen in halls and rooms as well as the stairway.",St. Olaf College,Minnesota,MN,-93.1828167,44.4617681,-93.161604,44.4582983,False,True,1874/03/13,1,Unknown,Unknown (Male),Unknown,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Melby_Hall____the_oldest_on_campus__it_said_that_a.png
Northfield,United States,"Thorson Hall -  there have been sightings of the ""Red Hat Boy"" believed to possibly be the ghost of a student who died, not on campus, but while he attended St. Olaf and lived in that dorm. What is believed to be the boy's dog has also been seen with him and roaming around campus by itself. He also appears in a certain room, one that is assumed was his.",St. Olaf College,Minnesota,MN,-93.1828167,44.4617681,-93.161604,44.4582983,False,True,1874/03/13,1,Unknown,"Ghost (Male, student)",Death,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Thorson_Hall____there_have_been_sightings_of_the__.png
Oakland Park,United States,"On many instances there have been wheelchairs moving from one end of the hall to another and you could see imprints of people that resided there and no one in the building. Many people have gone into this empty building and came out with sever mental disorders. The building is no longer standing but you can still see people that used to live there. - This was listed as ""Thief River Falls - The Old Insane Asylum""-  There never was an insane asylum in Thief River Falls. However, a resident of the town for many years, knows the building that is being referred to. It was formerly located in Oakland Park, the three-story brick building built in the late 1800s was a sanitarium for tuberculosis patients. It served that purpose until TB was eradicated in the 1950s. After that, the building was used as a nursing home until a new nursing home was built on the property in the late 70s early 80s. In the mid-1980s the building housed a dormitory for the local community college. The students that lived there were a little upset when the college failed to mention that the ""dorm"" was about six miles away from the college. Needless to say, the building was only used for a few years as a dorm. It stood empty from that time and was used for storage for the nursing home. It was torn down a few years ago. There is some interesting features on the building and its history. A tunnel was constructed that lead from the basement kitchen to the nurses' quarters (a separate building on the premises) so that the staff could travel between the buildings without having to go outside in the winter.",The Old Insane Asylum,Minnesota,MN,-96.0809744,46.299338,-96.1836356,48.10255309999999,False,True,2025/01/01,0,Unknown,"Other (Male, student)",Accident,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,On_many_instances_there_have_been_wheelchairs_movi.png
Owatonna,United States,There are many unrested spirits there.,Kaplan's woods,Minnesota,MN,-93.2357376,44.0622284,-93.2259349,44.0855572,False,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,There_are_many_unrested_spirits_there_.png
Owatonna,United States,Ghosts of orphaned children haunt what used to be an orphanage.,West Hills,Minnesota,MN,-93.2379009,44.088851,-93.2259349,44.0855572,False,False,2025/05/13,0,Unknown,Ghost (Child),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Ghosts_of_orphaned_children_haunt_what_used_to_be.png
Pipestone,United States,"The Pipestone County museum is formerly the old city hall. A little blonde girl has been seen there by several people. She is dressed in a blue 19th century dress with a white apron. Often, loud sounds are heard upstairs when no one is there (footsteps, stomping...) The old doctor's office is located off the library upstairs. Several employees and guests have heard the long since dead doctor ""working"" in the office when no one is actually in there. The chair squeaks, papers shuffle.",Pipestone County Museum,Minnesota,MN,-96.3174635,44.0000651,-96.3128117,43.9985815,True,True,2025/03/19,4,Unknown,"Other (Male, doctor)",Death,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,The_Pipestone_County_museum_is_formerly_the_old_ci.png
Pipestone,United States,"Unexplainable footsteps, war drums, shadows of what appear to be humans. Also there have at times been heard voices.",Pipestone National Monument,Minnesota,MN,-96.3247472,44.01364909999999,-96.3128117,43.9985815,True,False,1975/03/13,1,Unknown,Unknown (Male),Violence,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Unexplainable_footsteps__war_drums__shadows_of_wha.png
Plato,United States,Ferguson's Cemetery - The cemetery is out in the middle of now where along side a county blacktop surrounded by corn fields. Supposedly haunted by a little boy. The small grave stone for him is separate from the rest of the cemetery. It sits in the southwest corner all by itself. Cemetery is framed by large pines and large iron gate at the front of the cemetery there is a small dirt field road on the west side that runs along the length of the cemetery and ends next the boys grave. In the center of the cemetery is a large tree or trees growing out one base. At night after 12 am if you count the trees at the center of the cemetery and if you go to the boy’s grave and come back the number of trees has changed. Most of the time it's thirteen but sometimes as few as six. It also feels as though someone is watching you and that your not welcome there. Some reported to have seen dogs by the boys grave as you are backing out with car.,Glencoe,Minnesota,MN,-94.1516667,44.7691667,-94.0399721,44.7744063,False,True,2025/05/13,1,Night,Ghost (Male),Suicide,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Ferguson_s_Cemetery___The_cemetery_is_out_in_the_m.png
Plymouth,United States,"Holy Name Cemetery is located on the corner of Holy Name Drive and a couty road. It's across the street from a brick church. Reports of misty headlights pull in and vanish before your eyes. Witnesses have heard voices, footsteps, when it was horribly windy while calm outside the cemetery, and have seen a white apparition.",Holy Name Cemetery,Minnesota,MN,-93.5254225,45.0150006,-93.4555093,45.0105194,True,True,1866/03/13,2,Unknown,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Holy_Name_Cemetery_is_located_on_the_corner_of_Hol.png
Randall,United States,"Darling Church - Early after being built it is said that two African American men kidnapped and murdered a woman in the church.  Being that murders were placed on the shoulders of Africans in that time it is no surprise that it was in this case either.  It was rainy that night and a nearby farmer was said to be out in the yard getting something out of the rain and heard the scream of a woman.  To him it sounded from the church, but because of the weather he didn't pursue what he had heard.  He figured he had heard the wind.  The next day the woman was found dead in the church (cause of death unknown).  Two African fellows were traveling through at the time and the death was placed on them.  They got out of there as soon as they could being either they did kill the woman or they knew they would get the blame.  The farmer never forgave himself for not going to the church that night.*  Few people have said that they had seen a figure of the woman roaming around the graveyard behind the church and the church itself at night.  They also said that further away from the church they heard a woman scream coming from the church.  The ghost is seemingly harmless.",Little Falls,Minnesota,MN,-94.440211,46.0084313,-94.5036199,46.0910771,True,True,2025/05/13,2,Night,Ghost (Male),Murder,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Darling_Church___Early_after_being_built_it_is_sai.png
Redby,United States,In the summer after raining if you look north towards the sawmill a man should be walking from there carrying a bundle of tools in his right arm. Then by the time he gets close he'll disappear.,Behind the Westbrook Stare,Minnesota,MN,-94.911554,47.879248,-94.9130452,47.8785681,False,True,2025/01/01,1,Unknown,Unknown (Male),Violence,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,In_the_summer_after_raining_if_you_look_north_towa.png
Redford Township,United States,The Redford Hospital is abandoned but the spirits still live there. There is many reports of the people that maintain the building that there is 5 to 10 ghosts in the building. One in specifically is a little boy who died in the Hospital because his mother abused him and then left him at the Hospital to die. People see the little boy usually on the 2nd floor. Some say he is still trying to find his Mother for revenge.,Redford Hospital,Minnesota,MN,-83.3239081,42.4465472,,,False,True,2025/03/02,0,Unknown,Ghost (Male),Death,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,The_Redford_Hospital_is_abandoned_but_the_spirits.png
Renville,United States,"One of the grave stones glows, in the spring for a short time the flowers that grow there bleed.",Vicksburg Cemetery,Minnesota,MN,-95.2273836,44.6638109,-95.2116731,44.7891264,False,False,2025/03/29,0,Unknown,Unknown (Male),Unknown,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,One_of_the_grave_stones_glows__in_the_spring_for_a.png
Richfield,United States,"Use to be farmland, and the farmer hung himself on the tree at the bottom of the hill. Rumors of the ghost still lurking around.",Adam's Hill,Minnesota,MN,-93.3181176,44.87201470000001,-93.2830021,44.8832982,False,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Use_to_be_farmland__and_the_farmer_hung_himself_on.png
Richfield,United States,"It is said that on the third floor in room 394 there is a ghost a janitor that hung himself there years ago still lurks in the room at night and once in a while during school hours. - September 2004 Correction: A former student has informed us the above information is incorrect. in the late 70's, there was a student that hung himself in the janitor room... next to the bell tower. To this day, there are still aparitions appearing... And haunting footsteps",The Academy of Holy Angels,Minnesota,MN,-93.2806949,44.882469,-93.2830021,44.8832982,True,False,0394/03/13,0,Night,"Ghost (Male, student)",Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,It_is_said_that_on_the_third_floor_in_room_394_the.png
Richfield,United States,"Theater - There have been sightings of spirits in the theatre. The upper balcony is where there has been spiritual activity spotted. It is said that whom ever it is, sits there and watches the plays and has been spotted on many occasions....",The Academy of Holy Angels,Minnesota,MN,-93.2806949,44.882469,-93.2830021,44.8832982,False,False,0394/03/13,0,Unknown,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Theater___There_have_been_sightings_of_spirits_in.png
Rochester,United States,"It has been rumored that there has been numerous complaints and unusual encounters. The reason for that is many Mayo Clinic patients occupied in that hotel and have past away. One witness encountered an odd stench in the room, frequent temperature changes, and eerie sounds at night.",Kahler Hotel,Minnesota,MN,-92.4655574,44.0233848,-92.4801989,44.0121221,True,False,2025/01/01,0,Night,Unknown (Male),Mystery,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,It_has_been_rumored_that_there_has_been_numerous_c.png
Rochester,United States,"Many strange things have happened here. There is a wooden bridge near the quarry itself called ""dead man's bridge"", where it is rumored a man hung himself in the 60's. There is also a small cemetery in the park. There is a large memorial to a group of people who died from an epidemic around 100 years ago, and there are rumored to be four unmarked graves. There are also several caves in the park, with strange goings-on reported. Unfortunately, some (not all) of these caves have been closed up.",Quarry Hill Park,Minnesota,MN,-92.4297814,44.0296706,-92.4801989,44.0121221,False,False,0100/03/13,2,Unknown,Unknown (Male),Death,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Many_strange_things_have_happened_here__There_is_a.png
Sauk Center,United States,This hotel was built in 1901 on top of another hotel that had burned down in 1900. There are rumors of a small boy bouncing a ball down one of the hallways late at night,Palmer House,Minnesota,MN,-94.9522179,45.7374118,-94.9525216,45.737465,False,False,2025/05/13,0,Night,Unknown (Male),Accident,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,This_hotel_was_built_in_1901_on_top_of_another_hot.png
Shakopee,United States,"Not far from the local racetrack lies the site of one of the first farms that lead to the eventual settlement of Shakopee.  Located at the top of a hill is a housing development now known as Howard's edition.  Nestled among the modern homes is the cities oldest cemetery and it contains graves that go back to the original families that settled the town.  The cemetery is quaint and is surrounded by a picket fence. Neighboring houses would have cupboards rifled through and find muddy footprints going through their homes, from no apparent source!  Reports of cars stalling in front of the cemetery, and seeing a boy dressed in 1800s clothing peering at them from behind a tree.",Howard's Edition Cemetery,Minnesota,MN,-93.5358876,44.7882553,-93.5272861,44.7973962,False,True,2025/01/01,0,Unknown,Unknown (Male),Violence,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Not_far_from_the_local_racetrack_lies_the_site_of.png
Sherack,United States,"A man is seen hitchhiking during on dark, stormy, rainy nights. Many people report picking up the hitchhiker and later turning to him in the car only to find he's not there.",Highways around town of Sherack,Minnesota,MN,,,-96.7817329,48.0208078,False,True,2025/01/01,2,Night,Unknown (Male),Natural Disaster,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,A_man_is_seen_hitchhiking_during_on_dark__stormy_.png
