city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)",daylight_hours,Safe_Filename
Fort Worth,United States,Mainly seen in the kitchen a ghost of a girl likes to tease the cooks. At night employees have seen her walking the restaurant.,Red Lobster on Hulen St.,Texas,TX,-97.395462,32.67675,-97.3307658,32.7554883,False,True,2025/01/01,2,Night,Ghost (Male),Supernatural,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,Mainly_seen_in_the_kitchen_a_ghost_of_a_girl_likes.png
Fort Worth,United States,"A young actor, Ken Yandell apparently hanged himself from a pipe in the basement of this theater. His ghost seems to spend most of time in the strange corridor filled basement where he died. A wardrobe woman was so frightened one night by cackling coming from the stage, that she left and never returned.",Scott Theatre,Texas,TX,-97.3691633,32.7467865,-97.3307658,32.7554883,False,True,1874/03/13,0,Night,"Ghost (Male, actor)",Suicide,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,A_young_actor__Ken_Yandell_apparently_hanged_himse.png
Fort Worth,United States,"Haunted by at least 3 separate ghost. A small girl in the bathroom that turns on water, flushes toilets, and scatters paper towels. A woman in white that can be seen on the balcony late at night. A old cowboy, that throws glasses and knocks over stools.- April 2007 Update: This was closed several years ago.",Spaghetti Warehouse,Texas,TX,-97.12610490000002,32.6788566,-97.3307658,32.7554883,False,True,1972/03/13,1,Night,Ghost (Male),Supernatural,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,Haunted_by_at_least_3_separate_ghost__A_small_girl.png
Fort Worth,United States,Miss Molly's Bed and Breakfast Hotel...Located in down town. This former bordello has had a few apparitions spotted within its walls.,Stockyards,Texas,TX,-97.3462341,32.7885617,-97.3307658,32.7554883,False,False,2025/05/13,0,Unknown,Ghost (Male),Supernatural,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,Miss_Molly_s_Bed_and_Breakfast_Hotel___Located_in.png
Fort Worth,United States,"It has been said that a lady wearing a walmart uniform will be walking down one lane in the toys, and you will turn away and look back and she will be gone....later you might see her down a different lane.",Wal-mart,Texas,TX,-97.405724,32.664578,-97.3307658,32.7554883,False,True,2025/03/23,0,Unknown,Other (Male),Unknown,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,It_has_been_said_that_a_lady_wearing_a_walmart_uni.png
Fort Worth,United States,"It has been said that the land was built on an old Indian burial ground. Who's to say if anything has happened in other stores, because we have heard stories, but our experiences have been the most recent and haunting. Several associates have worked there for three years and all have several stories. One recent experience is the heavy wooden doors that are locked when no one is in them open and slam on their own. The back door that opens to the outside of the mall is locked for security reasons tends to shake mysteriously, you can watch it shake violently. People are being pulled across the room by their hair, with the store closed and no one around. Voices, cool winds in the backroom, sightings when store lights are off and store is locked. Clothes and display carts moved when store is empty besides employees. Several employees see an Indian girl sitting Indian style on the floor when store is closed and lights are off.",Wet Seal Co. Hulen Mall,Texas,TX,-97.398763,32.678639,-97.3307658,32.7554883,True,True,2025/01/01,6,Unknown,Ghost (Male),Supernatural,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,It_has_been_said_that_the_land_was_built_on_an_old.png
Fredericksburg,United States,Some employees have heard footsteps late at night. They say you can see shadows of men walking through out. Lights will suddenly go on/off and no one else was in the building.,Admiral Nimitz Museum,Texas,TX,-98.8676849,30.2731041,-98.8719843,30.2752011,True,True,2025/01/01,2,Night,Unknown (Male),Unknown,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,Some_employees_have_heard_footsteps_late_at_night_.png
Frisco,United States,"The subdivision was built in the late 90's on top of what few people knew was an old settler's cemetery.  Residents have reported hearing crying babies, seeing settler women and men roaming their halls and odd things like randomly falling pictures in several of the homes that are built in the community.  Additionally, every year in early February a faint apparition appears and floats throughout the neighborhood. In 2006 as they were building the Dallas North Parkway just east of the area, several bodies were uncovered in unmarked graves.",The Trails of West Frisco Community,Texas,TX,-96.8766722,33.1638864,-96.8236116,33.1506744,True,True,2025/02/13,2,Unknown,Ghost (Male),Accident,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,The_subdivision_was_built_in_the_late_90_s_on_top.png
Galveston,United States,"The Ashton Villa doesn't have a particularly sad or tragic background but it is one of the houses that survived the hurricane of 1900. Reports of apparitions, male and female dressed in old style clothes. Feelings, of not being alone, and strange noises of movement when no one else is around.",Ashton Villa,Texas,TX,-94.792837,29.300242,-94.7976958,29.3013479,True,False,2025/03/24,0,Unknown,Ghost (Male),Supernatural,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,The_Ashton_Villa_doesn_t_have_a_particularly_sad_o.png
Galveston,United States,"It's on Seawall Blvd. and is the oldest hotel on the island. One room, room 505, is supposed to be haunted and most people how stay in that room, do not stay overnight. Most just feel incredibly uncomfortable there. You can also smell Gardenias in and around the room at times. There are two other ghosts there but no one seems to know much about them. There are several locations in Galveston that are haunted including the Tremont House hotel on Mechanic's Street and the Peanut Butter Warehouse to name a few. There is a link for Ghost tours in Galveston, there is a fee Ghost Tours of Galveston",The Hotel Galvez,Texas,TX,-94.786181,29.292609,-94.7976958,29.3013479,False,True,0505/03/13,0,Night,Ghost (Male),Supernatural,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,It_s_on_Seawall_Blvd__and_is_the_oldest_hotel_on_t.png
Galveston,United States,Workers have seen figures of the lady and hear her whimpers as she walks down the stairs.,Luigies Italian Food,Texas,TX,-94.795414,29.307399,-94.7976958,29.3013479,True,True,2025/01/01,2,Unknown,Other (Male),Unknown,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,Workers_have_seen_figures_of_the_lady_and_hear_her.png
Galveston,United States,"is a long way it is lonely in front  of the mansion there is a trailer only the only thing you see when you go in is an old big picture of a man from the 90's and a pianos a 2 store house witnesses report hearing the piano playing by it self, kids screaming for ""help"" and the somebody was hitting the doors.",Stewart's mansion,Texas,TX,-94.9493095,29.2072795,-94.7976958,29.3013479,True,True,2025/03/02,0,Unknown,Unknown (Male),Unknown,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,is_a_long_way_it_is_lonely_in_front__of_the_mansio.png
Galveston,United States,"Old Red The building is a fairly modern one with a grid type pattern on one side. The building is concrete with sandstone like finish. The old man's face appeared on one of the grids (there were nine total) the face is a lot like a shadow picture but is quite clearly visible. The story is that the grid where the face appeared was sandblasted to remove the face, only a few days later the face reappeared in a different grid. It is possible that the sandblasting was repeated at least one time with the face appearing yet again in a different spot. The building is quite close to the bay edge of the island and the site is very difficult to see without being on the actual grounds of the building. Someone might be able to see it from the water.",University of Texas Medical Branch,Texas,TX,-94.7777698,29.3110199,-94.7976958,29.3013479,False,True,2024/04/13,0,Unknown,Other (Male),Unknown,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,Old_Red_The_building_is_a_fairly_modern_one_with_a.png
Garland,United States,"Ever since it was opened in the 1970's, it was always consider the ""bad"" school. Over the years it was given the name of ""Suicide High"". It was given this name because sometime in the late 70's a boy shot himself in the bathroom. Later on in the 80's a girl broke the mirror and slit her throat, a two girls found her. To this day there's still no mirrors in the girls bathrooms. Later, only one girls and boy killed themselves in the school. Many students that attended Lakeview in the mid 90's committed suicide. In the bathrooms, sometimes you can hear footsteps when nobody else is in there. There's no windows in the school, that's what some students feel that make rooms so cold. There are cold spots in some places, and you can hear voices too. - December 2006 Correction: A former student reports when she went there from 1983 to 1987 there where indeed mirrors. There was only 1 suicide she knows off and it was a close friend. The only truth to the story, she states, is ""that we did not have windows in our classrooms.""",Lakeview High School,Texas,TX,-96.5761307,32.8575318,-96.6388833,32.912624,True,False,2025/05/13,0,Unknown,"Other (Male, student)",Murder,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,Ever_since_it_was_opened_in_the_1970_s__it_was_alw.png
Garland,United States,A story of a man who had slaughtered his entire family. It is said that if you lay on his grave at midnight on Halloween....it is a bit of a struggle to get up.,Smiley's Grave.,Texas,TX,-96.5998632,32.9082427,-96.6388833,32.912624,True,False,2025/01/01,0,Night,Unknown (Male),Unknown,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,A_story_of_a_man_who_had_slaughtered_his_entire_fa.png
Gatesville,United States,This is now a women's prison but was once State School for boys. When you first start to work there the prisoners will tell you that there are little boys haunting the dorms. I witnessed this first hand more then once. One night while working 3rd shift I was standing at the sink area of the dorm and was looking in the mirror when I saw someone walking in the dayroom area. I went to investigate and were I saw the movement there was no one there. Also during a 3rd shift watch one of the female guards was making her rounds when something ran out from one of the small cubical in front of her causing her to scream and wake up the prisoners. She quit not soon after that.,Mt. View Correctional Facility,Texas,TX,-97.7292681,31.4855155,-97.743911,31.4351645,False,True,2025/03/03,1,Night,Ghost (Male),Supernatural,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,This_is_now_a_women_s_prison_but_was_once_State_Sc.png
George West,United States,"People have reported hearing the sounds of children playing and laughing although there were never any children harmed or killed within the courthouse. There is also a picture in the District Courtroom of an ex District court justice who's eyes will follow you all over the courtroom. It has also been told that if you walk on the south hall on the second floor you will hear footsteps following you. The City founder George Washington West has been seen in the same hallway, I witnessed this for myself while standing on the ground outside the courthouse one night.",Live Oak County Courthouse,Texas,TX,-98.1139354,28.3340454,-98.1175054,28.3325002,True,True,2025/01/01,2,Night,Unknown (Male),Murder,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,People_have_reported_hearing_the_sounds_of_childre.png
Georgetown,United States,"Everyone called her the nine o'clock ghost. A little girl was killed on the play ground by her own mother because she could not take care of her. Now every night if you drive by with your lights off and windows down you can see one of the swings moving back and fourth and you can hear a small sweet voice sing ""ring around the rosy pockets full of poses ashes ashes will you come and play with me please!""",Annie Pearl Elementary School,Texas,TX,-97.6661432,30.627444,-97.6779842,30.6332618,True,True,2025/01/01,0,Night,Ghost (Male),Murder,"10,647",25.8,4.9,17.6%,5.6,9.0,1.8,4.1,44.2%,71.1%,56.9%,43.1%,81.9%,3.97%,274633.0,18.821,25.408,2.69,117468.57142857143,1298.7857142857142,950400.7142857144,123.0,111.0,Above Average,115.0,35.0,20.0,22.0,9.0,21.0,8.0,11.92,Everyone_called_her_the_nine_o_clock_ghost__A_litt.png
