city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)",daylight_hours,Safe_Filename
Petersburg,United States,If you walk in there you get a feeling that someone’s there. You can some times hear noises and maybe see something. The hospital has been closed down for a number of years and there’s no telling how many people have died in there. But some Spirits still remain there.,Old Central State Mental Hospital,Virginia,VA,-77.44914779999999,37.211643,-77.40192669999999,37.2279279,True,True,2025/01/01,0,Unknown,Ghost (Male),Death,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,If_you_walk_in_there_you_get_a_feeling_that_someon.png
the plains,United States,Replay of a confederate soldier being killed.,Grey Horse Inn,Virginia,VA,-77.77792699999999,38.860679,-77.7738827,38.8620578,False,False,2025/01/01,0,Unknown,Other (soldier),Murder,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,Replay_of_a_confederate_soldier_being_killed_.png
Poquoson,United States,"A woman by the name of Dolly ""Mammy"" Messick once went out right before a winter storm to bring in the cows (with no help from her 3 children) and drown in a sink hole, and was said to have haunted her two daughters until their deaths.",Old town Poquoson (Messick),Virginia,VA,,,-76.3457773,37.1223664,False,False,2025/03/03,0,Unknown,Ghost (Male),Death,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,A_woman_by_the_name_of_Dolly__Mammy__Messick_once.png
Poquoson,United States,"The Road to the right near 'church street' is haunted. This is located near the old morgue, ghost have been seen walking up and down the road, lost and confused. A woman in a nightgown will talk to you, she will ask to use the phone so she can call her husband, as your walking up to your house, she vanishes. I've had it happen, it was more then just 'unnerving' to say the least.",Poquoson Ave,Virginia,VA,-76.3605175,37.1272329,-76.3457773,37.1223664,False,True,2025/01/01,1,Night,Ghost (Male),Supernatural,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,The_Road_to_the_right_near__church_street__is_haun.png
Portsmouth,United States,"Reports of a Civil War soldier, the sound of a horse.",Craney Island Fuel Depot,Virginia,VA,-76.35938809999999,36.8923701,-76.2982742,36.8354258,True,False,2025/01/01,0,Unknown,"Unknown (Male, soldier)",Violence,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,Reports_of_a_Civil_War_soldier__the_sound_of_a_hor.png
Portsmouth,United States,"Most of Olde Towne is haunted. There are lots of stories and a book on the subject. Each Halloween, there is a guaranteed, sold-out Ghost Walk where they tell you all of the stories and show you the houses. One of the more famous stories/hauntings is of The Lady in White of Court Street. Story goes, a young woman's husband either drowned at sea, ran off, got killed or something tragic...became so depressed herself, that to this day on nights of the full moon, she can be seen running down the street to the water and jumping in. Yes, drowning was her ultimate demise...but for those who've seen her, the experience is so real, big, grown men have been known to jump in the water to save the drowning woman...only to find there's nothing there once they're in the water.",Olde Towne,Virginia,VA,-76.3014896,36.8355349,-76.2982742,36.8354258,False,True,2025/05/13,1,Night,Ghost (Male),Murder,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,Most_of_Olde_Towne_is_haunted__There_are_lots_of_s.png
Portsmouth,United States,Bldg 1 - built in 1827. Some people who have worked in the old x-ray film archive describe especially at night sounds of a baby crying usually between the walls of the now fathers waiting room and the x-ray developer room. The building is now closed awaiting renovation to change it back to its former 827 design.,the old naval hospital,Virginia,VA,-76.30644029999999,36.8452805,-76.2982742,36.8354258,True,False,2025/03/01,0,Night,Other (Male),Unknown,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,Bldg_1___built_in_1827__Some_people_who_have_worke.png
Powhatan,United States,"Where the Chapel is located in the prison today, at one time was the inmates infirmary. There are windows surrounding 3 sides of the room, which are visible from the security towers outside. Many times officers have reported seeing a prisoner standing at the windows looking out. When investigated by inside officers, the area is found to be empty and secured, no way for anyone to get in or out! This occurs several times a year at all hours of the day and night. One evening an officer from a tower reported someone at the window. Again no one was found, yet the officer reported she could still see the inmate at the window. The inside officers searched the area with no inmate found. The Captain went to the tower to see what the officer insisted she was seeing. When he looked to the window she pointed to, he too could see the man.",Powhatan Correctional Center,Virginia,VA,-77.8350535,37.6257994,-77.91882389999999,37.5415273,False,True,2025/03/03,1,Evening,"Unknown (Male, officer)",Unknown,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,Where_the_Chapel_is_located_in_the_prison_today__a.png
Richmond,United States,In 1925 The church Hill Train tunnel was being reopened after being closed do to deaths in 1877. They needed more traffic area for trains the C&O train #231 and several cars was near the entrance of the tunnel when it collapsed killing everyone they tried to dig them out but only reached the conductor dead at the switch. Most nights around the first part of October and some other nights you can hear the train real faintly trying to get out the tunnel. Witnesses report seeing a man trying to get in the tunnel to reach his train to save the trapped workers and you can still hear them screaming.,Church Hill Tunnel,Virginia,VA,-77.4232397,37.5361788,-77.4360481,37.5407246,True,True,0200/01/13,0,Night,Other (Male),Death,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,In_1925_The_church_Hill_Train_tunnel_was_being_reo.png
Richmond,United States,a friendly ghost of a young women haunts the Governors Mansion to this day.,Governors Mansion,Virginia,VA,-77.4322186,37.5384714,-77.4360481,37.5407246,False,False,2025/05/13,0,Unknown,Ghost (Male),Supernatural,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,a_friendly_ghost_of_a_young_women_haunts_the_Gover.png
Richmond,United States,Shirlydale Ave.(apartments) - At the end of Shirlydale Ave after the cul-de-sac there was a house about 50 yards up that was used as a civil war hospital it was tore down in the 80'S the house was gray 2 story with a basement and to the left was a barn with a drop door into a lower level that opened to the back. There is also an old square shaped pond or was a man made one; over to the right several graves was found by the apartments when they cleared the property. It was rumored that the spiteful union solders removed the tombstones and killed the patients in the hospital as they rested and the confederate soldiers still scream and moan. You can also see soldiers walking up through the woods where the house was to get help and sometimes you can here them talking in the woods and a harmonica playing in the distance but don’t be alarmed when you see a campfire in the background.,Henrico County,Virginia,VA,-77.3324425,37.5059332,-77.4360481,37.5407246,False,True,2020/03/13,0,Unknown,"Other (Male, soldier)",Murder,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,Shirlydale_Ave__apartments____At_the_end_of_Shirly.png
Richmond,United States,"Besides the fact that the cemetery is very old with many local ""celebrities"" (mostly governors, senators, and a president or two) there is one tomb, Poole's, that is known as the Vampire Tomb. Supposedly the man enclosed in the building was a vampire and has been known to stalk visitors, and even attack a few, in the cemetery late at night.",Hollywood Cemetery,Virginia,VA,-77.4552198,37.5377122,-77.4360481,37.5407246,False,False,2025/05/13,0,Night,Unknown (Male),Violence,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,Besides_the_fact_that_the_cemetery_is_very_old_wit.png
Richmond,United States,There is a light seen down the tracks that never seems to get any closer it seems to be the lantern the man carried. There is also sightings of fireballs and orbs.,Old Railway,Virginia,VA,-77.43539899999999,37.525796,-77.4360481,37.5407246,False,True,2025/01/01,1,Unknown,Orb (Male),Accident,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,There_is_a_light_seen_down_the_tracks_that_never_s.png
Richmond,United States,The new road was constructed over an old Indian Grave.  Spirits come out around midnight near the tollbooth.  There have been several reports of the spirits to the police.  Toll booth workers say they hear strange noises at night.,Pocohantas Parkway,Virginia,VA,-77.3669487,37.4689282,-77.4360481,37.5407246,True,False,2025/01/01,0,Night,Ghost (Male),Supernatural,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,The_new_road_was_constructed_over_an_old_Indian_Gr.png
Richmond,United States,"This was the childhood home of Thomas Jefferson. An Unhappy bride is said to walk the grounds sobbing. It seems she was forced to marry against her will, and died of a broken heart.",Tuckahoe Plantation,Virginia,VA,-77.6521396,37.5704374,-77.4360481,37.5407246,True,True,0650/03/13,0,Unknown,Unknown (Male),Death,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,This_was_the_childhood_home_of_Thomas_Jefferson__A.png
Richmond,United States,"Battlefield Cemetery - There is a cemetery on the right that has a very strange ghost lurking around the graves. He watches over the cemetery and rumor is, there was a water fountain in the yard and if you drink from it he will make noises and sometimes throw things at you. He is believed to be a confederate solder.",Varina Road in Varina,Virginia,VA,-77.36676899999999,37.436187,-77.4360481,37.5407246,True,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,Battlefield_Cemetery___There_is_a_cemetery_on_the.png
Richmond,United States,"The museum is located on a Civil War battlefield; also the museum contains old planes and artifacts from pilots beginning in WWII. There have been other occurrences there such as footsteps to a particular plane, and a very old stopwatch starting up and ticking.",Virginia Aviation Museum,Virginia,VA,-77.3339,37.516839,-77.4360481,37.5407246,True,False,1986/03/13,0,Unknown,Unknown (Male),Violence,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,The_museum_is_located_on_a_Civil_War_battlefield_.png
Roanoke,United States,"There are many ghosts here. There are 3 men in the ballroom who stand and watch. An elderly woman died here in one of the room and you can still feel her presence. There is also a man sitting at one of the tables on the second floor, kicking the tablecloth with his foot and smoking a pipe",Patrick Henry Hotel,Virginia,VA,-79.9408098,37.268654,-79.9414266,37.2709704,False,False,0617/03/13,0,Unknown,Ghost (Male),Death,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,There_are_many_ghosts_here__There_are_3_men_in_the.png
Rustburg,United States,"The ghost in lavender, her remains lie in an ivy covered grave in the old burying ground, is thought to be the wife of the original owner. There is a story of a peddler murdered in one of the upper rooms in the long ago. Guests occupying the room heard alarming noises, had bedclothes removed in the night, or found them on the floor when going to bed. Two young men saw a pillow fly across the room. In this same room, there is a bloodstain on the floor. Attempts to remove the stain were unavailing. Soon after re-staining the floor, the spot would reappear. Some nights, near the house, you can hear the sound of heavy strokes of an axe chopping a tree and the labored breathing of the chopper.",Ivanhoe,Virginia,VA,-79.0402822,37.3123584,-79.10085430000001,37.2768113,True,True,1819/12/13,1,Night,Ghost (Male),Murder,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,The_ghost_in_lavender__her_remains_lie_in_an_ivy_c.png
Rye Cove,United States,"building is located on McMillian St off of Church St in Nashville, TN. This building is supposedly the 2nd oldest in Nashville and operated as a prison ran by Sam Houston years ago. In the early 2000's it operated as Nashville Music Institute where many musicians had ghostly experiences.",Nashville Music Institute,Virginia,VA,-82.69168049999999,36.7321295,-82.6962702,36.7253755,False,False,2025/03/02,0,Unknown,"Ghost (Male, musician)",Supernatural,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,building_is_located_on_McMillian_St_off_of_Church.png
Rye Cove,United States,"located next to the Rye Cove High School in Rye Cove, the Rye Cove Elementary School located up the road where a tornado destroyed the school and killed many students http://www.blueridgeinstitute.org/ballads/ryecove.htmland the old Carter home place (200+ year old white house with red roof down the road from the High School) are all sites of ghostly hauntings.)",The Moore Cemetery,Virginia,VA,-82.691344,36.735492,-82.6962702,36.7253755,False,False,2025/01/01,0,Unknown,"Ghost (Male, student)",Murder,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,located_next_to_the_Rye_Cove_High_School_in_Rye_Co.png
Smithfield,United States,"Employees of the restaurant say that there is a ghost of a man who sits at the bar sometimes late at night when the restaurant is closed. He is believed to have drowned in the river behind the restaurant after leaving the bar one night. He just sits there drinking and staring off into space, if approached, he will disappear.",Smithfield Station,Virginia,VA,-76.623453,36.982412,-76.63106619999999,36.9823709,False,False,2025/01/01,0,Night,Ghost (Male),Accident,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,Employees_of_the_restaurant_say_that_there_is_a_gh.png
Springfield,United States,"In the 1880s a Palestinian immigrated to the US and was brutally tortured and then murdered in some woods which are now known as Lake Accotink Park. It is said that on some nights he is heard moaning, ""Arrrrrghh"". On rare occasions he is also have said to appear in the form of have human half beast with an eye patch.",Bablat Afif,Virginia,VA,,,-77.18720359999999,38.7892801,True,False,2025/01/01,1,Night,Other (Male),Murder,"3,071",25.9,4.55,16.4%,5.5,7.2,1.6,3.7,51.7%,69.1%,57.1%,42.9%,83.0%,3.09%,79429.0,6.126,8.27,2.78,19088.571428571428,373.8571428571428,190735.2142857143,122.0,124.0,Much Above Average,202.0,61.0,28.0,35.0,27.0,30.0,20.0,11.83,In_the_1880s_a_Palestinian_immigrated_to_the_US_an.png
