city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)",daylight_hours,Safe_Filename
Trumbauresville,United States,"This place is mention in the book called Ghosts of Bucks County. Located off of Quakertown. Ask locals for directions. When your there ask for a menu the history of the Trum tavern is on the back of the menu. Before it was a bar, the Trum Tavern used to be a Court House in the 1700's it has a lot of history to it, back then when people were found guilty they were scolded with boiling water, tortured, or even worse, hung! The tavern has a colonial look on the outside. The Ghost of the original owner Jacob, haunts the second floor, the feeling of someone behind you, stuff moving around, unearthly sounds. The place was caught on fire back sometime in April 2002, the first floor was toasted out, due to some kind of explosion. but eight months later it was open again, and now it looks mostly the same.",Trum Tavern,Pennsylvania,PA,-75.378267,40.411136,-75.3782339,40.4106569,True,False,2002/04/13,0,Unknown,Ghost (Male),Accident,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,This_place_is_mention_in_the_book_called_Ghosts_of.png
Tyrone,United States,It is a cemetery that goes around in a circle up in the middle of nowhere. If you go up there on full moon nights you can see the outline of people hanging in the trees. If you go up there on any night the wind is not blowing on the way up but as soon as you get there the wind starts blowing. Or sometimes you might get chased out of the cemetery by a light misty figure or a white horse.,Baughmans Cemetery,Pennsylvania,PA,-78.2193869,40.7211548,-78.23862439999999,40.6706184,False,True,2025/01/01,0,Night,Other (Male),Unknown,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,It_is_a_cemetery_that_goes_around_in_a_circle_up_i.png
Tyrone,United States,"The story behind this, Is that a woman died in a car wreck on her wedding night, And the woman is still searching the area for her husband. There's an area a few miles up Janesville pike where the guard rails end, there’s a small yellow sign, And a small area where you can pull off the road.. Your supposed to drive up to this area, Get out of your vehicle, Light a match and while the wind blows the match out you say her name, Sylvia.. Drive back down the mountain and do this three times and after the third match blows out, She is supposed to appear wearing a white wedding dress.",Janesville Pike,Pennsylvania,PA,-78.2796406,40.693663,-78.23862439999999,40.6706184,False,False,2025/01/01,0,Night,Unknown (Male),Death,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,The_story_behind_this__Is_that_a_woman_died_in_a_c.png
Santa Clarita,United States,The home of the silent film star William S. Hart. Mr. Hart is scene by people that he recognizes and likes (namely docents). He and his sister (also a ghost) are the only people to have ever really lived in the home. The ghost of their nurse as well as Mr. Hart's dogs are also seen. Coffee is often smelled in the museum.,Hart Mansion,California,CA,-118.5257901,34.3753971,-118.542586,34.3916641,False,True,2025/01/01,4,Unknown,"Ghost (Male, nurse)",Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,The_home_of_the_silent_film_star_William_S__Hart_.png
Santa Clarita,United States,"Allegedly once occupied by sea serpent / monster and various demons. Once settled as a mining / farm community by Spaniards who reported dead cattle, sickness and ruined crops. Historical accounts of a terrible sulfuric smell pervading the surrounding area. The monster / creatures have not been seen recently, but the odor persists to this day, as well as an eerie presence in the town and homes there.",Lake Elizabeth,California,CA,-118.3973236,34.666072,-118.542586,34.3916641,False,True,2025/05/13,1,Unknown,Ghost (Male),Death,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Allegedly_once_occupied_by_sea_serpent___monster_a.png
Santa Clarita,United States,"In the mid 80's a car load of kids going to prom wrecked their car at the intersection of Sand Canyon Road & Warm Springs Road. Reports of a young woman signaling for help, and then vanishing.",Sand Canyon Road,California,CA,-118.4170442,34.4008441,-118.542586,34.3916641,False,False,2025/01/01,0,Unknown,Unknown (Male),Violence,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,In_the_mid_80_s_a_car_load_of_kids_going_to_prom_w.png
Santa Clarita,United States,"Every night just a few hours after the park is free of all guests, the security base get a phone call from Goliath (caller identification) and when they answer, all they hear is static. After numerous calls, a few security guards investigated the matter. When the base got the call, they radioed two guards waiting on the exit ramp. When the guards ran up to the station, there was nobody around. They searched every part of the ride and found nothing but an empty feeling.",Six Flags California,California,CA,-118.5972191,34.4253305,-118.542586,34.3916641,True,False,2025/01/01,0,Night,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Every_night_just_a_few_hours_after_the_park_is_fre.png
Santa Cruz,United States,"Several workers complain to co-workers at seeing ghosts in the restaurants. One even attempted to contact a parapsychology institute nearby but nothing came of it. Although owners refute these claims, one waiter says restaurant hostesses, waiters and busboys have discussed the sightings among themselves. Historians, meanwhile, have said a murder occurred at the site of the restaurant near the turn of the century. - July 2005 Update: It is now a Chinese Restaurant.",Adolph's Restaurant,California,CA,-121.9794885,36.9844181,-122.0307963,36.9741171,False,True,2005/07/13,0,Unknown,Ghost (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Several_workers_complain_to_co_workers_at_seeing_g.png
Santa Cruz,United States,There is a cemetery on the left hand side of the road when going up Grahm Hill road right off of Highway 17 in S.C. This cemetery is pretty strange there is a lot of action going on in here. You can see faces and things moving inside of the cemetery. If you pull into the driveway towards the end of the cemetery and shine your headlights you will see a white figure coming towards you. MOVE! This ghost is not friendly. There are many orbs that you can see with the naked eye and some strange noises heard from the East end of the Cemetery. Faces are seen in the headstones and Dark shadows above them.,Grahm Hill Road Cemetery,California,CA,-122.0277401,36.9883794,-122.0307963,36.9741171,True,True,2025/03/17,1,Night,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,There_is_a_cemetery_on_the_left_hand_side_of_the_r.png
Santa Cruz,United States,"A woman was killed at this beach by her boyfriend. Apparently, her ghost is seen haunting the beach.","Red, White and Blue Beach",California,CA,-122.1419114,36.9763395,-122.0307963,36.9741171,False,True,2025/01/01,1,Unknown,Ghost (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,A_woman_was_killed_at_this_beach_by_her_boyfriend_.png
Santa Cruz,United States,Highway 17 - People have claimed to see the ghost of an old Indian man walking along the road. He is supposedly the cause of all the accidents.,San Jose,California,CA,-121.8863286,37.3382082,-122.0307963,36.9741171,False,True,2025/05/13,0,Unknown,Ghost (Male),Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Highway_17___People_have_claimed_to_see_the_ghost.png
Santa Cruz,United States,"Upstairs is haunted by a woman in a Victorian black dress who is looking for a book, she also opens doors even heavily locked and bolted or nailed ones and windows. Downstairs, a man with glasses is seen in the empty fireplace, and in the basement an angry dog, probably from when local police used the place for search dog training, haunts the stairway and front door. Also a heard calls out for help from the basement.",The Rispin Mansion,California,CA,-121.9594173,36.9818783,-122.0307963,36.9741171,True,True,2025/01/01,1,Unknown,Ghost (Male),Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Upstairs_is_haunted_by_a_woman_in_a_Victorian_blac.png
Santa Cruz,United States,Porter College - A Building -  On the fifth floor of A building a student killed himself and is occasionally seen walking down the hall dressed as he was when he died. there are several other 'ghosts' known to reside in the A building as well.,University of California Santa Cruz,California,CA,-122.0582972,36.9914738,-122.0307963,36.9741171,False,True,2025/03/17,1,Unknown,"Ghost (Male, student)",Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Porter_College___A_Building____On_the_fifth_floor.png
Santa Cruz,United States,"Porter College - B Building – 1st Floor - On the first floor of B building three rooms are known as the ""Bermuda Triangle"" This hall is no longer occupied but when it was there were many reports of noises and voices heard, objects flying across the rooms and a feeling that there was something extremely malicious there. The malicious feeling persists for people just walking down the hall.",University of California Santa Cruz,California,CA,-122.0582972,36.9914738,-122.0307963,36.9741171,True,False,2025/03/17,2,Unknown,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Porter_College___B_Building___1st_Floor___On_the_f.png
Santa Cruz,United States,"Porter College - B Building - 3rd Floor North of the B building - Over the years, a number of people residing on the hall have experienced waking up from a dead sleep and feeling as though they were being strangled and held to their bed as they tried to sit up.",University of California Santa Cruz,California,CA,-122.0582972,36.9914738,-122.0307963,36.9741171,False,False,2025/03/17,0,Unknown,Other (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Porter_College___B_Building___3rd_Floor_North_of_t.png
Santa Cruz,United States,"Porter College - The Meadow - The third spirit is a transient named Lily that lived in the meadow near Porter in the 70s, she is seen walking around the meadow, either in rags or naked.",University of California Santa Cruz,California,CA,-122.0582972,36.9914738,-122.0307963,36.9741171,False,True,2025/03/17,1,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Porter_College___The_Meadow___The_third_spirit_is.png
Santa Cruz,United States,In the back woods off of Grahm Hill Rd. Very creepy. Voices of a old woman. Sometimes see a white lady walking around.,White Lady,California,CA,-122.0277401,36.9883794,-122.0307963,36.9741171,True,True,2025/01/01,0,Unknown,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,In_the_back_woods_off_of_Grahm_Hill_Rd__Very_creep.png
Santa Fe springs,United States,It is said that at night you can hear football players from the past practicing at night in the field. And in the 100 building you can see a girl in her prom dress and her date who hung himself in that building roaming the halls.,St. Paul high school,California,CA,-118.053539,33.95116,-118.0853451,33.9472359,True,True,0100/03/13,0,Night,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,It_is_said_that_at_night_you_can_hear_football_pla.png
Sante Fe Springs,United States,Building 500 - motion activated sinks and toilets in the boys bathroom have gone off with no one standing near them.,St. Paul High School,California,CA,-118.053539,33.95116,-118.0853451,33.9472359,False,False,2025/05/13,0,Unknown,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Building_500___motion_activated_sinks_and_toilets.png
Santa Maria,United States,COMPUTERS GO ON AND OFF OCASSIONALLY& PEOPLE FEEL SPIRITS. MANNY PEOPLE SEE THE SPIRITS TURN OFF AND ON THE LIGHTS,CAMONLANE,California,CA,-120.4385345,34.9087048,-120.4357191,34.9530337,False,True,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,COMPUTERS_GO_ON_AND_OFF_OCASSIONALLY__PEOPLE_FEEL.png
Santa Maria,United States,"In the historical section of the hotel scents of women's perfumes were smelled in a room at night. Also, the door mysteriously locked a guest out. Several items in room were moved around. Also reports of the elevator going to a certain floor and stopping for 15 minutes and starting up again, always at the same time of day.",Santa Maria Inn,California,CA,-120.436744,34.94381,-120.4357191,34.9530337,False,False,2025/03/15,0,Night,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,In_the_historical_section_of_the_hotel_scents_of_w.png
Santa Paula,United States,"There is a young boy who died there and is seen playing on the second floor and in the lobby. Also, the piano that is in the lobby plays by itself. There have been sightings of a person or apparition looking out of the window of Room 23. The rooms 305, 103, and 23 are all roamed by ghosts. On the second floor a child who died runs around after 1:00am at night. Also the ghost in 305 will walk through all the third floor doors and the lobby. The 103 ghosts just knocks little things down and looks in the window at you or whoever is staying there. It is said that the guy in 103 was shot in an illegal poker/gambling game and is looking for the money that he rightfully deserves.",The Glenn Tavern Inn,California,CA,-119.0620481,34.3548232,-119.0592705,34.3541659,False,True,2025/03/23,1,Night,Ghost (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,There_is_a_young_boy_who_died_there_and_is_seen_pl.png
Santa Paula,United States,employees report feeling uneasy in the theatre while cleaning and when the lights are off in the theatre the darkness in theatre seems more dark then a normal dark. There are also reports of a man spotted sitting in one of the seats in number 6 and then he vanishes and reports of seeing apparitions appear in the projection booths upstairs especially near the projection booth to theater 6. As well as the sweet smell of perfume in the theatre.,Wallace Theatres / Santa Paula 7 theaters Theater #6,California,CA,-119.0817421,34.3464778,-119.0592705,34.3541659,False,True,2025/03/06,0,Night,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,employees_report_feeling_uneasy_in_the_theatre_whi.png
