Filename,Detected Objects
its_a_group_home_but_used_to_be_where_the_nuns_sta.png,"ballplayer, baseball player (0.13), ping-pong ball (0.12), scoreboard (0.07), pool table, billiard table, snooker table (0.05), racket, racquet (0.05)"
On_North_Country_Rd___Route_25A____April_2008_Upda.png,"barn (0.85), church, church building (0.04)"
Reports_of_what_seems_to_be_a_female_ghosts__peopl.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
About_thirty_years_ago__investors_were_going_to_te.png,"prayer rug, prayer mat (0.32), book jacket, dust cover, dust jacket, dust wrapper (0.04), bell cote, bell cot (0.04), comic book (0.03), chiton, coat-of-mail shell, sea cradle, polyplacophore (0.03)"
No__8_Tunnel_in_the_old_tunnel___It_has_been_said.png,"bannister, banister, balustrade, balusters, handrail (0.59), coil, spiral, volute, whorl, helix (0.36)"
It_is_believed_that_a_little_girl_haunts_this_neig.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
People_have_reported_seeing_ghosts_roam_the_remain.png,"barn (0.34), boathouse (0.06), monastery (0.05), palace (0.05), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
There_is_an_old_slave_cave_that_was_used_during_th.png,"accordion, piano accordion, squeeze box (0.17), book jacket, dust cover, dust jacket, dust wrapper (0.10), crossword puzzle, crossword (0.08), space bar (0.06), comic book (0.06)"
The_Lady_in_White_roams_searching_for_her_daughter.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
they_say_that_the_school_is_buried_on_a_grave_and.png,"palace (0.09), street sign (0.07), monastery (0.06), bell cote, bell cot (0.05), castle (0.04)"
Apparently_years_back__a_boy_got_into_a_horrible_a.png,"slot, one-armed bandit (0.32), comic book (0.22), prayer rug, prayer mat (0.02)"
A_small_cemetery_in_the_middle_of_nowhere__when_en.png,"street sign (0.17), buckle (0.16), lighter, light, igniter, ignitor (0.16), brass, memorial tablet, plaque (0.04), whiskey jug (0.04)"
Reports_of_creaking_floorboards__ghostly_moaning_.png,"scoreboard (0.33), slot, one-armed bandit (0.12), microwave, microwave oven (0.08), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.05), web site, website, internet site, site (0.04)"
In_the_library_up_stairs_a_friendly_ghost_haunts_t.png,"shoji (0.51), slot, one-armed bandit (0.16), comic book (0.11), table lamp (0.03), fire screen, fireguard (0.02)"
Potter_s_Field___In_the_nineteen_seventies_when_th.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Located_at_the_north_end_of_4th_street__Abandoned.png,"picket fence, paling (0.39), window screen (0.15), mobile home, manufactured home (0.08), boathouse (0.07), church, church building (0.06)"
Originally_a_church__the_Lawrence_Community_Theatr.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.27), birdhouse (0.12), church, church building (0.09), slot, one-armed bandit (0.07), accordion, piano accordion, squeeze box (0.03)"
_Moravian_Cemetery_Richmond_Rd___Photos_taken_of_p.png,"beacon, lighthouse, beacon light, pharos (0.42), church, church building (0.10), water tower (0.04), bell cote, bell cot (0.03), dome (0.02)"
The_Somerset_Plantation_house_and_grounds_is_haunt.png,"church, church building (0.74), bell cote, bell cot (0.04), monastery (0.04)"
15_miles_south_of_Fort_YatesThis_story_goes_back_m.png,"mobile home, manufactured home (0.37), boathouse (0.05), barn (0.03), thatch, thatched roof (0.03), palace (0.02)"
Ghastly_Black_figures_such_as_cars__men__and_unexp.png,"wallet, billfold, notecase, pocketbook (0.13), book jacket, dust cover, dust jacket, dust wrapper (0.07), prayer rug, prayer mat (0.05), carpenter's kit, tool kit (0.04), doormat, welcome mat (0.03)"
Cemetery_Road_and_the_corner_of_County_Road_52___.png,"window screen (0.12), pole (0.06), flagpole, flagstaff (0.05), barn (0.05), beacon, lighthouse, beacon light, pharos (0.03)"
Haunted_by_the_spirit_if_the_old_man_who_died_buil.png,"buckle (0.14), muzzle (0.13), comic book (0.10), breastplate, aegis, egis (0.05), wallet, billfold, notecase, pocketbook (0.03)"
Serra_Hall___St__Coletta_s_is_a_giant_campus_of_bu.png,"scoreboard (0.12), cinema, movie theater, movie theatre, movie house, picture palace (0.11), boathouse (0.08), abacus (0.03), church, church building (0.03)"
the_sounds_of_pool_being_played_can_be_heard_.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Just_at_the_bottom_of_the_hill__a_green__glowing_o.png,"slot, one-armed bandit (0.15), carousel, carrousel, merry-go-round, roundabout, whirligig (0.14), throne (0.06), comic book (0.03), buckle (0.02)"
The_story_behind_Acid_Park_is_that_a_young_teenage.png,"jigsaw puzzle (0.14), book jacket, dust cover, dust jacket, dust wrapper (0.12), maze, labyrinth (0.03), breastplate, aegis, egis (0.03), prayer rug, prayer mat (0.03)"
A_old_Graveyard__where_one_peculiar_grave_glows__Y.png,"corkscrew, bottle screw (0.77), dial telephone, dial phone (0.03)"
An_apparition_known_as_the__lady_in_white__has_bee.png,"wall clock (0.47), analog clock (0.14), fire screen, fireguard (0.05), street sign (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.03)"
A_restored_mansion__now_a_rest_area__and_open_to_t.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Curtis_Hall___It_is_said_that_two_brothers_had_got.png,"Windsor tie (0.22), tray (0.06), shower curtain (0.06), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.06), prayer rug, prayer mat (0.05)"
This_one_time_when_This_gurl_was_walking_in_the_ha.png,"altar (0.19), monastery (0.07), palace (0.04), church, church building (0.03), picket fence, paling (0.03)"
Bohm_Hall___is_haunted_by_a_girl_who_was_raped_in.png,"slot, one-armed bandit (0.34), vending machine (0.24), turnstile (0.03), grocery store, grocery, food market, market (0.02), bookshop, bookstore, bookstall (0.02)"
There_s_supposedly_a_woman_that_haunts_this_diner.png,"scoreboard (0.45), crossword puzzle, crossword (0.35), street sign (0.04)"
A_mansion_that_is_haunted_by_the_family_members_wh.png,"crossword puzzle, crossword (0.13), comic book (0.10), prayer rug, prayer mat (0.06), slot, one-armed bandit (0.04), doormat, welcome mat (0.03)"
Salem_College_for_Women___Clewell_Dorm____Clewell.png,"oscilloscope, scope, cathode-ray oscilloscope, CRO (0.19), carpenter's kit, tool kit (0.09), abacus (0.08), typewriter keyboard (0.06), space bar (0.06)"
There_are_reports_of_noises_and_voices_and_other_o.png,"shoji (0.83), prison, prison house (0.12)"
Was_built_on_a_cemetery__The_cemetery_was_also_bui.png,"barn (0.19), church, church building (0.18), solar dish, solar collector, solar furnace (0.08), palace (0.07), greenhouse, nursery, glasshouse (0.07)"
a_trailer_on_Mcoy_road_is_said_to_be_haunted_by_a.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_story_is_that_15_or_16_little_kids_got_detenti.png,"ski (0.94), shoe shop, shoe-shop, shoe store (0.03)"
used_to_be_the_polo_field_is_haunted_by_two_gentle.png,"park bench (0.20), plow, plough (0.09), cannon (0.06), thresher, thrasher, threshing machine (0.06), book jacket, dust cover, dust jacket, dust wrapper (0.05)"
Pharr_Mansion___There_is_a_mansion_located_at_the.png,"palace (0.15), lakeside, lakeshore (0.11), beacon, lighthouse, beacon light, pharos (0.05), monitor (0.04), jigsaw puzzle (0.04)"
It_is_said_that_a_woman_who_was_stood_up_at_the_al.png,"scoreboard (0.27), crossword puzzle, crossword (0.26), solar dish, solar collector, solar furnace (0.10), prayer rug, prayer mat (0.05), window screen (0.03)"
The_fourth_floor_of_the_south_wing_is_said_to_be_h.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.27), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.14), palace (0.08), mosque (0.03), boathouse (0.02)"
A_ghost_of_a_dead_soldier_walks_through_the_church.png,"prayer rug, prayer mat (0.77), shield, buckler (0.02), book jacket, dust cover, dust jacket, dust wrapper (0.02), doormat, welcome mat (0.02)"
There_is_an_old_house_across_from_a_bar_in_Lockpor.png,"window screen (0.20), window shade (0.14), prayer rug, prayer mat (0.08), palace (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.03)"
This_bridge_is_located_about_five_miles_south_of_B.png,"comic book (0.24), book jacket, dust cover, dust jacket, dust wrapper (0.11), African chameleon, Chamaeleo chamaeleon (0.04), wallet, billfold, notecase, pocketbook (0.04), jigsaw puzzle (0.02)"
No_electricity_runs_into_this_building__however__l.png,"picket fence, paling (0.41), barn (0.13), beacon, lighthouse, beacon light, pharos (0.11), boathouse (0.05), mobile home, manufactured home (0.05)"
It_is_said_that_back_in_the_early_1900_s_that_a_fi.png,"abacus (0.08), tobacco shop, tobacconist shop, tobacconist (0.06), slot, one-armed bandit (0.04), electric guitar (0.02), hand-held computer, hand-held microcomputer (0.02)"
There_was_a_worker_that_died_in_this_mine_due_to_a.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
3_325_at_Bco_barracks_is_haunted__the_first_floor.png,"hand-held computer, hand-held microcomputer (0.15), solar dish, solar collector, solar furnace (0.10), wallet, billfold, notecase, pocketbook (0.04), window screen (0.03), tile roof (0.02)"
The_military_finance_building___used_to_be_a_surgi.png,"palace (0.71), monastery (0.08), theater curtain, theatre curtain (0.02)"
a_ghost_has_been_seen_near_the_location_of_the_old.png,"projectile, missile (0.48), missile (0.38), space shuttle (0.03)"
One_If_By_Land__Two_If_By_Sea_Restaurant___Once_a.png,"window shade (0.67), window screen (0.02)"
There_are_several__seemingly__unrelated_stories_ab.png,"toilet seat (0.38), bolo tie, bolo, bola tie, bola (0.22), shield, buckler (0.04), bottlecap (0.04), wall clock (0.02)"
Supposedly_haunted_by_a_women_who_was_harassed_by.png,"scoreboard (0.34), comic book (0.17), book jacket, dust cover, dust jacket, dust wrapper (0.04), slot, one-armed bandit (0.03), cassette (0.02)"
Ghostly_woman_appears_over_lake__near_railroad_tra.png,"bullet train, bullet (0.16), harmonica, mouth organ, harp, mouth harp (0.05), toaster (0.04), limousine, limo (0.04), candle, taper, wax light (0.04)"
Before_the_old_elementary_school_had_burned_down_i.png,"slot, one-armed bandit (0.95)"
This_place_use_to_be_a_boarding_house_when_it_was.png,"comic book (0.11), book jacket, dust cover, dust jacket, dust wrapper (0.08), monastery (0.05), church, church building (0.05), theater curtain, theatre curtain (0.05)"
Narrow_s_Road_is_a_winding_back_road__In_the_1950_.png,"accordion, piano accordion, squeeze box (0.49), panpipe, pandean pipe, syrinx (0.07), drumstick (0.02), matchstick (0.02)"
This_is_the_burial_site_of_Edgar_Cayce__A_civil_wa.png,"beacon, lighthouse, beacon light, pharos (0.28), church, church building (0.25), monastery (0.17), mosque (0.08), bell cote, bell cot (0.05)"
The_old_dormitory_that_is_now_being_used_as_wareho.png,"scoreboard (0.05), soccer ball (0.03), oil filter (0.02), digital clock (0.02), whistle (0.02)"
Larry_the_janitor_was_it_the_boiler_room_for_the_s.png,"library (0.17), bookshop, bookstore, bookstall (0.16), tobacco shop, tobacconist shop, tobacconist (0.15), vending machine (0.11), shoe shop, shoe-shop, shoe store (0.02)"
The_Five_Bridges_Ghosts___In_the_early_1900_s_a_ma.png,"gondola (0.29), throne (0.18), prayer rug, prayer mat (0.13), mosque (0.03), slot, one-armed bandit (0.02)"
Hester_Hall___In_1998_there_was_a_fire_in_Hester_h.png,"scoreboard (0.66), digital clock (0.03), boathouse (0.02)"
at_this_place_you_get_a_really_bad_feeling_and_you.png,"scoreboard (0.35), book jacket, dust cover, dust jacket, dust wrapper (0.04), boathouse (0.04), doormat, welcome mat (0.03), window screen (0.03)"
Many_of_the_old_buildings_on_campus_are_said_to_be.png,"palace (0.46), library (0.03), ballplayer, baseball player (0.03), prison, prison house (0.02), lakeside, lakeshore (0.02)"
You_can_still_hear_the_whispering_and_screaming_of.png,"tobacco shop, tobacconist shop, tobacconist (0.18), bakery, bakeshop, bakehouse (0.13), shoe shop, shoe-shop, shoe store (0.05), barbershop (0.05), restaurant, eating house, eating place, eatery (0.03)"
The_cemetery_is_haunted_by_a_young_lady_who_was_st.png,"slot, one-armed bandit (0.13), comic book (0.11), crib, cot (0.08), vending machine (0.07), binder, ring-binder (0.04)"
On_their_wedding_night__a_bride_and_her_groom_got.png,"slot, one-armed bandit (0.42), comic book (0.15), hand-held computer, hand-held microcomputer (0.11), book jacket, dust cover, dust jacket, dust wrapper (0.04), vending machine (0.02)"
apparitions__noises_and_voices_are_all_observed_he.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
There_is_a_seat_that_they_do_not_sell_the_ticket_f.png,"scoreboard (0.45), book jacket, dust cover, dust jacket, dust wrapper (0.07), street sign (0.03), comic book (0.03), moving van (0.02)"
Employees_and_customers_have_witnessed_TV_sets_and.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Radios__light_s_would_turn_of_you_can_feel_cold_sp.png,"slot, one-armed bandit (0.54), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.23), scoreboard (0.03), joystick (0.02), abacus (0.02)"
It_was_built_back_in_the_revolutionary_war_period.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
This_is_where_Sweet_Hollow_Road_leads_to__well__in.png,"jigsaw puzzle (0.30), palace (0.07), tray (0.04), maze, labyrinth (0.04), castle (0.03)"
Tunnel_Hill___Tunnel_Hill_is_located_a_couple_of_m.png,"Windsor tie (0.17), bannister, banister, balustrade, balusters, handrail (0.15), hourglass (0.11), prison, prison house (0.08), window shade (0.06)"
Often_at_night_when_the_store_is_closed_flashes_of.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
When_this_small_town_was_founded_in_the_late_1700_.png,"barn (0.29), rapeseed (0.09), monastery (0.07), worm fence, snake fence, snake-rail fence, Virginia fence (0.07), boathouse (0.03)"
Forsyth_County___In_the_early_90_s_a_young_man_com.png,"book jacket, dust cover, dust jacket, dust wrapper (0.17), prayer rug, prayer mat (0.05), scoreboard (0.04), envelope (0.04), tray (0.02)"
The_Jewish_cemetery_is_over_a_century_old__and_has.png,"palace (0.85), prison, prison house (0.03)"
The_previous_residents_have_stayed_here_to_haunt_i.png,"fire engine, fire truck (0.08), beer glass (0.06), desk (0.03), barbershop (0.03), cab, hack, taxi, taxicab (0.03)"
Hill___There_is_a_hill_that_is_almost_perfectly_do.png,"chain saw, chainsaw (0.26), ruffed grouse, partridge, Bonasa umbellus (0.06), tiger cat (0.05), partridge (0.04), tabby, tabby cat (0.04)"
Years_ago_a_little_girl_was_left_or_her_parents_fa.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
tugs_point___you_hear_horses_and_wagons_coming_dow.png,"mailbag, postbag (0.12), horse cart, horse-cart (0.06), shopping basket (0.05), backpack, back pack, knapsack, packsack, rucksack, haversack (0.04), oxcart (0.03)"
Witnesses_report_flashing_lights__the_scream_of_a.png,"scoreboard (0.15), streetcar, tram, tramcar, trolley, trolley car (0.06), boathouse (0.06), cinema, movie theater, movie theatre, movie house, picture palace (0.05), slot, one-armed bandit (0.04)"
Brockway_Hall___Ghost_named_Anton_seems_to_appear.png,"medicine chest, medicine cabinet (0.61)"
At_the_park_in_Coats__There_is_this_trail__If_you.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
It_is_a_restaurant_that_used_to_be_a_tavern__Emplo.png,"prayer rug, prayer mat (0.85), slot, one-armed bandit (0.13)"
In_the_theatre_lighting_booth_an_old_light_tech_ha.png,"spotlight, spot (0.17), monitor (0.09), screen, CRT screen (0.05), wall clock (0.04), laptop, laptop computer (0.03)"
a_ghostly_little_girl_has_been_seen_running_throug.png,"abacus (0.19), carpenter's kit, tool kit (0.08), theater curtain, theatre curtain (0.06), scoreboard (0.04), rotisserie (0.03)"
Connecticut_Hill___Orbs_of_light__human_shapes__mi.png,"digital clock (0.65), space heater (0.06), honeycomb (0.03), window screen (0.03), fire screen, fireguard (0.03)"
Octagon_House_was_once_used_to_hide_slaves_as_part.png,"window shade (0.28), prison, prison house (0.09), window screen (0.08), barbershop (0.04), bookshop, bookstore, bookstall (0.03)"
Woodland_Hills___While_driving_on_one_of_the_roads.png,"book jacket, dust cover, dust jacket, dust wrapper (0.17), jigsaw puzzle (0.14), comic book (0.08), prayer rug, prayer mat (0.04), tray (0.02)"
Tapping_on_the_window__scratching_at_the_door__the.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Residents_of_the_Eastbrook_apartments_have_heard_l.png,"paddlewheel, paddle wheel (0.27), cradle (0.08), bannister, banister, balustrade, balusters, handrail (0.04), crib, cot (0.04), picket fence, paling (0.03)"
This_very_old_home_was_built_around_the_1950_s__Ri.png,"mobile home, manufactured home (0.90)"
DiSciascio_s_is_an_Italian_restaurant_in_a_very_ol.png,"shield, buckler (0.63), wall clock (0.06), jigsaw puzzle (0.03), tray (0.03), buckle (0.02)"
This_Inn_was_certified_haunted_by_Wisconsin_Ghost.png,"mobile home, manufactured home (0.57), picket fence, paling (0.19), window shade (0.02), library (0.02), window screen (0.02)"
Many_residents_of_apartment_complex_have_told_that.png,scoreboard (0.92)
An_old_abandon_house__downstairs_lies_an_old_piano.png,"upright, upright piano (0.81)"
There_s_an_old_farm_house_in_Lindsborg_that_no_one.png,"church, church building (0.61), beacon, lighthouse, beacon light, pharos (0.13), monastery (0.04), mobile home, manufactured home (0.03), barn (0.03)"
LeHunt_is_an_old_abandoned_cement_plant_outside_of.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Located_on_Seneca_Turnpike__Rt__173__south_of_the.png,"picket fence, paling (0.15), prison, prison house (0.13), crossword puzzle, crossword (0.06), binder, ring-binder (0.05), scoreboard (0.05)"
In_1975__it_is_said_that_a_young_boy_died_in_the_s.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
It_has_been_said_that_about_10_years_or_more_ago_.png,"web site, website, internet site, site (0.13), honeycomb (0.11), book jacket, dust cover, dust jacket, dust wrapper (0.08), comic book (0.06), jigsaw puzzle (0.05)"
American_Museum_of_the_Moving_Image___Foot_steps_f.png,"bannister, banister, balustrade, balusters, handrail (0.79), prison, prison house (0.03)"
the_lodge_is_haunted_by_a_friendly_woman__you_can.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Waterfield_Hall___On_the_Third_floor_in_room_358_y.png,scoreboard (0.94)
The_legend_goes_that_the_pastor_of_the_church__man.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
built_over_partially_or_very_near_an_Indian_war_an.png,"screen, CRT screen (0.41), digital clock (0.16), monitor (0.08), television, television system (0.06), digital watch (0.04)"
It_s_said_that_the_house_is_haunted_by_Redcoats__w.png,"church, church building (0.11), bell cote, bell cot (0.10), prayer rug, prayer mat (0.08), mosque (0.03), slot, one-armed bandit (0.03)"
people_say_there_was_a_man_about_6_0__feet_tall_we.png,"oscilloscope, scope, cathode-ray oscilloscope, CRO (0.42), scoreboard (0.24), screen, CRT screen (0.08), monitor (0.03), television, television system (0.02)"
an_unidentified_ghost_has_been_seen_on_the_lower_f.png,scoreboard (0.97)
There_have_been_sightings_of_a_woman_standing_in_t.png,"accordion, piano accordion, squeeze box (0.07), bookshop, bookstore, bookstall (0.04), library (0.04), slot, one-armed bandit (0.03), turnstile (0.02)"
When_Norfolk_Southern_began_expansion_into_the_sou.png,"passenger car, coach, carriage (0.60), freight car (0.07), monastery (0.02)"
In_the_little_kids_playground__through_the_gates_.png,"boathouse (0.04), prison, prison house (0.04), tile roof (0.04), bell cote, bell cot (0.03), wall clock (0.03)"
Old_Army_Hospital___In_the_back_of_the_property_is.png,"passenger car, coach, carriage (0.19), planetarium (0.17), streetcar, tram, tramcar, trolley, trolley car (0.10), bannister, banister, balustrade, balusters, handrail (0.08), patio, terrace (0.04)"
Pavilion_In_the_pavilion_net_to_the_Meridian_river.png,"prison, prison house (0.37), window screen (0.32), chainlink fence (0.07), worm fence, snake fence, snake-rail fence, Virginia fence (0.05), window shade (0.02)"
Late_at_night_somebody_prepares_pizza_crust__It_ha.png,"plate rack (0.80), bannister, banister, balustrade, balusters, handrail (0.07), coil, spiral, volute, whorl, helix (0.05), rocking chair, rocker (0.02)"
The_old_high_school_in_Oneida_is_boarded_up_but_in.png,"book jacket, dust cover, dust jacket, dust wrapper (0.39), scoreboard (0.20), screen, CRT screen (0.04), prayer rug, prayer mat (0.04), wallet, billfold, notecase, pocketbook (0.03)"
Owned_by_Mr____Mrs__Phelps___daughter_Sybil__The_p.png,"scoreboard (0.16), puck, hockey puck (0.11), comic book (0.08), book jacket, dust cover, dust jacket, dust wrapper (0.05), lighter, light, igniter, ignitor (0.04)"
Apparition_of_the_original_owner_is_reported_.png,"abacus (0.62), screwdriver (0.07), slide rule, slipstick (0.02), joystick (0.02)"
Years_ago_two_boys_were_hit_by_a_car_on_this_road.png,"organ, pipe organ (0.33), bookcase (0.10), tobacco shop, tobacconist shop, tobacconist (0.05), slot, one-armed bandit (0.04), theater curtain, theatre curtain (0.04)"
it_is_very_very_haunted__In_the_1st_floor_men_s_ro.png,"chainlink fence (0.90), prison, prison house (0.06)"
In_one_of_the_guest_cottages_one_street_back_from.png,"spotlight, spot (0.18), lampshade, lamp shade (0.08), window shade (0.07), sliding door (0.06), bannister, banister, balustrade, balusters, handrail (0.05)"
Some_say_that_in_the_girls_locker_room_you_can_hea.png,"mailbox, letter box (0.26), vending machine (0.14), slot, one-armed bandit (0.08), bookcase (0.06), switch, electric switch, electrical switch (0.05)"
Collins_Auditorium___Student_and_faculty_had_repor.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.89), theater curtain, theatre curtain (0.10)"
It_is_said_that_late_at_night_after_closing_time_.png,"carpenter's kit, tool kit (0.21), cassette player (0.09), cassette (0.04), accordion, piano accordion, squeeze box (0.04), fire screen, fireguard (0.03)"
After_School_hours__there_have_been_numerous_sight.png,"screen, CRT screen (0.14), iPod (0.14), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.10), desktop computer (0.08), monitor (0.05)"
Back_in__96_a_man_was_found_dead_in_his_pickup_tru.png,"tape player (0.15), cassette player (0.15), scoreboard (0.10), wallet, billfold, notecase, pocketbook (0.09), cassette (0.07)"
Cazenovia_is_a_small_town_to_the_south_east_of_Syr.png,"book jacket, dust cover, dust jacket, dust wrapper (0.28), binder, ring-binder (0.09), carousel, carrousel, merry-go-round, roundabout, whirligig (0.05), comic book (0.05), scoreboard (0.04)"
