Filename,Detected Objects
A_ritzy_hotel_built_in_1927_Many_famous_people_sta.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.21), slot, one-armed bandit (0.11), library (0.08), streetcar, tram, tramcar, trolley, trolley car (0.06), palace (0.04)"
in_a_theatre_room_when_your_in_there_alone_just_af.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.97), theater curtain, theatre curtain (0.02)"
Numerous_spirits_evidently_inhabit_this_old_buildi.png,"monastery (0.68), palace (0.09), church, church building (0.05), castle (0.03), bell cote, bell cot (0.03)"
It_is_said_that_if_you_drive_down_this_road_and_tu.png,"mobile home, manufactured home (0.14), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.09), boathouse (0.07), moving van (0.06), web site, website, internet site, site (0.04)"
Getman_Babcock_Dormitory___In_the_girl_s_freshman.png,"crossword puzzle, crossword (0.99)"
It_is_right_in_the_middle_of_Hawkinsville_but_it_i.png,"boathouse (0.67), picket fence, paling (0.04), barn (0.04), beacon, lighthouse, beacon light, pharos (0.03), lakeside, lakeshore (0.02)"
The_feeling_of_someone_watching_you_is_over_whelmi.png,"turnstile (0.35), dumbbell (0.13), electric guitar (0.10), screw (0.02), window shade (0.02)"
In_the_early_1980_s_some_student_s_were_in_the_aud.png,"altar (0.46), palace (0.07), fountain (0.05), mosque (0.03), throne (0.03)"
In_Layton_near_the_highway_89_turn_off_going_to_Og.png,"church, church building (0.31), beacon, lighthouse, beacon light, pharos (0.16), picket fence, paling (0.09), lakeside, lakeshore (0.03)"
Hear_creepy_footsteps_walking_up_the_stairs_at_nig.png,"harmonica, mouth organ, harp, mouth harp (0.18), whistle (0.15), lighter, light, igniter, ignitor (0.06), wallet, billfold, notecase, pocketbook (0.03), packet (0.02)"
Spanish_Main_Apartments___Rittiman_Rd____If_your_s.png,"monastery (0.41), palace (0.20), bell cote, bell cot (0.05), cinema, movie theater, movie theatre, movie house, picture palace (0.05), prison, prison house (0.03)"
Chaplin_Hall__Chaplin_Hall_is_haunted_by_an_unknow.png,"digital watch (0.48), palace (0.07), digital clock (0.04), analog clock (0.04), stopwatch, stop watch (0.04)"
There_was_a_lady_murdered_in_the_hotel_and_still_h.png,"pencil box, pencil case (0.20), reflex camera (0.05), radiator (0.04), gasmask, respirator, gas helmet (0.04), accordion, piano accordion, squeeze box (0.04)"
At_the_Panhandle_Plains_Museum__there_is_an_old_am.png,boathouse (0.83)
There_have_been_sightings_of_a_lady_wearing_a_yell.png,"book jacket, dust cover, dust jacket, dust wrapper (0.58), packet (0.06), menu (0.03), comic book (0.03)"
There_was_three_men_who_raped_and_killed_a_woman_a.png,"monitor (0.13), television, television system (0.12), screen, CRT screen (0.07), beacon, lighthouse, beacon light, pharos (0.04), flagpole, flagstaff (0.03)"
Kapiolani_Park___The_hauntings_span_about_a_ten_ac.png,"park bench (0.31), lakeside, lakeshore (0.10), worm fence, snake fence, snake-rail fence, Virginia fence (0.03), buckeye, horse chestnut, conker (0.02)"
The_area_is_haunted_by_the_spirit_of_Cherokee_chie.png,"comic book (0.15), scoreboard (0.09), boathouse (0.08), slot, one-armed bandit (0.05), jigsaw puzzle (0.04)"
if_you_are_down_stars_swimming_you_will_hear_peopl.png,"scoreboard (0.54), school bus (0.05), electric locomotive (0.02), streetcar, tram, tramcar, trolley, trolley car (0.02), trolleybus, trolley coach, trackless trolley (0.02)"
The_Pike_House___There_is_a_huge_haunted_hospital.png,"home theater, home theatre (0.40), cinema, movie theater, movie theatre, movie house, picture palace (0.19), television, television system (0.04), four-poster (0.03), slot, one-armed bandit (0.03)"
Premont_hall___All_male_dorm____The_spirit_of_a_fo.png,palace (0.88)
Supposedly_a_lot_of_satanic_rituals_went_on_around.png,"bell cote, bell cot (0.35), cinema, movie theater, movie theatre, movie house, picture palace (0.07), birdhouse (0.07), lakeside, lakeshore (0.05), totem pole (0.04)"
A_little_boy_died_there_and_if_you_walk_down_the_h.png,"palace (0.61), monastery (0.07), castle (0.04), bell cote, bell cot (0.02)"
A_woman_hung_herself_from_an_overpass_on_her_weddi.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Sidewinders_was_built_in_1908___Murtaugh__its_town.png,"prison, prison house (0.16), worm fence, snake fence, snake-rail fence, Virginia fence (0.13), mobile home, manufactured home (0.12), boathouse (0.11), picket fence, paling (0.08)"
Lake_Lowell___It_is_legend_that_a_girl_was_killed.png,"grand piano, grand (0.05), boathouse (0.04), television, television system (0.03), comic book (0.03), church, church building (0.03)"
People_will_be_walking_through_the_cemetery_lookin.png,"monastery (0.32), pedestal, plinth, footstall (0.27), dome (0.08), palace (0.05), church, church building (0.05)"
It_is_said_that_late_at_night_you_can_hear_loud_vo.png,"fire screen, fireguard (0.72), prayer rug, prayer mat (0.10), theater curtain, theatre curtain (0.04), doormat, welcome mat (0.02)"
The_Hills___On_the_West_Side_of_Falfurrias_is_a_ro.png,"monitor (0.41), laptop, laptop computer (0.20), screen, CRT screen (0.12), notebook, notebook computer (0.06), web site, website, internet site, site (0.03)"
Before_the_building_was_redone_and_turned_into_a_r.png,"scoreboard (0.13), jigsaw puzzle (0.06), cassette player (0.05), monitor (0.05), tape player (0.03)"
building_is_located_on_McMillian_St_off_of_Church.png,"mobile home, manufactured home (0.50), boathouse (0.27)"
Video_Production_Room___in_the_video_production_ro.png,"football helmet (0.10), crash helmet (0.08), buckle (0.07), slot, one-armed bandit (0.06), joystick (0.03)"
Witnesses_have_heard_footsteps__the_galley_doors_o.png,"window shade (0.17), cinema, movie theater, movie theatre, movie house, picture palace (0.07), window screen (0.07), barbershop (0.06), tape player (0.05)"
Witnesses_report_a_ghost_of_a_headless_man_with_a.png,"wallet, billfold, notecase, pocketbook (0.09), binder, ring-binder (0.06), carpenter's kit, tool kit (0.05), prayer rug, prayer mat (0.05), running shoe (0.03)"
At_Omaha_South_High_School__there_is_a_ghost__The.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.06), balance beam, beam (0.04), turnstile (0.04), parallel bars, bars (0.04), menu (0.03)"
You_can_hear_people_in_the_weight_room_when_invest.png,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system (0.88)"
Reports_of_an_apparition_of_a_woman_falling_from_t.png,"bannister, banister, balustrade, balusters, handrail (0.24), palace (0.19), window screen (0.13), patio, terrace (0.06), church, church building (0.05)"
Downtown_on_main_street_in_the_town_square_a_woman.png,"prayer rug, prayer mat (0.23), comic book (0.20), book jacket, dust cover, dust jacket, dust wrapper (0.04), shield, buckler (0.04), maze, labyrinth (0.04)"
Founders_Cemetery_in_historic_Roswell__GA__Sloan_S.png,"mailbox, letter box (0.63), ski (0.05), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.04), worm fence, snake fence, snake-rail fence, Virginia fence (0.03), picket fence, paling (0.02)"
The_bridge_over_Cedar_Creek_on_Roscoe_Road_in_Cowe.png,"pier (0.86), dam, dike, dyke (0.02)"
It_is_said_that_people_buried_the_hobos_that_lived.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_Pacaf_Headquarters_building_is_a_historical_si.png,"monastery (0.42), palace (0.32), prison, prison house (0.05)"
Sources_say_they_have_seen_ghost_of_the_men_that_w.png,"birdhouse (0.30), boathouse (0.12), barn (0.09), yurt (0.07), mobile home, manufactured home (0.04)"
A_section_of_War_Woman_Dell__a_little_girl_is_supp.png,"mailbox, letter box (0.63), slot, one-armed bandit (0.06), scoreboard (0.02), street sign (0.02)"
The_house_was_owned_by_this_man_and_his_family__Th.png,"web site, website, internet site, site (0.36), book jacket, dust cover, dust jacket, dust wrapper (0.24), rule, ruler (0.04), scoreboard (0.03), digital clock (0.02)"
things_are_moved_around__doors_and_cupboards_open.png,"window shade (0.39), entertainment center (0.08), window screen (0.06), wardrobe, closet, press (0.02), china cabinet, china closet (0.02)"
A_black_man_was_supposed_to_have_died_during_the_c.png,"puck, hockey puck (0.28), book jacket, dust cover, dust jacket, dust wrapper (0.11), beer bottle (0.09), comic book (0.07), packet (0.03)"
story_has_it_that_Jake__a_farmer__killed_his_wife.png,"mobile home, manufactured home (0.37), boathouse (0.05), barn (0.04), planetarium (0.03), barbershop (0.03)"
Some_have_reported_things_moving_all_by_themselves.png,"book jacket, dust cover, dust jacket, dust wrapper (0.39), comic book (0.18), scoreboard (0.09), barbershop (0.04), hair spray (0.03)"
College_Hall_Chapel____was_built_in_the_1830_s__In.png,"church, church building (0.23), vault (0.17), theater curtain, theatre curtain (0.13), monastery (0.10), altar (0.07)"
The_Dake_House_is_known_to_be_haunted_by_many_spir.png,"window screen (0.45), window shade (0.23), picket fence, paling (0.11), church, church building (0.04), palace (0.02)"
Pieces_of_metal_and_rocks_are_thrown_at_visitors_.png,"buckle (0.10), maze, labyrinth (0.05), hair slide (0.03), coil, spiral, volute, whorl, helix (0.03), church, church building (0.03)"
What_is_now_a_movie_theater_had_had_several_encoun.png,"scoreboard (0.25), cassette player (0.10), cassette (0.10), reflex camera (0.06), tape player (0.04)"
During_the_late_1800_s__a_fire_occurred_on_the_ori.png,"mobile home, manufactured home (0.49), passenger car, coach, carriage (0.09), electric locomotive (0.03), freight car (0.03), steam locomotive (0.02)"
reports_of_oven_doors_opening_by_themselves_with_n.png,"shoji (0.54), crossword puzzle, crossword (0.12), slot, one-armed bandit (0.05), comic book (0.04), fire screen, fireguard (0.04)"
You_can_hear_water_dripping_in_the_basement_althou.png,"prayer rug, prayer mat (0.61), four-poster (0.05), monastery (0.04), throne (0.03), theater curtain, theatre curtain (0.03)"
people_claim_that_they_hear_people_playing_upstair.png,"grille, radiator grille (0.47), pick, plectrum, plectron (0.06), shield, buckler (0.06), buckle (0.03), comic book (0.02)"
Nature_Trail___haunted_by_the_spirit_of_an_English.png,"book jacket, dust cover, dust jacket, dust wrapper (0.71), comic book (0.26), web site, website, internet site, site (0.02)"
The_house_that_stands_here_was_built_in_1918__but.png,"palace (0.21), lakeside, lakeshore (0.16), boathouse (0.12), picket fence, paling (0.06), church, church building (0.05)"
If_you_turn_off_of_Charleston_Blv__onto_Sandhill_R.png,"mobile home, manufactured home (0.94)"
The_Chapel___By_the_stairs_behind_the_chapel_a_nun.png,"church, church building (0.16), prison, prison house (0.15), shoji (0.08), vault (0.07), dome (0.06)"
Driving_from_a_dance_lesson_and_we_were_turning_on.png,"moving van (0.04), parking meter (0.04), laptop, laptop computer (0.03), passenger car, coach, carriage (0.03), pier (0.02)"
is_haunted_by_its_former_owner__She_is_said_to_roa.png,"screen, CRT screen (0.36), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.19), television, television system (0.17), web site, website, internet site, site (0.07), menu (0.02)"
there_is_to_be_rumors_about_a_man_who_had_hung_him.png,"book jacket, dust cover, dust jacket, dust wrapper (0.57), comic book (0.10)"
Reports_of_six_students_which_went_to_the_place_at.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.21), scoreboard (0.09), street sign (0.06), planetarium (0.04), palace (0.04)"
Located_in_the_middle_of_a_tight__S__curve_on_a_sm.png,"comic book (0.46), book jacket, dust cover, dust jacket, dust wrapper (0.12), scoreboard (0.11), slot, one-armed bandit (0.02)"
Simpson_Hall____a_spirit_of_a_man_who_stalked_a_gi.png,"monastery (0.36), palace (0.19), castle (0.07), prison, prison house (0.03), bell cote, bell cot (0.02)"
Supposedly_a_group_of_chained_slaves_were_being_he.png,"abaya (0.83), cloak (0.06), megalith, megalithic structure (0.02)"
Babies_cries_are_heard_accompanied_with_the_feelin.png,"comic book (0.54), jigsaw puzzle (0.06), web site, website, internet site, site (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.02)"
Center_Point_Road_is_a_road_a_little_past_the_outs.png,"racer, race car, racing car (0.05), sandbar, sand bar (0.04), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.04), jeep, landrover (0.04), worm fence, snake fence, snake-rail fence, Virginia fence (0.03)"
