Filename,Detected Objects
Haunted_by_at_least_two_ghosts__One_of_the_ghosts.png,"prison, prison house (0.37), space heater (0.07), shopping basket (0.05), shopping cart (0.02), radiator (0.02)"
During_the_building_of_the_Catwalk__a_man_fell_and.png,"prison, prison house (0.24), volleyball (0.19), racket, racquet (0.07), worm fence, snake fence, snake-rail fence, Virginia fence (0.03), bannister, banister, balustrade, balusters, handrail (0.02)"
On_a_woman_s_wedding_night_she_was_brutally_murder.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.27), space shuttle (0.06), theater curtain, theatre curtain (0.06), moving van (0.05), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.04)"
This_Inn_was_built_in_1898_and_is_still_open_today.png,"modem (0.18), paddlewheel, paddle wheel (0.17), wallet, billfold, notecase, pocketbook (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.05), boathouse (0.02)"
At_night_if_you_drive_on_bent_road__and_step_out_o.png,"chainlink fence (0.15), maze, labyrinth (0.08), spotlight, spot (0.05), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.03), suspension bridge (0.03)"
There_was_a_woman_seen_dressed_in_a_simple_brown_d.png,"cassette (0.47), packet (0.09), tobacco shop, tobacconist shop, tobacconist (0.05), web site, website, internet site, site (0.04)"
In_the_sixties_or_seventies__a_student_hung_hersel.png,scoreboard (0.89)
from_the_porch_you_can_see_ghost_ships_that_sunk_y.png,"picket fence, paling (0.16), window screen (0.08), mobile home, manufactured home (0.07), church, church building (0.05), beacon, lighthouse, beacon light, pharos (0.03)"
Cold_spots___believed_to_be_haunted_by_drama_teach.png,"boathouse (0.12), bannister, banister, balustrade, balusters, handrail (0.10), palace (0.08), picket fence, paling (0.05), monastery (0.05)"
It_is_said_that_on_the_third_floor_in_room_394_the.png,"crossword puzzle, crossword (0.31), scoreboard (0.25), doormat, welcome mat (0.15), book jacket, dust cover, dust jacket, dust wrapper (0.06)"
General_sense_of_foreboding_there__Lights_seen_mov.png,"boathouse (0.14), picket fence, paling (0.08), stage (0.06), flagpole, flagstaff (0.04), palace (0.04)"
Keller_Hall___The_bell_tower_of_this_old_and_no_lo.png,"shoji (0.32), restaurant, eating house, eating place, eatery (0.10), home theater, home theatre (0.09), sliding door (0.06), cinema, movie theater, movie theatre, movie house, picture palace (0.05)"
Many_strange_things_have_happened_here__There_is_a.png,"freight car (0.12), laptop, laptop computer (0.10), comic book (0.06), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.03), book jacket, dust cover, dust jacket, dust wrapper (0.03)"
The_building_that_now_houses_The_Noose_Bar__which.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.44), library (0.11), palace (0.07), bookshop, bookstore, bookstall (0.02), church, church building (0.02)"
In_the_catacombs__there_is_supposed_to_be_a__Third.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Washington_Avenue_Bridge___The_Washington_Avenue_B.png,"steel arch bridge (0.26), viaduct (0.12), pier (0.11), dam, dike, dyke (0.03), palace (0.03)"
Back_in_December__1946_a_school_bus_was_hit_by_a_S.png,"school bus (0.53), passenger car, coach, carriage (0.29), minibus (0.07), trolleybus, trolley coach, trackless trolley (0.02)"
apparitions_are_said_to_appear_but_not_confirmed_.png,"slot, one-armed bandit (0.98)"
on_the_third_floor_a_soldier_went_crazy_and_killed.png,"bookcase (0.23), library (0.18), binder, ring-binder (0.12), bookshop, bookstore, bookstall (0.09), file, file cabinet, filing cabinet (0.07)"
The_apartment_is_pretty_old__At_least_four_people.png,"prison, prison house (0.36), punching bag, punch bag, punching ball, punchball (0.08), television, television system (0.03), suit, suit of clothes (0.02), window shade (0.02)"
There_is_a_mansion_on_S__Ranch_Road_that_was_built.png,"palace (0.53), lakeside, lakeshore (0.12), boathouse (0.05), beacon, lighthouse, beacon light, pharos (0.02), picket fence, paling (0.02)"
In_the_60_s_a_serial_killer_named_Leroy_Martin_mur.png,"book jacket, dust cover, dust jacket, dust wrapper (0.41), comic book (0.28), packet (0.03), web site, website, internet site, site (0.02)"
Reports_of_an_apparition_of_a_woman_wearing_a_whit.png,"pay-phone, pay-station (0.15), comic book (0.08), vending machine (0.06), turnstile (0.06), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.03)"
Built_over_one_hundred_years_ago__by_Ben_Tillman_.png,"prison, prison house (0.33), boathouse (0.14), mobile home, manufactured home (0.06), window screen (0.05), window shade (0.04)"
Northern_Greenville_County_near_the_state_line__Ol.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.26), barn (0.16), rapeseed (0.13), hay (0.06), valley, vale (0.02)"
A_railroad_crossing_where_a_school_bus_was_hit_by.png,"trolleybus, trolley coach, trackless trolley (0.53), streetcar, tram, tramcar, trolley, trolley car (0.24), mobile home, manufactured home (0.06), electric locomotive (0.03), passenger car, coach, carriage (0.02)"
Weld_Hall____Weld_Hall_is_the_theater_building_on.png,"bannister, banister, balustrade, balusters, handrail (0.22), passenger car, coach, carriage (0.15), library (0.07), palace (0.06), church, church building (0.04)"
Red_Rocks_Amphitheater___Apparitions_of_an_old_man.png,"monastery (0.65), bell cote, bell cot (0.06), vault (0.05)"
This_Bed_and_Breakfast_was_built_in_the_late_19th.png,"picket fence, paling (0.37), boathouse (0.09), church, church building (0.04), window screen (0.04), library (0.04)"
The_ghost_of_an_elderly_brother__priest__is_said_t.png,"wallet, billfold, notecase, pocketbook (0.26), comic book (0.10), pillow (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.03), studio couch, day bed (0.02)"
it_s_said_that_a_long_time_ago__a_little_boy_was_s.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
a_ghost_of_a_elderly_man_haunts_this_house_.png,"fire screen, fireguard (0.23), window shade (0.18), prison, prison house (0.06), window screen (0.05), bannister, banister, balustrade, balusters, handrail (0.03)"
William_Baynard_s_funeral_procession_can_be_seen_p.png,"academic gown, academic robe, judge's robe (0.63), vestment (0.10), book jacket, dust cover, dust jacket, dust wrapper (0.03), mortarboard (0.02)"
If_you_go_up_to_the_Brittany_Hill_Restaurant_after.png,"mobile home, manufactured home (0.70), boathouse (0.03)"
The_Castle___Legend_states_that_the_explorer_Jean.png,"fire screen, fireguard (0.15), prayer rug, prayer mat (0.12), prison, prison house (0.12), library (0.11), palace (0.05)"
Church_Cemetery_is_haunted_by_a_Confederate_Soldie.png,"obelisk (0.45), megalith, megalithic structure (0.12), brass, memorial tablet, plaque (0.12), park bench (0.03)"
haunted_by_numerous_ghosts_in_various_rooms_.png,"home theater, home theatre (0.53), cinema, movie theater, movie theatre, movie house, picture palace (0.24), theater curtain, theatre curtain (0.08)"
Too_many_things_to_fit_in_this_description__Receip.png,"slot, one-armed bandit (0.99)"
If_you_walk_through_it_you_can_feel_people_and_hea.png,"tape player (0.29), cassette player (0.12), radio, wireless (0.06), accordion, piano accordion, squeeze box (0.05), cassette (0.03)"
One_of_the_grave_stones_glows__in_the_spring_for_a.png,"joystick (0.29), buckle (0.19), switch, electric switch, electrical switch (0.07), lighter, light, igniter, ignitor (0.03), seat belt, seatbelt (0.02)"
Haunted_by_an_old_man_who_appears_in_dreams__makes.png,"menu (0.18), television, television system (0.13), screen, CRT screen (0.08), brass, memorial tablet, plaque (0.08), web site, website, internet site, site (0.05)"
Dead_Mans_Curve____On_the_side_of_the_road_in_dead.png,"alp (0.72), valley, vale (0.10), cliff, drop, drop-off (0.03)"
There_are_many_unrested_spirits_there_.png,"crossword puzzle, crossword (0.94)"
People_who_live_in_the_house_around_this_street_cl.png,"buckle (0.81), lighter, light, igniter, ignitor (0.04)"
It_is_said_to_be_haunted_by_the_ghosts_of_the_fami.png,"monastery (0.31), bell cote, bell cot (0.23), church, church building (0.16), tile roof (0.04), prison, prison house (0.03)"
Gothic_Ballroom____there_are_2_Chairs_in_the_have.png,"honeycomb (0.32), picket fence, paling (0.11)"
The_infamous_house_of_Margaret_Brown_is_haunted__a.png,"comic book (0.35), book jacket, dust cover, dust jacket, dust wrapper (0.14), envelope (0.05), puck, hockey puck (0.03), wallet, billfold, notecase, pocketbook (0.03)"
The_site_of_the_Sand_Creek_Massacre_is_long_believ.png,"beacon, lighthouse, beacon light, pharos (0.14), boathouse (0.13), church, church building (0.13), monastery (0.04), lakeside, lakeshore (0.04)"
The_ghost_of_Sue_Howard_who_s_baby_died_still_haun.png,"miniskirt, mini (0.26), jean, blue jean, denim (0.14), pajama, pyjama, pj's, jammies (0.08), sarong (0.05), cardigan (0.04)"
Willard_Dormitory___Supposedly_a_student_jumped_ou.png,"paddlewheel, paddle wheel (0.37), palace (0.20), boathouse (0.06), monastery (0.02)"
McDonalds___Currently_during_business_hours_employ.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Cheeseman_park_was_the_cemetery_for_Denver_and_the.png,"web site, website, internet site, site (0.95)"
Booger_Jim_lives_under_the_bridge__He_died_on_the.png,"prayer rug, prayer mat (0.12), bannister, banister, balustrade, balusters, handrail (0.08), coil, spiral, volute, whorl, helix (0.05), bow tie, bow-tie, bowtie (0.05), accordion, piano accordion, squeeze box (0.03)"
Alfred_Packer__the_alleged_cannibal_is_buried_here.png,"moving van (0.17), street sign (0.08), cassette (0.02), web site, website, internet site, site (0.02), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.02)"
Third_floor_ghost_with_dark_brown_hair_and_a_long.png,"slot, one-armed bandit (0.98)"
Guests_of_the_hotel_have_reported_seeing_strange_f.png,"comic book (0.25), slot, one-armed bandit (0.20), book jacket, dust cover, dust jacket, dust wrapper (0.08), palace (0.04), puck, hockey puck (0.04)"
there_is_an_old_steel_bridge_no_longer_in_use_that.png,"pier (0.48), lakeside, lakeshore (0.20), park bench (0.07), worm fence, snake fence, snake-rail fence, Virginia fence (0.04), bannister, banister, balustrade, balusters, handrail (0.02)"
Cadets_from_the_Air_Force_Academy_participating_in.png,"umbrella (0.20), prayer rug, prayer mat (0.07), scoreboard (0.06), bow (0.05), safety pin (0.04)"
There_have_been_reports_of_lights_being_seen_float.png,"scoreboard (0.17), church, church building (0.09), bell cote, bell cot (0.09), barn (0.05), boathouse (0.04)"
Kelsey_Theater___is_said_the_ghost_of_Miss_Kelsey.png,"book jacket, dust cover, dust jacket, dust wrapper (0.19), comic book (0.13), prayer rug, prayer mat (0.12), cinema, movie theater, movie theatre, movie house, picture palace (0.05), scoreboard (0.02)"
Old_Barracks__Rifle_Range_____There_have_been_many.png,"mobile home, manufactured home (0.88), picket fence, paling (0.03), boathouse (0.02)"
Aquinas_Hall_____is_one_haunted_dorm_in_particular.png,"slot, one-armed bandit (0.16), loudspeaker, speaker, speaker unit, loudspeaker system, speaker system (0.11), combination lock (0.10), stove (0.10), plate rack (0.07)"
They_say_back_in_the_old_days_around_Lyman_lake_th.png,"thatch, thatched roof (0.39), barn (0.19), boathouse (0.15), lumbermill, sawmill (0.07)"
formerly_The_Antler_s_Hotel___At_least_3_ghosts_to.png,"palace (0.77), lakeside, lakeshore (0.08), boathouse (0.02)"
Homer_Hall___there_are_two_spirits_that_reside_on.png,"monitor (0.12), book jacket, dust cover, dust jacket, dust wrapper (0.05), television, television system (0.04), palace (0.04), barn (0.03)"
Cold_spots__an_apparition_of_a_woman_with_brown_ha.png,"library (0.13), prison, prison house (0.13), dome (0.10), window screen (0.09), planetarium (0.07)"
A_number_of_phantoms_Ghost__A_carriage_that_races.png,"carpenter's kit, tool kit (0.15), screwdriver (0.05), fire screen, fireguard (0.04), freight car (0.02), throne (0.02)"
Lourdes_Hall___4th_floor__The_fourth_floor_used_to.png,"library (0.37), airship, dirigible (0.08), palace (0.05), scoreboard (0.02), flagpole, flagstaff (0.02)"
Dunnel_House_____holds_many_spirits__the_most_mena.png,"palace (0.83), castle (0.11)"
very_creepy___feelings_of_despair_and_fear_are_com.png,"lighter, light, igniter, ignitor (0.15), buckle (0.15), letter opener, paper knife, paperknife (0.04), spatula (0.03), mousetrap (0.02)"
It_is_said_that_the_ghost_of_the_first_superintend.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.22), barbershop (0.06), bannister, banister, balustrade, balusters, handrail (0.06), restaurant, eating house, eating place, eatery (0.05), vault (0.04)"
This_notorious_church_is_located_on_St__Helena_and.png,"street sign (0.22), church, church building (0.17), bell cote, bell cot (0.08), prayer rug, prayer mat (0.06), envelope (0.03)"
A_ghost_of_a_bellboy_still_tries_to_make_the_guest.png,"church, church building (0.10), cinema, movie theater, movie theatre, movie house, picture palace (0.10), monastery (0.04), mosque (0.02), altar (0.02)"
In_the_early_19th_century__the_land_currently_occu.png,"palace (0.15), church, church building (0.12), jigsaw puzzle (0.07), castle (0.07), scoreboard (0.04)"
This_two_story_stage_stop_was_built_in_1861__A_wom.png,"boathouse (0.81), beacon, lighthouse, beacon light, pharos (0.04), picket fence, paling (0.02)"
when_ya_go_there_and_are_alone_you_build_a_fire_an.png,"church, church building (0.63), birdhouse (0.06), bell cote, bell cot (0.04), castle (0.02), barn (0.02)"
This_location_was_an_orphanage_in_the_early_1900s_.png,"palace (0.32), picket fence, paling (0.19), boathouse (0.03), beacon, lighthouse, beacon light, pharos (0.02), prison, prison house (0.02)"
In_the_early_1960_s_a_young_woman_was_raped_and_mu.png,"menu (0.22), crossword puzzle, crossword (0.20), web site, website, internet site, site (0.05), loupe, jeweler's loupe (0.02)"
Many_people_have_died_along_the_old_trails_beside.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.23), nail (0.08), chainlink fence (0.06), viaduct (0.04), mountain bike, all-terrain bike, off-roader (0.04)"
it_is_believed_to_be_the_most_haunted_place_in_Moo.png,"altar (0.33), church, church building (0.29), throne (0.06), comic book (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.03)"
Many_employees_of_the_bar_at_the_VFW_Post__1_have.png,"restaurant, eating house, eating place, eatery (0.36), library (0.06), wine bottle (0.05), tobacco shop, tobacconist shop, tobacconist (0.04), dining table, board (0.03)"
