Filename,Detected Objects
shallow_graves___Once_an_industrial_school_for_gir.png,"prayer rug, prayer mat (0.40), cinema, movie theater, movie theatre, movie house, picture palace (0.13), traffic light, traffic signal, stoplight (0.09), throne (0.06), theater curtain, theatre curtain (0.04)"
A_man_named_Moody_roams_the_countryside_and_if_you.png,"soccer ball (0.12), puck, hockey puck (0.10), comic book (0.08), ocarina, sweet potato (0.07), racer, race car, racing car (0.05)"
on_the_way_into_Hana___On_the_railroad_tracks_on_6.png,"volcano (0.24), hourglass (0.12), wing (0.10), red wine (0.07), balloon (0.03)"
Women_in_1950_s_clothing_are_seen_in_the_cemetery.png,"candle, taper, wax light (0.96)"
There_is_a_legend_of_an_angel_statue_the_sits_on_t.png,"mask (0.63), neck brace (0.03), ski mask (0.02), comic book (0.02)"
In_the_band_room_office_of_Chapmanville_High_the_c.png,"library (0.35), stove (0.06), pool table, billiard table, snooker table (0.04), chest (0.04), cinema, movie theater, movie theatre, movie house, picture palace (0.04)"
It_is_said_that_a_ghost_walks_the_tunnel_with_it_s.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
A_young_man_named_Andrew_who_was_gay_finally_decid.png,"book jacket, dust cover, dust jacket, dust wrapper (0.29), cellular telephone, cellular phone, cellphone, cell, mobile phone (0.07), lighter, light, igniter, ignitor (0.05), scorpion (0.04), television, television system (0.04)"
The_old_River_Station_building_was_a_train_station.png,"passenger car, coach, carriage (0.82), doormat, welcome mat (0.04)"
people_hear_things_when_they_are_cleaning_after_sc.png,"ski (0.20), combination lock (0.10), buckle (0.06), scoreboard (0.04), shield, buckler (0.02)"
the_ghost_of_Julie_Stabb_is_seen_on_the_2nd_floor_.png,"window shade (0.20), space heater (0.11), grille, radiator grille (0.05), grand piano, grand (0.04), solar dish, solar collector, solar furnace (0.04)"
This_Factory_was_burned_down_twice_in_the_early_19.png,"harmonica, mouth organ, harp, mouth harp (0.40), guillotine (0.03), rifle (0.03), space bar (0.02), fountain pen (0.02)"
Historical_Red_House___The__Mistress_of_Red_House_.png,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour (0.38), dome (0.13), buckle (0.10), shield, buckler (0.02), doormat, welcome mat (0.02)"
Beck_Hall___Apparitions_seen_.png,"digital clock (0.46), theater curtain, theatre curtain (0.23), scoreboard (0.09), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.02)"
About_a_half_block_into_the_woods_off_the_side_of.png,"spotlight, spot (0.30), stage (0.28), beacon, lighthouse, beacon light, pharos (0.05), scuba diver (0.02), wreck (0.02)"
Atkin_Hall___Atkin_Colby_Hall_is_10_stories_tall_p.png,"scoreboard (0.48), palace (0.15)"
Room_17__is_haunted_by_a_female_ghost_in_what_is_n.png,"accordion, piano accordion, squeeze box (0.54), prayer rug, prayer mat (0.12), book jacket, dust cover, dust jacket, dust wrapper (0.05), comic book (0.03)"
4_different_ghosts_have_been_seen__Lady_in_White_w.png,"lighter, light, igniter, ignitor (0.48), buckle (0.09), street sign (0.06), wallet, billfold, notecase, pocketbook (0.05), traffic light, traffic signal, stoplight (0.04)"
Sounds_of_a_horse_taking_off_through_the_cemetery.png,"picket fence, paling (0.38), worm fence, snake fence, snake-rail fence, Virginia fence (0.20), alp (0.02)"
There_are_lights_in_the_back_corner_of_the_cemeter.png,"CD player (0.22), tape player (0.13), cassette player (0.11), combination lock (0.11), digital watch (0.07)"
The_claimed_incidents_began_in_1974_and_lasted_unt.png,"doormat, welcome mat (0.09), buckle (0.08), prayer rug, prayer mat (0.07), traffic light, traffic signal, stoplight (0.07), digital watch (0.03)"
a_long_long_time_ago_there_was_a_boy_ice_fishing_o.png,"beacon, lighthouse, beacon light, pharos (0.64), boathouse (0.06), church, church building (0.05), barn (0.03)"
behind_this_small_graveyard_on_a_hill_there_is_a_g.png,"digital watch (0.11), digital clock (0.09), scoreboard (0.04), slot, one-armed bandit (0.03), stopwatch, stop watch (0.03)"
It_is_said_that_you_can_hear_her_crying_and_callin.png,shoji (0.86)
Witnesses_report_hearing_children_s_screams__and_s.png,"scoreboard (0.64), slot, one-armed bandit (0.10), comic book (0.02), book jacket, dust cover, dust jacket, dust wrapper (0.02)"
Bulit_over_an_old_coal_mine__footsteps_and_talking.png,"umbrella (0.10), park bench (0.06), swing (0.06), shovel (0.03), fur coat (0.03)"
there_was_an_explosion_in_the_mine_that_killed_40.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_dorms_are_known_to_be_haunted___at_night_you_c.png,"cassette player (0.13), wallet, billfold, notecase, pocketbook (0.07), loudspeaker, speaker, speaker unit, loudspeaker system, speaker system (0.05), cassette (0.03), reflex camera (0.03)"
If_you_go_to_Moody_s_road_at_night__flash_your_bri.png,"palace (0.46), castle (0.16), church, church building (0.08), monastery (0.04), bell cote, bell cot (0.02)"
Most_of_the_occurrences_happen_on_the_elevator_and.png,"slot, one-armed bandit (0.85)"
The_building_is_an_old_Hospital__It_is_said_that_m.png,"digital clock (0.37), scoreboard (0.31), slot, one-armed bandit (0.11), abacus (0.04), remote control, remote (0.02)"
Reports_of_phantom_cars_chasing_people_.png,"pool table, billiard table, snooker table (0.15), balance beam, beam (0.10), parallel bars, bars (0.05), theater curtain, theatre curtain (0.04), home theater, home theatre (0.03)"
People_have_seen_a__woman__standing_on_Stewart_s_R.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Reports_of_flash_lights_stop_working__only_to_work.png,"prayer rug, prayer mat (0.18), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.11), maze, labyrinth (0.07), digital clock (0.04), slot, one-armed bandit (0.03)"
Just_off_Port_Republic_Road_sets_General_Turner_As.png,"barn (0.22), boathouse (0.14), bannister, banister, balustrade, balusters, handrail (0.09), church, church building (0.09), solar dish, solar collector, solar furnace (0.07)"
The_school_has_been_rotting_for_over_20_years_in_t.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Thompson_Hall___In_Thompson_Hall__In_the_girls_roo.png,"prayer rug, prayer mat (0.45), doormat, welcome mat (0.12), four-poster (0.07), theater curtain, theatre curtain (0.07), home theater, home theatre (0.05)"
In_the_1800_s_a_woman_was_hung_off_the_side_of_thi.png,"boathouse (0.41), barn (0.16), church, church building (0.07), picket fence, paling (0.04), window screen (0.04)"
Pictures_have_been_taken_at_night__and_mysterious.png,"boathouse (0.43), lakeside, lakeshore (0.08), worm fence, snake fence, snake-rail fence, Virginia fence (0.04), palace (0.02), monastery (0.02)"
Reports_of_hearing_small_children_s_voices_laughin.png,"doormat, welcome mat (0.89)"
Tall_dark_and_handsome___If_you_drive_down_Elizavi.png,"boathouse (0.81), mobile home, manufactured home (0.13)"
There_is_the_remains_of_an_old_bridge_connecting_t.png,"barn (0.54), church, church building (0.22), bell cote, bell cot (0.04)"
One_of_the_apartments___Things_such_as_the_shower.png,"window shade (0.17), shoji (0.06), sliding door (0.03), radiator (0.03), window screen (0.03)"
Late_at_night_near_the_juice_bar_of_the_club__you.png,"scoreboard (0.54), comic book (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.04), prayer rug, prayer mat (0.03), street sign (0.03)"
Crossroads_cemetery___noises_and_faint_moving_ligh.png,"lipstick, lip rouge (0.17), window shade (0.15), lighter, light, igniter, ignitor (0.06), digital clock (0.05), fountain pen (0.03)"
There_is_an_old_woman_that_sits_in_auditorium_numb.png,"freight car (0.39), window shade (0.15), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.05), oil filter (0.02)"
Lutheran_Holmes_now_a_nursing_home_use_to_be_an_or.png,"beacon, lighthouse, beacon light, pharos (0.27), coffee mug (0.10), water tower (0.04), soap dispenser (0.02), candle, taper, wax light (0.02)"
basically_the_story_about_these_tracks_is_that_a_m.png,"flagpole, flagstaff (0.12), sundial (0.11), lakeside, lakeshore (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.03), seashore, coast, seacoast, sea-coast (0.03)"
The_land_that_the_Moose_now_stands_on_was_the_prev.png,"book jacket, dust cover, dust jacket, dust wrapper (0.44), comic book (0.21), cassette (0.07), lighter, light, igniter, ignitor (0.03)"
Has_known_to_have_a_ghost_in_an_upstairs_room_and.png,"slot, one-armed bandit (0.80), prayer rug, prayer mat (0.10)"
It_was_a_military_base_in_WWI_and_a_TB_hospital_du.png,"mobile home, manufactured home (0.20), book jacket, dust cover, dust jacket, dust wrapper (0.04), comic book (0.04), traffic light, traffic signal, stoplight (0.03), prison, prison house (0.03)"
On_tunnel_mill_road_the_bridge_by_a_poor_bum_that.png,"dam, dike, dyke (0.62), pier (0.07), suspension bridge (0.05), bannister, banister, balustrade, balusters, handrail (0.02)"
this_old_resort_which_is_said_to_be_haunted_by_a_b.png,"comic book (0.17), book jacket, dust cover, dust jacket, dust wrapper (0.13), wallet, billfold, notecase, pocketbook (0.07), mailbag, postbag (0.06), prayer rug, prayer mat (0.04)"
Bed_and_Breakfast___reports_of_visitors_feeling_a.png,"four-poster (0.65), quilt, comforter, comfort, puff (0.05), cradle (0.02), pillow (0.02)"
Some_times_you_will_be_walking_past_the_old_hospit.png,"shoji (0.22), window screen (0.17), vending machine (0.16), monitor (0.03)"
the_first_murder_in_Mundelein_took_place_in_this_h.png,"prayer rug, prayer mat (0.43), comic book (0.05), doormat, welcome mat (0.04), digital watch (0.04), scoreboard (0.02)"
On_certain_nights__some_have_seen_a_man_s_torso_fl.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
This_cemetery__with_headstones_dating_back_to_the.png,"palace (0.36), castle (0.12), monastery (0.10), pedestal, plinth, footstall (0.06), church, church building (0.05)"
inside_the_school_you_can_see_a_shadow_of_a_person.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
A_helicopter_crash_left_large_chunks_of_metal_from.png,"handkerchief, hankie, hanky, hankey (0.94)"
Old_white_house_around_the_point__Several_odd_vapo.png,"palace (0.54), monastery (0.16), castle (0.04), car mirror (0.03), lakeside, lakeshore (0.03)"
Fremd_High_School_Pool___In_the_1970_s_a_girl_drow.png,"slot, one-armed bandit (0.38), vending machine (0.36), combination lock (0.03)"
If_you_walk_from_Weirwood_to_the_Pax_City_Hall_at.png,"airship, dirigible (0.15), altar (0.07), comic book (0.04), scoreboard (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.03)"
There_is_a_stream_behind_the_park_that_has_some_od.png,"wallet, billfold, notecase, pocketbook (0.35), mailbag, postbag (0.08), tray (0.06), binder, ring-binder (0.05), purse (0.03)"
back_in_the_early_1900_s_the_state_wanted_to_build.png,"organ, pipe organ (0.43), space heater (0.24), tape player (0.03), cassette player (0.02), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.02)"
There_is_a_weird_woman_and_man_on_the_top_floor__y.png,"palace (0.09), cinema, movie theater, movie theatre, movie house, picture palace (0.06), window screen (0.04), shopping basket (0.04), hamper (0.03)"
Near_the_same_spot_where_the_old_man_may_be_seen_w.png,"slot, one-armed bandit (0.61), shield, buckler (0.04), digital watch (0.02), television, television system (0.02)"
The_spirit_of_a_woman_is_often_seen_pacing_along_t.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
supposedly_a_couple_was_murdered_here__and_at_midn.png,"organ, pipe organ (0.27), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.03), parking meter (0.02), vault (0.02)"
At_the_Fox_River_Front_there_is_a_dam__Many_people.png,"palace (0.41), thresher, thrasher, threshing machine (0.05), tile roof (0.04), pedestal, plinth, footstall (0.04), monastery (0.03)"
There_is_a_mansion_a_little_bit_further_down_the_r.png,"church, church building (0.87), palace (0.03), castle (0.02)"
They_say_if_you_park_your_car_on_the_tracks_and_pu.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
In_1926_the_body_of_22_yr_old_Sylvia_Gaines_was_fo.png,"church, church building (0.65), palace (0.04), bell cote, bell cot (0.02)"
drive_along_the_graves_through_the_old_fence_stop.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.49), picket fence, paling (0.11)"
Located_in_the_center_of_town__the_theatre_is_most.png,"cassette (0.40), slot, one-armed bandit (0.15), scoreboard (0.09), cassette player (0.07), web site, website, internet site, site (0.05)"
immediately_adjacent_to_the_Wetlands__also_known_a.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.92)"
The_ghost_of_a_young_woman_haunts_the_inn_believed.png,"crossword puzzle, crossword (1.00)"
Signal_Hill_Hospital___Once_used_as_a_hospital_for.png,"palace (0.35), castle (0.08), fountain (0.05), monastery (0.04), monitor (0.03)"
Bud_Mountain___at_the_bottom_of_the_mountain_on_a.png,"prayer rug, prayer mat (0.47), pillow (0.08), wool, woolen, woollen (0.06), quilt, comforter, comfort, puff (0.05), maze, labyrinth (0.04)"
In_the_very_small_town_of_Silvana__high_up_on_a_hi.png,"scoreboard (0.06), crane (0.05), beacon, lighthouse, beacon light, pharos (0.05), boathouse (0.03), balloon (0.03)"
Troll_Bridge___This_bridge_is_right_down_the_road.png,"mountain tent (0.43), gondola (0.19), canoe (0.03), pier (0.02)"
The_cemetery_gates_are_never_locked__so_entry_is_e.png,"bannister, banister, balustrade, balusters, handrail (0.55), fire screen, fireguard (0.04), steel arch bridge (0.04), worm fence, snake fence, snake-rail fence, Virginia fence (0.03), sliding door (0.02)"
It_is_said_that_if_you_go_out_there_you_will_see_a.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
the_ghost_of__Mrs__M__appears_at_the_bar_.png,"comic book (0.96), book jacket, dust cover, dust jacket, dust wrapper (0.02)"
Sometimes_Indians_can_be_seen_next_to_the_creek__a.png,"nematode, nematode worm, roundworm (0.23), ant, emmet, pismire (0.04), common newt, Triturus vulgaris (0.04), damselfly (0.02), vine snake (0.02)"
Apparition_of_3_men_crossing_the_road_in_robes_the.png,"buckle (0.79), limousine, limo (0.04)"
Gazebo___A_small_gazebo_bordering_the_campus_lake.png,"restaurant, eating house, eating place, eatery (0.04), carousel, carrousel, merry-go-round, roundabout, whirligig (0.04), palace (0.04), four-poster (0.04), lampshade, lamp shade (0.04)"
This_is_a_road_in_pike_county_where_an_old_hermit.png,"scoreboard (0.30), abacus (0.14), digital clock (0.13), stopwatch, stop watch (0.03), golf ball (0.02)"
There_are_four_or_five_graves_that_are_abandoned_i.png,"web site, website, internet site, site (0.50), book jacket, dust cover, dust jacket, dust wrapper (0.04), packet (0.03), cassette (0.02), monitor (0.02)"
The_White_House___Blood_sprayed_all_over_the_walls.png,"home theater, home theatre (0.41), entertainment center (0.10), television, television system (0.07), cassette player (0.03), radio, wireless (0.02)"
City_Hall___A_heavyset_man_reportedly_sits_in_the.png,"palace (0.46), organ, pipe organ (0.09), dome (0.06), accordion, piano accordion, squeeze box (0.04), mosque (0.03)"
If_you_go_there__there_is_a_spat_where_there_are_f.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_old_Knox_County_Jawas_purchased_by_Knox_Colleg.png,"freight car (0.40), ski (0.14), sunglass (0.03)"
Eagle_City_Park___There_are_people_that_go_to_the.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.15), Bouvier des Flandres, Bouviers des Flandres (0.06), maze, labyrinth (0.04), llama (0.02), lawn mower, mower (0.02)"
East_Main_St____It_has_been_said_by_the_employees.png,scoreboard (0.92)
At_dusk_shadows_of_people_dressed_in_white_appear.png,"monitor (0.32), screen, CRT screen (0.17), television, television system (0.05), web site, website, internet site, site (0.05), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.04)"
Back_in_the_1930_s_when_the_Academy_was_used_as_a.png,"wardrobe, closet, press (0.09), doormat, welcome mat (0.08), china cabinet, china closet (0.04), window screen (0.03), prayer rug, prayer mat (0.03)"
West_Seattle___Rite_Aid_used_to_be_a_mining_place.png,"crossword puzzle, crossword (0.54), cab, hack, taxi, taxicab (0.14), school bus (0.05), comic book (0.02), book jacket, dust cover, dust jacket, dust wrapper (0.02)"
former_funeral_home___A_Ft_Wayne_based_hospital_bo.png,"slot, one-armed bandit (0.12), cinema, movie theater, movie theatre, movie house, picture palace (0.11), theater curtain, theatre curtain (0.08), four-poster (0.06), wallet, billfold, notecase, pocketbook (0.04)"
Back_in_the_hey_day__Cambridge_was_quite_the_happe.png,"mobile home, manufactured home (0.11), window screen (0.06), church, church building (0.05), monitor (0.04), window shade (0.03)"
Glowing_orbs_are_seen_from_the_road__and_a_phantom.png,"joystick (0.51), switch, electric switch, electrical switch (0.07), iPod (0.07), pencil sharpener (0.04), tray (0.04)"
you_walk_in_to_the_woods_in_the_Bachelors_wood_s_a.png,"maze, labyrinth (0.49), comic book (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.05), fire screen, fireguard (0.02)"
Building_A___They_have_even_been_herd_walking_up_t.png,"comic book (0.75), slot, one-armed bandit (0.24)"
This_school_is_buried_on_an_Indian_burial_ground_f.png,"bannister, banister, balustrade, balusters, handrail (0.27), prison, prison house (0.22), turnstile (0.06), shopping cart (0.03), space heater (0.03)"
At_night_you_hear_the_dead_librarian_saying__pleas.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
On_this_road__a_young_couple_was_driving_home_from.png,"wallet, billfold, notecase, pocketbook (0.36), prayer rug, prayer mat (0.05), handkerchief, hankie, hanky, hankey (0.05), purse (0.05), brassiere, bra, bandeau (0.04)"
This_cemetery_is_home_of_the__Black_Angel___Dodge_.png,"bottlecap (0.04), radiator (0.03), pencil sharpener (0.03), screw (0.03), birdhouse (0.03)"
It_is_believed_that_Carroll_High_School_is_cursed.png,"slot, one-armed bandit (0.26), web site, website, internet site, site (0.14), comic book (0.07), television, television system (0.03), monitor (0.02)"
They_say_if_you_look_into_the_well_you_can_hear_sc.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.56), theater curtain, theatre curtain (0.12), tile roof (0.05), slot, one-armed bandit (0.02)"
Documentation_of_patients_being_tortured_in_the_tu.png,"poncho (0.33), chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour (0.28), mask (0.13), cardigan (0.09), wool, woolen, woollen (0.03)"
In_the_upstairs_floor_of_the_gym_building_that_is.png,"comic book (0.15), book jacket, dust cover, dust jacket, dust wrapper (0.11), jigsaw puzzle (0.06), prayer rug, prayer mat (0.05), wallet, billfold, notecase, pocketbook (0.03)"
It_is_said_that_about_20_years_ago__there_was_a_co.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
By_the_lunch_room_there_is_a_nun_that_is_sometimes.png,"bearskin, busby, shako (0.52), ski (0.03), prison, prison house (0.03), comic book (0.02)"
The_hotel_is_an_atrium_style_hotel_with_11_floors_.png,"buckle (0.32), cinema, movie theater, movie theatre, movie house, picture palace (0.09), palace (0.04), window screen (0.02), church, church building (0.02)"
There_is_an_old_house_sitting_on_the_north___east.png,"boathouse (0.70), barn (0.10), picket fence, paling (0.03)"
Rooms_with_moving_objects__call_lights_going_on_an.png,"oscilloscope, scope, cathode-ray oscilloscope, CRO (0.22), shoji (0.06), binder, ring-binder (0.04), safe (0.04), digital clock (0.04)"
The_Haunted_Jail__the_ghost_of_a_murderer_is_said.png,"space bar (0.43), typewriter keyboard (0.32), abacus (0.07), computer keyboard, keypad (0.05)"
This_facility_was_once_one_of_the_most_violent_jai.png,"tub, vat (0.20), fountain (0.10), toaster (0.07), bathtub, bathing tub, bath, tub (0.06), bannister, banister, balustrade, balusters, handrail (0.02)"
An_Indian_cursed_Kaskaskia_in_1735_right_before_he.png,"church, church building (0.34), bell cote, bell cot (0.22), boathouse (0.03), castle (0.03), palace (0.03)"
It_was_once_said_that_in_the_basement_of_the_schoo.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
There_was_a_woman_in_a_white_dress_that_got_thrown.png,"binder, ring-binder (0.56), prayer rug, prayer mat (0.08), wallet, billfold, notecase, pocketbook (0.06), bookcase (0.02), accordion, piano accordion, squeeze box (0.02)"
Two_students_have_reported_seeing_a_knife_in_the_g.png,"matchstick (0.58), folding chair (0.10), envelope (0.02), pencil box, pencil case (0.02), panpipe, pandean pipe, syrinx (0.02)"
Though_it_is_unsure_what_haunts_the_water_treatmen.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_ghost_of_the_original_owner_has_been_seen_by_m.png,"beacon, lighthouse, beacon light, pharos (0.72), boathouse (0.07), lakeside, lakeshore (0.02)"
Reports_that_at_night_the_lights_go_on_and_off_in.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
15_years_ago_a_young_man_was_playing_basketball_in.png,"park bench (0.12), jigsaw puzzle (0.10), pillow (0.09), lampshade, lamp shade (0.06), poncho (0.05)"
a_story_of_a_lady_in_white_that_is_in_this_place_a.png,"gown (0.06), hornbill (0.03), theater curtain, theatre curtain (0.03), saltshaker, salt shaker (0.03), overskirt (0.02)"
A_glowing_entity_has_been_seen_in_the_library_of_t.png,"vending machine (0.29), turnstile (0.25), slot, one-armed bandit (0.20)"
A_young_women_will_appear_in_the_corn_field_and_yo.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
formerly_Big_Boy_s_restaurant___in_Carpentersville.png,"space heater (0.21), grille, radiator grille (0.12), waffle iron (0.07), harmonica, mouth organ, harp, mouth harp (0.04), slot, one-armed bandit (0.03)"
screams_and_white_blurs_of_light_heard_and_seen__E.png,"spotlight, spot (0.44), lampshade, lamp shade (0.13), table lamp (0.07), candle, taper, wax light (0.04), red wine (0.04)"
