Filename,Caption
Formerly_known_as_the_Early_Hill_Plantation__this.png,a church with a steeple and a clock tower .
level_3_the_third_cell_many_girls_claimed_to_see_a.png,a bunch of different colored vases on display
There_is_a_legend_of_when_a_baby_fell_out_of_it_s.png,a black and white photo of a person on a laptop .
Years_ago_a_rock_singer_was_killed_on_stage_by_a_g.png,a man standing next to a woman holding a skateboard .
This_university_is_said_to_carry_ageless_stories_o.png,a building with a large clock on the side of it .
South_end___On_stormy_nights__island_folk_have_rep.png,a picture of a vase with flowers in it .
this_school_has_rumors_of_a_teacher_tortured_and_k.png,a group of people standing in front of a building .
This_abandoned_labor_camp_was_once_used_for_Chines.png,a train station with a train on the tracks .
It_is_believed_that_a_number_of_ghosts_roam_the_ha.png,a large clock mounted to the side of a building .
This_abandoned_manor_house_was_the_scene_of_a_doub.png,a room with a bed and a window
Farm_road_511_is_a_fairly_well_traveled_road__but.png,a red fire hydrant sitting in the middle of a lush green field .
The_mansion_was_built_in_1838_and_is_said_to_he_ha.png,a large building with a clock on it .
Strange_noises__Bright_lights__Graves_Glow_in_pict.png,a large group of people standing in front of a building .
Several_rooms_and_guest_houses_are_said_to_be_haun.png,a man standing in front of a window in a building .
When_you_first_walk_into_the_back_room__where_you.png,a clock on a wall in a room
A_ghost_called__ghost_Betty__who_actually_went_to.png,a man riding a skateboard down a street .
January_2007_Update_Additional_information__Remove.png,a large building with a clock on it .
Late_at_night_if_you_come_around_a_curve_in_the_ro.png,a view of a city street from a car .
there_is_supposed_to_be_a_ghost_of_a_woman_searchi.png,a living room with a couch and a table
If_you_drive_down_this_road_in_the_late_night_and.png,a train traveling down tracks next to a river .
If_you_pass_over_this_bridge_at_midnight_on_a_fogg.png,a large building with a clock on the side of it .
Porter_s_Place_is_dedicated_to_the_late_Porter_Roc.png,a red brick building with a clock on it .
In_the_1940_s__a_young_girl_who_was_about_to_recei.png,a black and white photo of a street sign
Witnesses_claim_to_have_spirits_speak_to_them_and.png,a picture of a clock on a wall .
Tucker_Hall___In_1980__a_girl_committed_suicide_in.png,a large building with a clock on it .
There_was_a_man_that_would_take_girls_in_the_back.png,a man in a suit and tie holding a camera .
Supposedly_Mary_Telfair_also_haunts_this_former_la.png,a building with a clock on the front of it .
Info_says_that_when_the_Indians_died_they_would_bu.png,a room with a television and a window
The_Wilson_Plaza_historical_development_started_in.png,a large clock tower towering over a city .
haunted_by_an_executive_that_went_to_the_third_flo.png,a close up of a sign on a building
In_the_late_seventies_a_six_year_old_boy_drown_in.png,a black and white photo of a person on a laptop .
__built_in_the_1840_s__is_said_to_also_have_activi.png,a room with a window and a fire place .
Haunted_by_the_ghosts_of_2_men_who_died_right_afte.png,a large clock on the side of a building .
Outside_of_Woodville__Noises_heard__apparition_of.png,a train station with a train on the tracks .
Legend_says_that_the_top_floor_of_this_hotel_is_ha.png,a black and white photo of a building
Footsteps_are_heard_on_stage_in_the_auditorium_whi.png,a birthday cake with a bear on it
During_the_1800s__Brit_Bailey_died_a_natural_death.png,a black and white photo of a building with a clock tower .
The_Iao_Theater___Supposedly_haunted_by_spirits_pa.png,a pair of scissors sitting on top of a table .
There_is_an_unkept_grave_marked_the_year_1870__but.png,a street sign on a pole on a city street
When_you_go_onto_the_bridges_at_night__you_are_sup.png,a large building with a clock on the top of it .
A_ritzy_hotel_built_in_1927_Many_famous_people_sta.png,a large building that has a clock on it
in_a_theatre_room_when_your_in_there_alone_just_af.png,a large screen tv sitting on top of a table .
Numerous_spirits_evidently_inhabit_this_old_buildi.png,a large building with a clock on it .
It_is_said_that_if_you_drive_down_this_road_and_tu.png,a large white house with a clock on it .
Getman_Babcock_Dormitory___In_the_girl_s_freshman.png,a picture of a clock on a wall .
It_is_right_in_the_middle_of_Hawkinsville_but_it_i.png,a large building with a clock on top .
The_feeling_of_someone_watching_you_is_over_whelmi.png,a large building with a clock tower in the center .
In_the_early_1980_s_some_student_s_were_in_the_aud.png,a wooden bench sitting in front of a building .
In_Layton_near_the_highway_89_turn_off_going_to_Og.png,a church steeple with a clock on it .
Hear_creepy_footsteps_walking_up_the_stairs_at_nig.png,a pair of scissors sitting on top of a table .
Spanish_Main_Apartments___Rittiman_Rd____If_your_s.png,a building with a clock on the front of it .
Chaplin_Hall__Chaplin_Hall_is_haunted_by_an_unknow.png,a group of people standing around a clock .
There_was_a_lady_murdered_in_the_hotel_and_still_h.png,a black and white photo of a dog in a car .
At_the_Panhandle_Plains_Museum__there_is_an_old_am.png,a large building with a large clock tower .
There_have_been_sightings_of_a_lady_wearing_a_yell.png,a man holding a stop sign in front of a building .
There_was_three_men_who_raped_and_killed_a_woman_a.png,a view of a train window from the train .
Kapiolani_Park___The_hauntings_span_about_a_ten_ac.png,a giraffe is standing in front of a tree
The_area_is_haunted_by_the_spirit_of_Cherokee_chie.png,a small boat in a body of water
if_you_are_down_stars_swimming_you_will_hear_peopl.png,a red double decker bus driving down a street .
The_Pike_House___There_is_a_huge_haunted_hospital.png,a room with a bed and a television .
Premont_hall___All_male_dorm____The_spirit_of_a_fo.png,a large building with a large clock on it 's side .
Supposedly_a_lot_of_satanic_rituals_went_on_around.png,a large clock tower towering over a city .
A_little_boy_died_there_and_if_you_walk_down_the_h.png,a black and white photo of a clock tower .
A_woman_hung_herself_from_an_overpass_on_her_weddi.png,a black and white photo of a person on a laptop .
Sidewinders_was_built_in_1908___Murtaugh__its_town.png,a train that is sitting on the tracks .
Lake_Lowell___It_is_legend_that_a_girl_was_killed.png,a person on a skateboard on a ramp .
People_will_be_walking_through_the_cemetery_lookin.png,a clock tower in the middle of a city .
It_is_said_that_late_at_night_you_can_hear_loud_vo.png,a living room filled with furniture and a fire place .
The_Hills___On_the_West_Side_of_Falfurrias_is_a_ro.png,a close up of a person laying on a bed
Before_the_building_was_redone_and_turned_into_a_r.png,a large group of people standing in front of a building .
building_is_located_on_McMillian_St_off_of_Church.png,a house that has a tree in it
Video_Production_Room___in_the_video_production_ro.png,a close up of a nintendo wii system
Witnesses_have_heard_footsteps__the_galley_doors_o.png,a black and white photo of a street sign .
Witnesses_report_a_ghost_of_a_headless_man_with_a.png,a wooden bench with a blue and white striped blanket .
At_Omaha_South_High_School__there_is_a_ghost__The.png,a picture of a toaster on a table .
You_can_hear_people_in_the_weight_room_when_invest.png,a close up of a person holding a pair of scissors
Reports_of_an_apparition_of_a_woman_falling_from_t.png,a man sitting on a bench in front of a window .
Downtown_on_main_street_in_the_town_square_a_woman.png,a large building with a clock on it .
Founders_Cemetery_in_historic_Roswell__GA__Sloan_S.png,a row of parking meters sitting next to each other .
The_bridge_over_Cedar_Creek_on_Roscoe_Road_in_Cowe.png,a couple of benches sitting next to each other .
It_is_said_that_people_buried_the_hobos_that_lived.png,a black and white photo of a person on a laptop .
The_Pacaf_Headquarters_building_is_a_historical_si.png,a large building with a clock tower on top of it .
Sources_say_they_have_seen_ghost_of_the_men_that_w.png,a person walking down a sidewalk with a red umbrella .
A_section_of_War_Woman_Dell__a_little_girl_is_supp.png,a group of people standing next to each other .
The_house_was_owned_by_this_man_and_his_family__Th.png,a group of people standing next to each other .
things_are_moved_around__doors_and_cupboards_open.png,a door with a reflection of a mirror
A_black_man_was_supposed_to_have_died_during_the_c.png,a man holding a book in his hand .
story_has_it_that_Jake__a_farmer__killed_his_wife.png,a red and white fire hydrant in front of a building .
Some_have_reported_things_moving_all_by_themselves.png,a stop sign that has a sign on it .
College_Hall_Chapel____was_built_in_the_1830_s__In.png,a room filled with lots of wooden pews .
The_Dake_House_is_known_to_be_haunted_by_many_spir.png,a red brick building with a clock on it .
Pieces_of_metal_and_rocks_are_thrown_at_visitors_.png,a room with a bed and a table
What_is_now_a_movie_theater_had_had_several_encoun.png,a laptop computer sitting on top of a desk .
During_the_late_1800_s__a_fire_occurred_on_the_ori.png,a train traveling down tracks next to a building .
reports_of_oven_doors_opening_by_themselves_with_n.png,a stop sign with a sticker on it
You_can_hear_water_dripping_in_the_basement_althou.png,a row of wooden benches sitting next to each other .
people_claim_that_they_hear_people_playing_upstair.png,a stop sign with a bunch of stickers on it
Nature_Trail___haunted_by_the_spirit_of_an_English.png,a sign that is on a tree in the grass .
The_house_that_stands_here_was_built_in_1918__but.png,a clock tower in the middle of a city .
If_you_turn_off_of_Charleston_Blv__onto_Sandhill_R.png,a red and white fire hydrant sitting next to a tree .
The_Chapel___By_the_stairs_behind_the_chapel_a_nun.png,a large clock mounted to the side of a building .
Driving_from_a_dance_lesson_and_we_were_turning_on.png,a train on a track near a building
is_haunted_by_its_former_owner__She_is_said_to_roa.png,a close up of a nintendo wii game system
there_is_to_be_rumors_about_a_man_who_had_hung_him.png,a baseball player holding a baseball bat in his hands .
Reports_of_six_students_which_went_to_the_place_at.png,a large building with a clock on it .
Located_in_the_middle_of_a_tight__S__curve_on_a_sm.png,a picture of a man holding a sign .
Simpson_Hall____a_spirit_of_a_man_who_stalked_a_gi.png,a large clock tower in the middle of a city .
Supposedly_a_group_of_chained_slaves_were_being_he.png,a group of people standing next to each other .
Babies_cries_are_heard_accompanied_with_the_feelin.png,a group of people sitting on top of a bench .
Center_Point_Road_is_a_road_a_little_past_the_outs.png,a road that has some cars on it
Used_as_a_hospital_during_the_Civil_War__now_a_mus.png,a red fire hydrant in front of a brick building .
Millis_Hall__dormitory____had_a_female_ghost_on_th.png,a group of people standing in front of a building .
So_after_on_of_our_concerts_in_North_Platte__my_ba.png,a large clock mounted to the side of a wall .
The_Lady_of_the_Lake___or_White_Lady_has_been_seen.png,a black and white photo of a person holding a surfboard
little_theater___is_said_to_be_haunted_by_a_man_wh.png,a black and white photo of a clock
Hear_stones_being_thrown_in_the_water__Children_pl.png,a group of people standing next to each other .
Weird_lights_and_noises_can_be_heard_and_seen_late.png,a red light that is on a pole .
In_the_upstairs_of_the_house__door_will_open_when.png,a clock on a wall in a room .
In_the_costume_room__shadowy_figures__Boy_s_Bathro.png,a black and white photo of a person on a laptop .
The_daughter_of_Littlefield_for_whom_this_dorm_was.png,a large building with a clock on it .
Female_ghost_walking_down_the_stairs_holding_a_bab.png,a person holding a skateboard in front of a wall .
Alumni_Hall___Supposedly_a_monk_committed_suicide.png,a living room with a couch and a tv
The_school_was_build_in_early_19_hundreds_and_a_li.png,a picture of a sign that reads `` <UNK> '' .
During_a_production_of_Henry_IV_Part_I_in_1993__th.png,a large group of birds are sitting on a table .
in_1981_a_woman_was_beaten__raped__and_brutally_mu.png,a group of people standing next to each other .
Downstairs_in_the_basement__you_feel_like_you_are.png,a large clock mounted to the side of a building .
This_is_said_to_be_the_most_haunted_house_in_Savan.png,a red fire hydrant sitting in the middle of a forest .
Taylor_House___Randolph_St____A_long_time_ago__Ogl.png,a building with a clock on the side of it
the_ghost_of_Elizabeth_Ford_haunts_her_former_home.png,a tall building with a clock on it
It_is_believed_that_two_little_children_and_one_ad.png,a close up of a pair of scissors
three_houses___Reports_to_Police_of_children_playi.png,a sign that is on the side of a building .
downtown__a_man_committed_suicide_by_jumping_from.png,a man sitting on a bench in front of a building .
This_man_who_worked_there_got_tired_of_life_so_the.png,a sign that is on the side of a building .
There_is_a_grave_yard_on_left_hand_side_of_road_at.png,a red fire hydrant sitting in the middle of a forest .
Bell_Printing_purchased_this_building_about_3_year.png,a building with a clock on the top of it .
The_heads_of_the_facility_will_deny_it__but_if_you.png,a collage of photos with a variety of different items .
Social_Science_Building___Second_Floor_of_the_Engl.png,a room filled with lots of furniture and windows .
There_are_two_stories_associated_with_Rose_Hill_ce.png,a clock tower in the middle of a park .
An_old_metal_bridge_in_the_outskirts_is_supposedly.png,a black and white photo of a train station .
This_turn_of_the_century_hot_springs_resort_is_hau.png,a group of people standing on top of a sandy beach .
A_ghost_of_a_woman_who_was_murdered_on_the_tracks.png,a group of people standing next to each other .
Perkins_Middle_School___the_lockers_in_the_girls_l.png,a refrigerator with a bunch of stickers on it
image_of_little_girl_seen_in_window_upstairs__hous.png,a room with a window and a window
Workers_describe_hearing_voices_above_the_dinning.png,a room with a clock on the wall
There_is_a_ghostly_man_in_white_can_be_seen__This.png,a man holding a nintendo wii game controller .
Supposedly_sometime_in_the_early_1970s__a_girl_nam.png,a clock on the side of a building .
Judge_Brantly_haunts_his_former_home_.png,a man with glasses and a tie is smiling .
These_apartments_used_to_be_an_old_hospital__It_is.png,a large building that has a clock on it
Grasse_Mount_House___has_a_history_of_voices_and_d.png,a living room with a couch and a table
Plenty_of_Civil_War_Era_ghosts_wandering_around__A.png,a group of people walking down a sidewalk .
October_2007_Has_been_removed_.png,a picture of a man in a suit .
In_the_cemetery_late_at_night__like_midnight_or_la.png,a man is standing in front of a clock
There_are_many_reports_of_seeing_a_mysterious_set.png,a person holding a cell phone in their hand .
Living_and_Learning_Center___Section_C_____At_UVM_.png,a room filled with lots of different types of luggage .
since_the_factory_has_been_abandoned_several_group.png,a man standing on top of a wooden bench .
In_what_is_now_the_Holland_Tire_Company__a_man_tha.png,a black and white photo of a train station .
This_old_mission_has_just_recently_been_open_to_th.png,a red brick building with a clock on it .
The_old_Lanier_Lodge_Hotel_just_outside_downtown_C.png,a large clock tower towering over a city .
walking_on_a_narrow_path_away_from_hell_s_gate_you.png,a row of wooden benches sitting next to each other .
Late_at_night_like_about_8_00_pm_2_00am_people_bee.png,a person on a skateboard in the air .
When_working_things_will_just_disappear__weird_noi.png,a person sitting in front of a microwave .
It_has_been_said_that_in_the_boiler_room_of_the_sh.png,a black and white photo of a building with a clock
The_new_High_School_going_towards_Temple_is__said_.png,a group of people standing on top of a lush green field .
Most_of_Olde_Towne_is_haunted__There_are_lots_of_s.png,a clock tower in the middle of a city .
Tilly_Bend_Church___Very_old_church___graveyard_on.png,a large building with a clock on the front of it .
If_you_walk_in_there_you_get_a_feeling_that_someon.png,a large building with a clock on it .
Wilson_Hall_building___13__November_2005_Update__H.png,a tall building with a clock on top of it .
Madison_Room___You_can_Hear_Babies_Crying_.png,a dog laying on a bed in a room .
Strange_things_have_been_observed_in_the_Pioneer_M.png,a statue of a man sitting on a bench .
Cold_spots_and_a_feeling_of_melancholy_can_be_felt.png,a fire hydrant in the middle of a street .
Sigma_Phi_Epsilon_House___The_house_was_built_by_a.png,a black and white photo of a building with a clock tower .
Its_just_about_a_daily_event_for_something_to_happ.png,a sign that says `` <UNK> '' in front of a building .
Gilbert_s_Creek_has_a_bridge_out_past_the_golf_cou.png,a group of people sitting on a bench in a park .
a_woman_was_murdered_on_the_19th_floor__Some_say_t.png,a flock of birds sitting on top of a building .
a_ghost_nun_has_been_seen_in_this_building_that_wa.png,a large building with a clock on it
The_White_Lady___Spring_Canyon_Above_Helper_Utah_i.png,a red and white train traveling through a forest .
Hogle_Hall___3rd_floor__bathroom_sinks_go_off_and.png,a bathroom that has a sink and a toilet in it
There_is_a_little_graveyard_just_outside_of_Waco_i.png,a row of park benches in a park .
The_Community_building_is_where_the_town_used_to_h.png,a house with a house in the background .
All_the_employees_of_this_theatre_are_scared_to_de.png,a room filled with lots of tables and chairs .
Hollomans_Road_is_a_small_dirt_road_that_curves_be.png,a red fire hydrant sitting on the side of a road .
was_built_as_an_upscale_replica_to_the_owners_dist.png,a man sitting on a bench in a park .
Where_the_battle_of_Shermann_was_located__hear_chi.png,a black and white photo of a person on a laptop .
A_building_formerly_owned_by_Fred_Jones__One_night.png,a group of people standing next to a train .
After_hours_people_have_spotted_the_ghost_of_a_tal.png,a close up of a pair of scissors
haunted_by_an_unidentified_woman_.png,a large building with a clock on it .
It_is_said_that_there_is_a_headless_woman_that_wal.png,a black and white photo of a man on a cell phone .
Troxxel_Hall_Dormitories___Legend_has_that_a_girl.png,a laptop computer sitting on top of a desk .
Housing_Area_downtown____a_house_in_that_area_is_k.png,a view of a city skyline from the airport .
The_ghost_of_another_music_professor_has_been_seen.png,a picture of a baseball player holding a baseball bat .
There_has_been_descriptions_of_black_dogs_roaming.png,a black dog running with a frisbee in its mouth .
in_this_church_you_can_here_noises_at_night__there.png,a large clock mounted to the side of a building .
Shut_down_many_years_ago__Occurrences_started_happ.png,a large building with a large clock tower .
Ghosts_have_been_reported_to_haunt_the_area_and_ho.png,a large building with a clock tower on top of it .
if_you_work_night_shift__12_00_8_00am_you_see_a_fi.png,a black and white photo of a person on a laptop .
Samuel_Read_Hall___Residence_Hall___Rumored_to_be.png,a tall building with a clock on top of it .
Drums_are_heard_at_night_coming_from_deep_within_t.png,a collage of photos of a bathroom with a toilet
Located_on_Mount_Anthony__There_are_great_photos_o.png,a couple of animals that are standing in the grass .
Reports_of_malfunctioning_equipment___the_elevator.png,a close up of a person holding a cell phone
in_the_rock_formation__Ruby_s_Drapery___and_in_the.png,a close up of a stuffed animal on a bed
When_your_driving_down_that_road_it_starts_to_curv.png,a man is taking a picture of himself in the mirror .
Used_to_be_an_opera_house_before_the_motion_pictur.png,a clock on the wall in a room .
Around_1982_there_was_a_little_girl_named_Gracie_s.png,a clock on a building with a sky background
the_blinds_go_up_and_down_in_the_second_floors_nur.png,a sign that is hanging on a wall .
Main_Hall___unexplained_occurrences_include_blood_.png,a black and white photo of a clock tower .
at_12_03_A_M__on_a_Saturday_night_in_Lula_you_can.png,a man in a hat is holding a teddy bear .
This_movie_theater_closed_in_the_1980_s__Former_em.png,a double decker bus driving down a street .
In_the_90_s_a_lady_was_decapitated_by_her_boyfrien.png,a black and white photo of a person on a laptop .
Old_Pali_Road___People_have_seen_a_huge_ghostly_wh.png,a building with a large building in the background
Built_over_an_ancient_Hawaiian_Heiau__place_of_wor.png,a bench sitting in the middle of a park .
In_the_early_1900_s_this_place_burned_down_and_too.png,a building with a clock on the front of it .
numerous_spirits_have_been_seen_in_this_building_.png,a large building with a large clock on it .
Cold_spots___feeling_of_someone_watching_you__Ther.png,a sign hanging from the ceiling of a building .
Most_people_get_a_bad_feeling_just_looking_at_this.png,a black and white photo of a person on a laptop .
Every_full_moon_by_the_old_fort_you_can_hear_the_s.png,a person holding a pair of scissors in their hands .
a_friendly_ghost_of_a_young_women_haunts_the_Gover.png,a clock on a pole on a city street
One_of_the_dorms_on_the_main_campus_is_haunted_by.png,a room filled with lots of furniture and a tv .
In_the_Theater_and_the_parking_lot__where_several.png,a train station with a train on the tracks .
Once_there_was_a_beautiful_woman_that_was_killed_i.png,a woman standing next to a man in a room .
Have_witnessed_footsteps__elevators_starting_on_th.png,a black and white photo of a street sign
It_is_said_that_there_was_a_man_working_on_the_ups.png,a picture of a very nice looking room .
It_is_said_long_ago_a_boy_swinging_in_right_swing.png,a man swinging a tennis racquet on a tennis court .
Woman_in_red_dress_is_said_to_haunt_top_floor__Str.png,a man riding a skateboard down the side of a ramp .
Athletic_Department___one_day_after_school_the_foo.png,a large white clock on top of a building .
Under_Main_street_in_Plattsmouth_there_are_brick_t.png,a fire hydrant is on the side of a building .
the_land_belonged_to_a_farmer_who_had_his_head_cut.png,a picture of a man in a suit and tie .
The_sight_of_a_major_civil_war_battle__many_trench.png,a horse standing in front of a house .
Gordy_Hall___the_unexplained__mangled_man__in_Gord.png,a man in a suit and tie holding a microphone .
Camp_Lulu_was_a_camp_for_young_kids_until_it_was_c.png,a black and white photo of a building
Billy__a_student__was_playing_the_Phantom_in_the_P.png,a man is standing in front of a refrigerator .
Neihardt_Hall___which_is_haunted_by_Cora__a_young.png,a black and white photo of a person on a laptop .
Apparently_it_was_shut_down_in_the_70_s_after_7_el.png,a blue and white sign with a clock on it
There_are_four_houses_that_are_haunted__In_one__Si.png,a birthday cake with a train on it
Redstone_Hall__dormitory____has_an_intermittent_gh.png,a large clock mounted to the side of a building .
Has_been_mistaken_for_the_Old_Buford_Hospital__Thi.png,a living room with a couch and a table
there_are_people_yelling_and_throwing_thing_down_t.png,a group of people standing next to each other .
The_building_is_now_torn_down__but_it_is_said_that.png,a building with a clock on the side of it .
next_to_the_Cocheco_River___Many_years_ago_the_mil.png,a red fire hydrant in front of a building .
in_the_1950s_there_was_a_family_that_lived_in_a_ma.png,a man sitting on a bench in front of a building .
Theater_is_housed_in_what_was_once_a_warehouse__pr.png,a building with a clock on the side of it .
Mines_were_created_over_a_hundred_years_ago__They.png,a clock hanging from the side of a building .
Haunted_by_38_known_ghosts__including_Teddy_Roosev.png,a large building with a clock on it .
The_Pali_Lookout___People_have_reported_seeing_the.png,a large body of water with a sky background
A_mysterious_fireball_appears_from_a_nearby_cemete.png,a black and white photo of a person on a laptop .
The_oldest_house_in_Rockdale_county_is_still_stand.png,a man sitting on a bench in front of a building .
It_is_the_third_bridge_off_Whitesville_Road_deep_i.png,a bench sitting in the middle of a forest .
a_man_was_building_a_nursing_home_for_his_sick_mot.png,a man standing in front of a building .
The_old_Montana_Prison__The_last_prisoners_were_ta.png,a black and white photo of a train station .
ghost_of_old_school_worker_who_died_when_she_fell.png,a picture of a sign that reads `` <UNK> '' .
A_man_ghost_and_the_sounds_of_Indian_drums_that_yo.png,a black and white photo of a black and white cat
When_you_park_between_the_trees_facing_the_cemeter.png,a car is parked in front of a bus .
Hundreds_of_people_have_witnessed_a_ghostly_light.png,a wooden bench sitting in front of a window .
Located_on_Highway_21_basically_in_a_field_of_cows.png,a red stop sign sitting on the side of a road .
It_is_located_off_of_Salem_Church_Road_which_is_of.png,a house that has a house in the background .
ghost_of_Queen_Liluokalani_haunts_this_building___.png,a large building with a clock on it .
Apparently_there_was_a_little_boy_back_in_the_day.png,a man standing next to a woman in front of a building .
Voices_and_footsteps_heard_at_night__Doors_closing.png,a room with a fireplace and a television .
the_ghost_of_Miss_Suzette_still_walks_across_the_s.png,a pair of scissors sitting on top of a table .
There_is_a_large_mirror_above_the_front_door_along.png,a clock on a wall in a room
opened_in_October_1925__crying_and_shadows_on_10th.png,a black and white photo of a large building .
David_dorm____is_haunted_by_Indians__When_the_dorm.png,a woman is holding a pair of scissors .
The_Bell_Tower___years_ago_the_school_had_a_bell_t.png,a clock on the side of a building .
HWY_59___When_they_were_building_the_new_plant__th.png,a train station with a train on the tracks .
The_train_tracks___In_the_20_s_a_bus_full_of_kids.png,a tv sitting on top of a wooden shelf .
The_night_shift_has_heard_voices__and_footsteps__M.png,a black and white photo of a person on a laptop .
from_time_to_time_there_has_been_weird_stuff_going.png,a picture of a clock on a wall .
Very_haunted__Most_of_the_haunting_takes_place_in.png,a street sign with a building in the background
During_the_night__and_sometimes_during_the_day__yo.png,a large white and white clock on a table .
It_is_said_that_Eagle_Stadium_is_haunted_by_an_ex_.png,a man standing on top of a train .
It_is_said_to_be_told_that_if_you_go_into_the_girl.png,a close up of a person holding a baseball bat
Averill_Stand_Historic_Site_was_built_in_1787__and.png,a large clock tower towering over a lush green field .
There_is_a_hallway_by_the_south_doors_where_the_ja.png,a close up of a train on a train track
There_is_said_to_be_an_orb_of_light__hovering_over.png,a black and white photo of a street sign
Bruce_Hall___There_is_a_spirit_of_a_pregnant_women.png,a woman wearing a tie and a hat .
Kahala_Mall___In_the_newspaper_several_years_ago_t.png,a black and white photo of a person on a laptop .
Scores_of_people_report_seeing_a_small_boy_crying.png,a young boy is playing a video game .
Apon_entering_the_cemetery_at_night_a_feeling_of_b.png,a black and white photo of a clock tower .
Earth_High_School___Many_Students_that_have_attend.png,a large group of clocks on a wall .
The_ghost_of_an_old_owner_is_seen_in_the_storage_b.png,a clock on the side of a building
