Filename,Caption
It_is_said_that_a_woman_who_was_stood_up_at_the_al.png,a black and white photo of a man in a bathroom .
The_fourth_floor_of_the_south_wing_is_said_to_be_h.png,a large group of people standing around a table
A_ghost_of_a_dead_soldier_walks_through_the_church.png,a red and white cake sitting on top of a table .
There_is_an_old_house_across_from_a_bar_in_Lockpor.png,a building with a clock on the wall
This_bridge_is_located_about_five_miles_south_of_B.png,a view of a train station with a train passing by .
No_electricity_runs_into_this_building__however__l.png,a red brick building with a large clock tower .
It_is_said_that_back_in_the_early_1900_s_that_a_fi.png,a group of people sitting at a table with a laptop .
There_was_a_worker_that_died_in_this_mine_due_to_a.png,a black and white photo of a person on a laptop .
3_325_at_Bco_barracks_is_haunted__the_first_floor.png,a view of a building with a clock on it .
The_military_finance_building___used_to_be_a_surgi.png,a large building with a clock tower on top of it .
a_ghost_has_been_seen_near_the_location_of_the_old.png,a plane flying over a large body of water
One_If_By_Land__Two_If_By_Sea_Restaurant___Once_a.png,a window in a room with a window
There_are_several__seemingly__unrelated_stories_ab.png,a group of people standing next to each other .
Supposedly_haunted_by_a_women_who_was_harassed_by.png,a man is holding a video game controller
Ghostly_woman_appears_over_lake__near_railroad_tra.png,a person is riding a skateboard on a ramp .
Before_the_old_elementary_school_had_burned_down_i.png,a large group of ties hanging from a ceiling .
This_place_use_to_be_a_boarding_house_when_it_was.png,a red and white double decker bus parked in front of a building .
Narrow_s_Road_is_a_winding_back_road__In_the_1950_.png,a man riding a skateboard down the side of a ramp .
This_is_the_burial_site_of_Edgar_Cayce__A_civil_wa.png,a tall clock tower with a sky background
The_old_dormitory_that_is_now_being_used_as_wareho.png,a red and white cake sitting on top of a table .
Larry_the_janitor_was_it_the_boiler_room_for_the_s.png,a man standing in front of a tv holding a wii controller .
The_Five_Bridges_Ghosts___In_the_early_1900_s_a_ma.png,a row of ties hanging from a ceiling .
Hester_Hall___In_1998_there_was_a_fire_in_Hester_h.png,a group of people standing next to a traffic light .
at_this_place_you_get_a_really_bad_feeling_and_you.png,a large building with a clock on it .
Many_of_the_old_buildings_on_campus_are_said_to_be.png,a man standing in front of a tall building .
You_can_still_hear_the_whispering_and_screaming_of.png,a train that is on a train track
The_cemetery_is_haunted_by_a_young_lady_who_was_st.png,a table with a bunch of items on it
On_their_wedding_night__a_bride_and_her_groom_got.png,a close up of a person holding a baseball glove
apparitions__noises_and_voices_are_all_observed_he.png,a black and white photo of a person on a laptop .
There_is_a_seat_that_they_do_not_sell_the_ticket_f.png,a man standing next to a stop sign .
Employees_and_customers_have_witnessed_TV_sets_and.png,a black and white photo of a person on a laptop .
Radios__light_s_would_turn_of_you_can_feel_cold_sp.png,a person is holding a video game controller
It_was_built_back_in_the_revolutionary_war_period.png,a black and white photo of a person on a laptop .
This_is_where_Sweet_Hollow_Road_leads_to__well__in.png,a view of a city street from a window .
Tunnel_Hill___Tunnel_Hill_is_located_a_couple_of_m.png,a close up of a train on a train track
Often_at_night_when_the_store_is_closed_flashes_of.png,a black and white photo of a person on a laptop .
When_this_small_town_was_founded_in_the_late_1700_.png,a red and white fire hydrant sitting in front of a building .
Forsyth_County___In_the_early_90_s_a_young_man_com.png,a group of people standing in front of a building .
The_Jewish_cemetery_is_over_a_century_old__and_has.png,a large clock tower towering over a city .
The_previous_residents_have_stayed_here_to_haunt_i.png,a laptop computer sitting on top of a table .
Hill___There_is_a_hill_that_is_almost_perfectly_do.png,a black and white photo of a person on a snowboard .
Years_ago_a_little_girl_was_left_or_her_parents_fa.png,a black and white photo of a person on a laptop .
tugs_point___you_hear_horses_and_wagons_coming_dow.png,a close up of a pair of scissors
Witnesses_report_flashing_lights__the_scream_of_a.png,a row of parking meters sitting next to each other .
Brockway_Hall___Ghost_named_Anton_seems_to_appear.png,a bathroom with a sink and a mirror
At_the_park_in_Coats__There_is_this_trail__If_you.png,a black and white photo of a person on a laptop .
It_is_a_restaurant_that_used_to_be_a_tavern__Emplo.png,a display case with many different types of cakes .
In_the_theatre_lighting_booth_an_old_light_tech_ha.png,a night view of a clock tower in the night .
a_ghostly_little_girl_has_been_seen_running_throug.png,a bunch of different colored frisbees in a field .
Connecticut_Hill___Orbs_of_light__human_shapes__mi.png,a close up of a mirror on a wall
Octagon_House_was_once_used_to_hide_slaves_as_part.png,a sign that is on the side of a building .
Woodland_Hills___While_driving_on_one_of_the_roads.png,a clock on a tower with a sky background
Tapping_on_the_window__scratching_at_the_door__the.png,a black and white photo of a person on a laptop .
Residents_of_the_Eastbrook_apartments_have_heard_l.png,a train traveling down tracks next to a train station .
This_very_old_home_was_built_around_the_1950_s__Ri.png,a house that has a bench in front of it .
DiSciascio_s_is_an_Italian_restaurant_in_a_very_ol.png,a picture of a man in a suit and tie .
This_Inn_was_certified_haunted_by_Wisconsin_Ghost.png,a group of people standing outside of a building .
Many_residents_of_apartment_complex_have_told_that.png,a group of people standing on top of a wooden bench .
An_old_abandon_house__downstairs_lies_an_old_piano.png,a stack of suitcases stacked on top of each other .
There_s_an_old_farm_house_in_Lindsborg_that_no_one.png,a red and white fire hydrant sitting in a field .
LeHunt_is_an_old_abandoned_cement_plant_outside_of.png,a black and white photo of a person on a laptop .
Located_on_Seneca_Turnpike__Rt__173__south_of_the.png,a black and white photo of a baseball bat .
In_1975__it_is_said_that_a_young_boy_died_in_the_s.png,a black and white photo of a person on a laptop .
It_has_been_said_that_about_10_years_or_more_ago_.png,a group of stuffed animals sitting on top of a table .
American_Museum_of_the_Moving_Image___Foot_steps_f.png,a street sign on a pole on a city street
the_lodge_is_haunted_by_a_friendly_woman__you_can.png,a black and white photo of a person on a laptop .
Waterfield_Hall___On_the_Third_floor_in_room_358_y.png,a close up of a pair of scissors
The_legend_goes_that_the_pastor_of_the_church__man.png,a black and white photo of a person on a laptop .
built_over_partially_or_very_near_an_Indian_war_an.png,a close up of a clock on a table
It_s_said_that_the_house_is_haunted_by_Redcoats__w.png,a clock tower with a clock on it
people_say_there_was_a_man_about_6_0__feet_tall_we.png,a person holding a cell phone in their hand .
an_unidentified_ghost_has_been_seen_on_the_lower_f.png,a bunch of different types of clocks on display
There_have_been_sightings_of_a_woman_standing_in_t.png,a man is talking on his cell phone .
When_Norfolk_Southern_began_expansion_into_the_sou.png,a train traveling down tracks next to a forest .
In_the_little_kids_playground__through_the_gates_.png,a large clock tower towering over a city .
Old_Army_Hospital___In_the_back_of_the_property_is.png,a bus is parked on the side of the road .
Pavilion_In_the_pavilion_net_to_the_Meridian_river.png,a view of a fence from a building .
Late_at_night_somebody_prepares_pizza_crust__It_ha.png,a wooden table with a clock on top of it .
The_old_high_school_in_Oneida_is_boarded_up_but_in.png,a picture of a tv screen with a clock on it .
Owned_by_Mr____Mrs__Phelps___daughter_Sybil__The_p.png,a group of people standing next to each other .
Apparition_of_the_original_owner_is_reported_.png,a group of people standing next to each other .
Years_ago_two_boys_were_hit_by_a_car_on_this_road.png,a close up of a luggage bag on a table
it_is_very_very_haunted__In_the_1st_floor_men_s_ro.png,a red stop sign sitting on the side of a building .
In_one_of_the_guest_cottages_one_street_back_from.png,a large window with a clock on it .
Some_say_that_in_the_girls_locker_room_you_can_hea.png,a bunch of urinals that are in a building .
Collins_Auditorium___Student_and_faculty_had_repor.png,a group of people sitting in a room .
It_is_said_that_late_at_night_after_closing_time_.png,a pair of scissors sitting on top of a table .
After_School_hours__there_have_been_numerous_sight.png,a picture of a television with a picture of a man on it .
Back_in__96_a_man_was_found_dead_in_his_pickup_tru.png,a picture of a person holding a cell phone .
Cazenovia_is_a_small_town_to_the_south_east_of_Syr.png,a man in a red shirt and a red hat
The_cemetery_described_on_church_road_is_a_favorit.png,a red fire hydrant sitting in the middle of a field .
Haunted_by_numerous_spirits_that_were_killed_there.png,a large building with a clock on it .
When_You_Go_To_The_Down_Stairs_Bathroom_You_hear_f.png,a woman is standing in front of a refrigerator .
It_is_said_that_a_drifter_through_town_drowned_in.png,a black and white photo of a city street .
A_woman_in_a_flowing_white_bridal_gown_has_been_se.png,a man riding a skateboard down a street .
There_are_reports_that_a_figure_can_be_seen_walkin.png,a large building with a clock on the side of it .
This_husband_brutally_murdered_his_wife_in_the_woo.png,a black and white photo of a person on a laptop .
Ladysmith_high_school___Sometimes_kids_say_they_ar.png,a large clock tower towering over a city .
Keating_Hall___3rd_Floor___Reports_of_being_touche.png,a microwave oven sitting on top of a counter .
Lyons___The_4th_floor___allegedly_haunted_by_a_nun.png,a room with a clock on the wall
Several_of_the_statues_bleed_from_their_eyes_and_t.png,a black and white photo of a person on a laptop .
Geneseo___Monroe_Hall___A_6_year_old_boy_who_was_b.png,a large white building with a clock on it 's side .
on_the_8th_floor__in_the_hotel___the_storage_floor.png,a room with a bed and a window
When_driving_by_the_Troy_Country_Club_at_night_the.png,a large building with a clock on it .
The_old_Davis_hospital_which_is_empty_is_haunted_b.png,a room with a bed and a window
Many_years_ago__a_man_who_worked_at_the_high_schoo.png,an airplane is parked on the tarmac at an airport .
St__Demetrios_Greek_Orthodox_School___A_young_boy_.png,a group of people standing outside of a building .
The_screams_of_a_small_boy_can_be_heard_coming_fro.png,a close up of a train on a train track
still_stands_and_in_use_as_a_retirement_home_for_o.png,a large clock tower towering over a city .
In_the_auditorium_it_is_noted_that_a_ghost__Rupert.png,a room filled with lots of luggage and lots of luggage .
People_say_that_at_night_you_can_drive_by_and_you.png,a close up of a person holding a cell phone
It_s_a_cemetery__when_it_gets_dark_out_sources_hav.png,a man sitting on a bench in a park .
There_was_a_school_bus_of_children_that_were_hit_b.png,a red and white train on a train track .
When_Ryle_high_school_was_being_built__there_was_a.png,a large group of people standing in a room .
It_is_said_that_many_people_go_to_this_location_ju.png,a black and white photo of a person on a laptop .
In_the_area_of_Valley_Stream_which_is_adjacent_to.png,a tv sitting on top of a wooden bench .
This_story_may_not_be_completely_accurate___Before.png,a pair of scissors sitting on top of a table .
It_has_been_said_that_at_night_when_no_one_is_in_t.png,a picture of a sign on a wall .
The_S_S__The_Sullivans____This_ship_was_named_afte.png,a large white boat sitting on top of a beach .
Every_morning_when_the_librarians_come_in_they_fin.png,a sign that reads `` <UNK> <UNK> <UNK> '' .
Building_now_torn_down__footsteps_used_to_be_heard.png,a building with a red brick wall and a white door .
employees_of_the_gift_shGp__located_in_Wilmington_.png,a man in a suit and tie standing in a room .
noises_and_generally_bad_feelings_such_as_children.png,a group of people standing in front of a building .
Pactolus_Light_is_the_railroad_tracks_use_to_run_t.png,a group of people standing next to each other .
On_one_occasion_it_was_reported_that_disembodied_f.png,a man in a suit and tie holding a sign .
on_the_k_state_campus_is_haunted_by_several_ghosts.png,a person standing in a field with a kite
Lights_can_be_seen_across_a_railroad_track_.png,a person jumping a skate board in the air
Russellville___Off_of_old_Russellville_rd__There_i.png,a red fire hydrant sitting in the middle of a field .
Long_abandoned_cemetery_about_200_yards_off_of_the.png,a fire hydrant in the middle of a field .
Eagles_Club___This_building_built_in_the_late_20_s.png,a large building with a clock on it
Cemetery_of_unknown_background__or_history__Balls.png,a large building with a clock on the top .
Things_fly_off_the_walls_out_of_the_blue_during_th.png,a clock tower in the middle of a city .
It_is_said_that_on_the_stroke_of_midnight_the_terr.png,a black and white photo of a person on a laptop .
green_hand_stalking_people__reports_of_tall_men_in.png,a television that is sitting on a wall .
Fear_engulfs_you_as_you_approach_the_building__Noi.png,a room that has a television and a table in it
The_High_School_is_less_than_two_blocks_from_the_m.png,a large building with a large clock on it .
Old_army_barracks__Ghostly_sounds_have_been_heard.png,a tall building with a clock on it .
Reports_of_lights_turning_on_and_off_in_the_baseme.png,a black and white photo of a person on a laptop .
GE_Plastics___The_site_of_GE_in_Selkirk_used_to_be.png,a train traveling over a bridge over a river .
The_Latta_Family_used_to_live_in_the_Latta_Plantat.png,a red and white fire hydrant in front of a building .
Oliver_House___1700_s_home_in_historic_downtown_Ne.png,a suitcase that is sitting on the floor .
Brookstown_Inn_Hotel___In_several_rooms_of_the_inn.png,a street sign on a pole on a city street
Visitors_claim_that_they_have_seen_strange_fog_and.png,a pair of scissors sitting on top of a table .
The_hallways_are_haunted_and_it_feels_like_someone.png,a clock on the side of a building
Tompkins_Hall___The_empty_room_on_the_fourth_floor.png,a train station with a train on the tracks .
Salem_College_for_Women___Gramley_Dorm___Located_r.png,a large building with a clock on it .
It_is_said_that_a_lady_died_on_this_road_a_long_ti.png,a person is flying a kite in a field
Ball_Hall___Said_to_be_haunted_by_George_H__Ball_.png,a view of a room with a bed and a table .
A_young_girl_who_haunts_the_holiday_inn_next_door.png,a black and white photo of a person on a laptop .
The_Science_Hall_on_Campus_is_said_to_be_haunted_o.png,a display case filled with lots of different colored vases .
Archer_Hall___It_is_rumored_that_a_room_on_the_fir.png,a clock on a wall in a room
Sounds_of_doors_shutting_and_often_doors_will_reop.png,a group of people standing next to each other .
This_Inn_was_originally_home_to_the_Danforths__a_p.png,a group of people standing on top of a lush green field .
This_house_was_rebuilt_about_3_times_and_has_been.png,a red and white fire hydrant in front of a building .
Toward_the_back_of_the_park__park_your_car_and_sta.png,a clock tower in the middle of a park .
The_old_county_poor_farm_and_insane_asylum_has_had.png,a clock tower in the middle of a park .
This_is_one_of_the_oldest_cemeteries_in_Coffeyvill.png,a clock on a building with a sky background
20_to_25_year_ago_a_man_was_killed_in_a_car_accide.png,a black and white photo of a person on a laptop .
Old_civil_war_mansion___was_part_of_the_Undergroun.png,a room with a bed and a painting on the wall
Alumni_House___This_house_once_belonged_to_a_farmi.png,a group of people standing in front of a clock .
The_Night_Watchman___Brutally_murdered_as_a_young.png,a man riding a skateboard down the side of a ramp .
There_are_rumors_of_sacrifices_held_at_the_bridge_.png,a blue and white sign with a train on it
Cemetery_for_confederate_soldiers__When_you_go_to.png,a fire hydrant in the middle of a street .
When_in_this_church_day_or_night_you_can_see_shado.png,a room filled with lots of furniture and a tv .
Sigma_Nu_Fraternity____Apparently_the_ghost_of_the.png,a clock tower in the middle of a city .
The_store_is_haunted_by_a_man_who_died_in_the_stor.png,a large clock on the side of a building .
German_Cemetery___This_is_an_old_Catholic_cemetery.png,a tall clock tower with a sky background
Young_female_spirit_breaking_dishes__standing_in_t.png,a black and white photo of a sign
behind_the_football___field_of_the_school_is_a_gra.png,a group of people standing in a room .
A_man_named_that_used_to_live_in_this_house_is_sai.png,a man is standing in front of a building
Murdered_by_his_wife_s_lover__a_coal_miner_on_an_o.png,a couple of men standing next to each other .
In_the_early_1900a__a_young_woman_named_Charlotte.png,a black and white photo of a person on a laptop .
there_is_a_dark_man_that_runs_in_front_of_your_car.png,a man is standing in front of a building
Gillespie__Johnson__Hall___CC_is_a_small_school___.png,a group of red and yellow fire hydrants .
there_is_a_small_area_off_the_main_highwa_called_H.png,a clock on the wall of a building .
The_ghost_of__pinky__a_dead_actor_can_be_heard_bac.png,a black and white photo of a person on a laptop .
It_is_said_that_a_woman_killed_herself_by_jumping.png,a large building with a clock on it .
The_college_radio_station__WSIA__has_had_reports_o.png,a group of people standing next to each other .
Lounge____sometimes_you_can_see_people_from_the_ea.png,a man sitting on top of a bench next to a sign .
The_Lady_In_White____is_of_also_known_as__Mary___M.png,a statue of a man standing in front of a building .
orbs_of_light__green_glows__feeling_of_being_grabb.png,a computer monitor sitting on top of a wooden desk .
At_old_Jeffersonville_church_3_girls_got_raped_and.png,a table with a bunch of items on it
Creek_road_is_a_spooky_back_road_in_Chittenango__y.png,a man riding a skateboard down a street .
ghostly_figures_walking_threw_the_forest_at_midnig.png,a black and white photo of a group of giraffes .
Dale_apartments___Tenants_describe_shadow_phenomen.png,a bathroom with a mirror and a sink
In_the_Basement_you_get_creepy_feelings__The_light.png,a dark night stand with a clock on the wall .
Aurora_Concept___Aurora_Concept_now_a_Rehab_was_on.png,a red and white fire hydrant sitting in front of a building .
Custer_House___Custer_Haunts_the_recently_rebuilt.png,a building with a clock on the top of it .
October_2007_Submission_removed__False_story.png,a black and white photo of a person on a laptop .
a_9_year_old_girl_named_Lisa_is_said_to_haunt_this.png,a large group of ties hanging from a ceiling .
Late_at_night_an_image_of_a_rail_road_worker_can_b.png,a group of people standing in front of a train .
There_is_a_spirit_of_a_man__who_sets_off_the_alarm.png,a black and white photo of a person on a laptop .
Just_off_of_this_road_named_Fox_Crossing_Road_lies.png,a kite flying in the air near a building
their_have_been_pictures_taken_in_the_auditorium_w.png,a bunch of different colored ties hanging on a wall .
This_building__built_around_1910__is_haunted_by_th.png,a large building with a clock on it .
Lilly_Hall___Second_Floor_Suite_Strange_and_unusua.png,a clock on a wall next to a window
Larned_State_Hospital_s_Dillon_Building_is_haunted.png,a room with a bed and a window
there_has_been_sounds_and_things_getting_thrown_ar.png,a black and white photo of a person on a laptop .
the_McMillan_hotel_was_built_in_1887__the_first_ow.png,a group of people standing next to each other .
There_is_a_path_off_of_Castle_Road_that_leads_to_p.png,a black and white photo of a city street .
Anyone_who_has_been_alone_in_the_areas_of_the_Audi.png,a row of wooden benches sitting next to each other .
On_rainy_or_foggy_nights_a_woman_can_be_seen_eithe.png,a woman in a red dress holding an umbrella .
Rhodes_Harlin_Hall___is_haunted_by_a_girl_who_jump.png,a red fire hydrant sitting in front of a building .
Pocahontas_Hall___is_the_freshmen_girls_dormitory.png,a person standing in front of a tv in a room .
many_of_the_towns_children_hear_strange_noises_com.png,a clock that is sitting on a table .
Across_from_Heaven_Hill_distillery__is_the_old_Smi.png,a large building with a clock on the front of it .
Just_off_of_Brooks_Road__just_before_you_cross_the.png,a picture of a man in a suit and tie .
If_you_walk_up_the_train_tracks_about_a_mile_you_w.png,a view of a bench from a window .
A_young_boy_died_driving_drunk_when_he_was_only_a.png,a man is standing in front of a building
there_had_been_reports_of_the_elevator_stopping_al.png,a laptop computer sitting on top of a table .
The_pizza_parlor_in_the_old_Stonewall_Inn_is_accep.png,a bunch of different colored ties hanging from a wall .
South_Campus___this_school_has_many_haunted_places.png,a clock tower in the middle of a park .
Haunted_slave_house___in_the_Henry_Hudson_park__th.png,a picture of a clock on a wall .
_The_Brown_Lady__as_she_is_most_commonly_called_ha.png,a group of people standing next to each other .
This_house_shares_ground_with_a_neighboring_cemete.png,a red and white fire hydrant sitting in front of a building .
After_dark_a_ghost_of_a_little_girl_comes_out_and.png,a sign on a pole on a city street .
January_2006__New_information_has_been_issued_for.png,a black and white photo of a person on a laptop .
On_a_Saturday_night_back_in_the_50_s_a_truck_drive.png,a close up of a clock on a table
Long_after_midnight__especially_on_Halloween__many.png,a group of people sitting at a table in a restaurant .
balls_of_light_and_blood_stains_that_can_t_be_wash.png,a close up of a bunch of different colored balls
sounds_of_the_man_who_was_killed_and_rolled_of_the.png,a computer monitor sitting on top of a wooden desk .
Sightings_of_ghosts_by_staff_members_.png,a bed with a blue and white striped bedspread .
Greensburg_has_the_oldest_courthouse_in_Kentucky_.png,a group of people standing in front of a building .
The_spirit_of_the_wives_of_the_soldiers_who_were_k.png,a television screen is on the wall of a room .
This_cemetery_was_moved_when_I_75_came_through_Wil.png,a park bench in the middle of a park .
Walking_through_there_on_a_clear_night__there_is_s.png,a group of people standing next to each other .
Its_a_spot_thru_the_years_that_a_lot_have_people_h.png,a close up of a clock on a building
Former_ATSF_train_station_reportedly_haunted_by_at.png,a train on a track near a building
For_years_people_have_been_hearing_organ_music_com.png,a row of different colored vases on display .
Built_on_a_ancient_Indian_burial_ground__In_the_mi.png,a large long train on a steel track .
Old_Gym___The_Gym_use_to_have_a_old_Morgue_for_Man.png,a black and white photo of a person on a laptop .
in_bathroom_every_night_girl_with_blonde_hair_and.png,a black and white photo of a person on a laptop .
Many_years_ago_people_were_murdered_in_the_park_an.png,a black and white photo of a person on a laptop .
At_two_different_places_on_the_blue_ridge_parkway.png,a tv sitting on top of a wooden stand .
Cottages_1_2_4_and_10___Various_noises_late_at_nig.png,a group of people standing next to each other .
The_band_room_is_told_to_be_haunted__Many_students.png,a clock on a table in a room .
On_the_north_side_of_the_Tonawanda__in_the_City_of.png,a person on a surfboard in the water .
Keating_Hall___Auditorium___there_is_a_staircase_a.png,a bunch of vases that are on a table .
Reports_of_strange_balls_of_lights_.png,a pair of scissors sitting on top of a table .
many_people_have_said_before_or_after_a_show_they.png,a pile of luggage sitting next to each other .
There_is_a_tree_in_the_middle_of_the_road_in_Wilde.png,a picture of a kite flying in the air .
Backstage_of_the_auditorium__the_stairs_leading_up.png,a window with a vase of flowers on it
Salem_College_for_Women___Fine_Arts_Center___There.png,a large clock on a wall in a room .
Spring_Hill_House___This_house_was_originally_priv.png,a large building with a clock on it .
When_they_were_redoing_the_cafeteria_a_worker_got.png,a bunch of different colored ties hanging on a wall
Cortland___Each_year_in_the_Clark_dorm_building__a.png,a view of a building with a clock on it .
Off_Hwy_30_on_Hwy_577_in_Annville_in_Jackson_count.png,a red brick building with a red fire hydrant .
You_can_hear_strange_noises_and_books_fall_off_the.png,a black and white photo of a person on a laptop .
A_strange_white_apparition_has_been_known_to_chase.png,a black and white photo of a person on a laptop .
This_restaurant_sits_on_an_Indian_Burial_Ground__T.png,a clock on the side of a building .
Keating_Hall___basement___This_building_is_not_ori.png,a television that is sitting on a wall .
St__John_s_cemetery___Sounds_coming_from_no_where_.png,a giraffe standing next to a tree in a park .
A_cemetery_where_many_of_the_graves_date_back_to_t.png,a black and white photo of a person on a laptop .
Helm_Library___is_known_to_be_haunted_by_a_student.png,a room filled with lots of wooden furniture .
Numerous_reports_since_the_1920s_of_students_seen.png,a group of people standing next to a building .
In_the_basement_there_is_an_elevator_that_leads_to.png,a group of people standing in front of a building .
The_Ghost_of_TheodosBurr___Theodoswas_lost_in_a_sh.png,a close up of a person holding a pair of scissors
Ghost_of_Clarence_Keyes_has_been_seen_sitting_at_a.png,a clock that is sitting on a table .
Once_a_bar_stood_in_this_location__the_bar_is_gone.png,a group of people standing next to each other .
McClean_Hall____McClean_Hall_on_campus_is_supposed.png,a large building with a clock on it .
St__Anthony_s_Hospital___Update__Has_since_been_to.png,a large building with a clock on it .
Sherwin_Williams_Paint_Store___it_is_said_that_the.png,a close up of a person holding a cell phone
It_has_been_said_that_it_was_an_Indian_burial_grou.png,a group of people standing around a tennis court .
Believed_to_be_haunted_by_the_original_owners___th.png,a large white cake sitting on top of a table .
