Filename,Caption
An_old_woman_used_to_live_here_and_take_care_of_th.png,a black and white photo of a person on a laptop .
The_Story_goes_that_a_woman_had_a_husband_that_was.png,a close up of a person holding a pair of scissors
Barstow_House_____Barstow_House_s_Tourquoise_and_R.png,a large building with a clock tower in the middle of it .
Sightings_of_white_figures__Lots_of_Paranormal_act.png,a group of men standing next to each other .
It_has_said_to_be_a_cemetery_under_some_apartments.png,a sign that is on the side of a road .
this_is_where_a_Spanish_army_fought_and_defeated_a.png,a red fire hydrant sitting in the middle of a forest .
Pardon_Miller_House___RISD_Outer_Housing___is_the.png,a black and white photo of a baseball game .
Hearthstone_Inn___Reports_of_seeing_a_little_girl.png,a sign that says `` <UNK> '' in front of a building .
Sometimes__when_you_are_staying_late_in_the_aftern.png,a red brick building with a clock on it .
Not_far_from_the_local_racetrack_lies_the_site_of.png,a beach with a frisbee on the sand
a_woman_is_sometimes_seen_in_the_second_floor_rest.png,a black and white photo of a fire hydrant
A_woman_has_appeared_standing_near_the_fire_escape.png,a man is standing in front of a mirror
Historic_Benefit_Street__with_it_s_historic_homes_.png,a tall building with a clock on it
Xavier_Hall___Formerly_St__Xavier_Rectory___Studen.png,a tall building with a clock on it
In_the_1950s__after_the_schools_construction__a_gi.png,a train station with a train on the tracks .
Legend_has_it_that_a_couple_was_engaged_many_years.png,a group of people standing next to each other .
at_12_midnight_you_can_see_a_lady_with_two_little.png,a black and white photo of a building with a clock
This_is_the_farm_that_lived_a_family_that_was_murd.png,a house with a tree in the background
Ghostly_figures_have_been_seen_walking_through_the.png,a picture of a clock on a wall .
Tree_that_was_used_to_hang_slaves__They_say_that_i.png,a man standing on top of a lush green field .
Airport___There_is_an_older_gentleman_that_haunts.png,a couple of people standing next to each other .
In_the_old_Police_hall__currently_the_museum__in_t.png,a living room filled with furniture and a fire place .
Along_the_old__Chile_Line__abandoned_Denver_and_Ri.png,a black and white photo of a building
School_house_roads___It_is_said_that_there_are_sev.png,a black and white photo of a building
Sounds_of_a_party_coming_from_an_abandon_area_abov.png,a group of people standing in front of a building .
auditorium___A_lady_died_of_a_heart_attack_and_thi.png,a computer keyboard sitting on top of a wooden desk .
Horse_Thief_Canyon_is_located_west_of_Grand_Juncti.png,a person standing on a rock near a body of water
This_huge__eerie_hotel_built_in_the_early_1900_s_w.png,a group of people standing in front of a store .
Haunted_by_at_least_two_ghosts__One_of_the_ghosts.png,a sign that is on the side of a building .
During_the_building_of_the_Catwalk__a_man_fell_and.png,a black and white photo of a man on a skateboard .
On_a_woman_s_wedding_night_she_was_brutally_murder.png,a red double decker bus parked in front of a building .
This_Inn_was_built_in_1898_and_is_still_open_today.png,a large building with a large clock tower .
At_night_if_you_drive_on_bent_road__and_step_out_o.png,a close up of a mirror on a train
There_was_a_woman_seen_dressed_in_a_simple_brown_d.png,a display of different types of signs on a wall .
In_the_sixties_or_seventies__a_student_hung_hersel.png,a sign that reads `` <UNK> '' on a building .
from_the_porch_you_can_see_ghost_ships_that_sunk_y.png,a building with a window and a clock
Cold_spots___believed_to_be_haunted_by_drama_teach.png,a building that has a clock on the top of it .
It_is_said_that_on_the_third_floor_in_room_394_the.png,a couple of signs that are on a pole .
General_sense_of_foreboding_there__Lights_seen_mov.png,a large building with a clock on it
Keller_Hall___The_bell_tower_of_this_old_and_no_lo.png,a bathroom with a sink and a mirror
Many_strange_things_have_happened_here__There_is_a.png,a picture of a sign that says <UNK> .
The_building_that_now_houses_The_Noose_Bar__which.png,a tall building with a clock on the top of it .
In_the_catacombs__there_is_supposed_to_be_a__Third.png,a black and white photo of a person on a laptop .
Washington_Avenue_Bridge___The_Washington_Avenue_B.png,a train traveling over a bridge over a river .
Back_in_December__1946_a_school_bus_was_hit_by_a_S.png,a double decker bus parked in a parking lot .
apparitions_are_said_to_appear_but_not_confirmed_.png,a group of people standing next to each other .
on_the_third_floor_a_soldier_went_crazy_and_killed.png,a stack of books sitting on top of a table .
The_apartment_is_pretty_old__At_least_four_people.png,a man standing in a room with a skateboard .
There_is_a_mansion_on_S__Ranch_Road_that_was_built.png,a group of people sitting on a bench in front of a building .
In_the_60_s_a_serial_killer_named_Leroy_Martin_mur.png,a close up of a person holding a baseball glove
Reports_of_an_apparition_of_a_woman_wearing_a_whit.png,a statue of a man in a suit and tie
Built_over_one_hundred_years_ago__by_Ben_Tillman_.png,a room with a fireplace and a clock on the wall .
Northern_Greenville_County_near_the_state_line__Ol.png,a lush green field next to a lush green field .
A_railroad_crossing_where_a_school_bus_was_hit_by.png,a train traveling down tracks next to a forest .
Weld_Hall____Weld_Hall_is_the_theater_building_on.png,a large clock mounted to the side of a building .
Red_Rocks_Amphitheater___Apparitions_of_an_old_man.png,a building with a clock on the side of it
This_Bed_and_Breakfast_was_built_in_the_late_19th.png,a building with a window and a clock tower .
The_ghost_of_an_elderly_brother__priest__is_said_t.png,a close up of a bed with many pillows
it_s_said_that_a_long_time_ago__a_little_boy_was_s.png,a black and white photo of a person on a laptop .
a_ghost_of_a_elderly_man_haunts_this_house_.png,a black and white photo of a wooden bench .
William_Baynard_s_funeral_procession_can_be_seen_p.png,a group of people standing next to each other .
If_you_go_up_to_the_Brittany_Hill_Restaurant_after.png,a red and white fire hydrant in front of a building .
The_Castle___Legend_states_that_the_explorer_Jean.png,a clock on the side of a building .
Church_Cemetery_is_haunted_by_a_Confederate_Soldie.png,a red fire hydrant sitting in the middle of a field .
haunted_by_numerous_ghosts_in_various_rooms_.png,a room with a bed and a window
Too_many_things_to_fit_in_this_description__Receip.png,a group of people standing on top of a grass covered field .
If_you_walk_through_it_you_can_feel_people_and_hea.png,a close up of a train on a train track
One_of_the_grave_stones_glows__in_the_spring_for_a.png,a close up of a cell phone on a table
Haunted_by_an_old_man_who_appears_in_dreams__makes.png,a man holding a nintendo wii game controller .
Dead_Mans_Curve____On_the_side_of_the_road_in_dead.png,a person riding a snowboard down a snow covered slope .
There_are_many_unrested_spirits_there_.png,a close up of a pair of scissors
People_who_live_in_the_house_around_this_street_cl.png,a tall building with a clock on it .
It_is_said_to_be_haunted_by_the_ghosts_of_the_fami.png,a large building with a clock tower on top .
Gothic_Ballroom____there_are_2_Chairs_in_the_have.png,a wooden table with a clock on it .
The_infamous_house_of_Margaret_Brown_is_haunted__a.png,a group of people standing in front of a microphone .
The_site_of_the_Sand_Creek_Massacre_is_long_believ.png,a large clock tower towering over a city .
The_ghost_of_Sue_Howard_who_s_baby_died_still_haun.png,a woman standing in a room with a wooden frame .
Willard_Dormitory___Supposedly_a_student_jumped_ou.png,a large building with a large clock on it 's side .
McDonalds___Currently_during_business_hours_employ.png,a black and white photo of a person on a laptop .
Cheeseman_park_was_the_cemetery_for_Denver_and_the.png,a close up of a person holding a wii remote
Booger_Jim_lives_under_the_bridge__He_died_on_the.png,a picture of a man in a suit and tie .
Alfred_Packer__the_alleged_cannibal_is_buried_here.png,a sign that says `` <UNK> '' on the side .
Third_floor_ghost_with_dark_brown_hair_and_a_long.png,a picture of a clock on a wall .
Guests_of_the_hotel_have_reported_seeing_strange_f.png,a close up of a tv with a clock
there_is_an_old_steel_bridge_no_longer_in_use_that.png,a train traveling over a bridge over a river .
Cadets_from_the_Air_Force_Academy_participating_in.png,a bunch of colorful umbrellas hanging from a ceiling .
There_have_been_reports_of_lights_being_seen_float.png,a large building with a clock on it .
Kelsey_Theater___is_said_the_ghost_of_Miss_Kelsey.png,a view of a train station with a train in the background .
Old_Barracks__Rifle_Range_____There_have_been_many.png,a house that is in the middle of a field .
Aquinas_Hall_____is_one_haunted_dorm_in_particular.png,a group of people standing next to each other .
They_say_back_in_the_old_days_around_Lyman_lake_th.png,a house that has a house in the background .
formerly_The_Antler_s_Hotel___At_least_3_ghosts_to.png,a group of people standing in front of a building .
Homer_Hall___there_are_two_spirits_that_reside_on.png,a large building with a large clock tower .
Cold_spots__an_apparition_of_a_woman_with_brown_ha.png,a large building with a large clock on it .
A_number_of_phantoms_Ghost__A_carriage_that_races.png,a black and white photo of a train
Lourdes_Hall___4th_floor__The_fourth_floor_used_to.png,a group of people standing in a room .
Dunnel_House_____holds_many_spirits__the_most_mena.png,a large building with a clock on it
very_creepy___feelings_of_despair_and_fear_are_com.png,a group of people standing next to each other .
It_is_said_that_the_ghost_of_the_first_superintend.png,a black and white photo of a wooden bench
This_notorious_church_is_located_on_St__Helena_and.png,a red and white fire hydrant in front of a building .
A_ghost_of_a_bellboy_still_tries_to_make_the_guest.png,a picture of a clock on a wall .
In_the_early_19th_century__the_land_currently_occu.png,a large building with a clock on it
This_two_story_stage_stop_was_built_in_1861__A_wom.png,a church with a steeple and a clock .
when_ya_go_there_and_are_alone_you_build_a_fire_an.png,a red fire hydrant sitting in front of a building .
This_location_was_an_orphanage_in_the_early_1900s_.png,a large building with a clock on it .
In_the_early_1960_s_a_young_woman_was_raped_and_mu.png,a close up of a sign on a wall
Many_people_have_died_along_the_old_trails_beside.png,a train traveling through a lush green forest .
it_is_believed_to_be_the_most_haunted_place_in_Moo.png,a large building with a clock on it .
Many_employees_of_the_bar_at_the_VFW_Post__1_have.png,a group of people sitting at a table with a train .
Theatre___May_2008_Removed.png,a pile of luggage sitting on top of a table .
Shoemaker_Hall___In_the_early_1900_s_a_student_at.png,a train on a track near a building
Old_white_torn_down_house__no_electricity__Drive_o.png,a black and white photo of a brick building
aka__Ladd_School__mental_and_rehabilitation_hospit.png,a room with a window and a fire place .
Orbs_have_been_sighted_on_several_occasions_in_the.png,a bunch of different types of vases on display .
The_institution_was_for_kids_18_years_old_and_youn.png,a man is standing in front of a television .
Fitzimons_used_to_be_an_old_military_base__now_it.png,a red stop sign sitting on the side of a road .
In_the_building_McVickar_it_is_said_the_old_headma.png,a dog that is sitting in front of a window .
Lourdes_Hall___3rd_floor___Every_one_knows_about_t.png,a large clock mounted to the side of a building .
Update__also_known_as_Devil_s_Castle___Has_since_b.png,a tall building with a clock on it
A_dormitory_that_used_to_be_a_monastery_is_suppose.png,a room with a large clock on the wall
The_building_that_this_cafe_was_located_dates_back.png,a sign that is on the side of a building .
The_Charles_Loof_Carousel__also_known_as_Crescent.png,a large clock tower towering over a city .
Helen_Hunt_falls___The_falls_now_bear_her_name__He.png,a couple of bears are standing in the snow
there_is_a_teacher_in_the_school_and_it_is_said_th.png,a baseball bat sitting on top of a baseball field .
September_2005_update__The_Director_of_School_Comm.png,a man holding a frisbee in his hands .
the_ghost_of_a_small_woman_in_a_black_veil_haunts.png,a sign that is on the side of a building .
Laughing_and_footsteps_in_the_halls_can_be_heard_w.png,a view of a living room with a couch and a television .
Easley_was_originally_built_for_railroads_and_in_t.png,a man standing in front of a large building .
Legend_states_that_if_you_go_out_to_Colonel_Kolbs.png,a black and white photo of a person on a laptop .
many_people_claim_to_have_seen_a_figure_walking_al.png,a person sitting on a bench with an umbrella
Arcola_Trail_Bridge___A_young_wife_searches_to_fin.png,a train traveling over a bridge over a river .
Guards_have_reported_seeing_a_man_jump_off_the_sid.png,a statue of a man standing on a street corner .
They_do_public_tours_now_but_it_used_to_be_a_priva.png,a large clock tower towering over a city .
Mattresses_moving__orbs___ecto_type_mist_in_pictur.png,a black and white photo of a person on a laptop .
Hazel_B__Abbott_theatre___resides_the_ghost_of_Mis.png,a large clock sitting on top of a table .
cold_spots__many_orbs__shadowy_figures_in_the_day.png,"a room with a bed , a chair and a television ."
You_can_late_at_night_see_a_black_shadowy_mist_of.png,a house that has a house in the background .
A_man_is_said_to_haunt_the_third_on_floor__A_janit.png,a close up of a clock on a wall
Back_in_the_early_1900_s_a_farmer_would_hang_his_f.png,a black and white photo of a church
Several_hauntings_have_been_reported__On_Mondays_.png,a picture of a clock on a wall .
Employees_have_reported_seeing_various_apparitions.png,a large clock on the side of a building .
The_building_has_been_renovated__and_some_of_the_c.png,a bunch of different colored ties hanging on a wall .
Chapel____There_is_a_statue_of_a_monk_in_the_chape.png,a large clock mounted to the side of a building .
The_Old_Exchange_contains_much_history__It_s_basem.png,a black and white photo of a street sign .
A_young_girl_died_in_a_fire_many_years_ago_and_the.png,a room with a clock and a window .
There_has_been_screaming_of_a_man_that_killed_hims.png,a picture of a man holding a skateboard .
Where_US_76_crosses_the_Wateree_River_between_Sumt.png,a small boat in a body of water
This_area_is_an_ancient_ruin_of_the_Anasazi_Indian.png,a sign that is on the side of a building .
half_of_the_building_was_burned__and_at_one_time_t.png,a building with a clock on top of it .
Memorial_Hall___Coker_College_has_a_ghost_that_roa.png,a group of people standing on top of a bridge .
The_students_have_seen_strange_lights_in_the_theat.png,a group of people standing in a room .
Lights_turn_on_and_off_at_random__Doors_fly_open_.png,a black and white photo of a person on a laptop .
According_to_some_employees__there_is_a_ghost_in_t.png,a large building with a clock on it .
This_is_a_cemetery_that_is_very_old__several_hundr.png,a white fire hydrant sitting on the side of a road .
The_barn_is_located_on_a_dirt_road_the_runs_behind.png,a red and white kitchen with a wooden floor .
The_Cowpens_Fire_Department_was_being_built_in_lat.png,a black and white photo of a building
Edith__the_ghost_on_the_third_floor_of_an_all_girl.png,a black and white photo of a clock on a wall
A_Ghostly_Figure_with_a_white_masked_believed_to_b.png,a black and white photo of a person laying on a bed .
Dolly_Cole__a_suspected_witch__lost_her_daughter_t.png,a large building with a clock tower on top of it .
Figures_seen_walking_from_room_to_room_in_the_main.png,a black and white photo of a person on a laptop .
Trails_run_for_more_than_a_mile_from_Riverside_Par.png,a man riding a skateboard down the side of a ramp .
Back_in_1992_a_house_was_built_on_10_acres_of_land.png,a large building with a clock on it .
Wards_what_now_is_memorial_hospital_administration.png,a cat sitting on a window sill looking out a window .
In_1948_a_man_fell_to_his_death_out_of_the_art_roo.png,a close up of a baseball glove and a baseball glove
The_haunting_of_Longstreet_Theatre_relates_directl.png,a building with a clock on the front of it .
The_ghost_of_a_young_girl_named_Caroline__commonly.png,a small dog sitting in front of a mirror .
On_the_third_floor_of_Wilson_hall_where_Edith_comm.png,a black and white photo of a kitchen .
the_300_corridors_is_haunted_by_the_school_s_first.png,a train that is sitting on a train track .
if_you_pass_the_cemetery_on_foot_at_sun_down_and_l.png,a group of tennis rackets sitting on a rack .
Alice_of_the_Hermitage_is_said_to_have_been_seen_h.png,a man standing in front of a wall mounted to a wall .
The_gym_at_Lamar_High_School_is_haunted_by_a_femal.png,a group of people standing around a wooden table .
Workers_report_it_is_guaranteed_to_see_or_hear_som.png,a large clock mounted to the side of a building .
Heffron_Hall___Bishop_Heffron_was_killed_by_Father.png,a black and white photo of an old building .
Sounds_of_horse_hooves_on_the_roof__voices_and_foo.png,a black and white photo of a clock tower .
Carey_Mansion___supposedly_a_nun_hung_herself__The.png,a large building with a clock on it .
St__Mary_s_Hall___2nd_Floor___there_is_a_lady_in_g.png,a view of a room with a large mirror .
Platte_Canyon_High_School___In_the_storage_room_ab.png,a train on a track near a body of water
sounds_of_footsteps_following_you__but_when_you_tu.png,a large building with a clock on it .
It_s_an_abandoned_goat_farm__Many_sightings_have_o.png,a white sheep standing next to a wooden fence .
Unimproved_roads_surrounding___There_are_two_inter.png,a black and white photo of a city street
American_Folk_Figure__According_to_tradition__she.png,a group of people standing around each other .
this_is_a_very_old_cemetery_not_used_anymore__Acco.png,a wall mounted to a wall with a clock on it .
Indians_were_pushed_out_of_there_lands_and_were_cu.png,a group of people riding horses down a dirt road .
All_Saint_s_Episcopal_Cemetery___Alice_of_the_Herm.png,a sign that is on the side of a pole .
The_hotel_was_built_where_the_old_Chief_Theatre_us.png,a crowd of people standing in front of a tall building .
Dunklee_Hall___was_located_at_the_intersection_of.png,a large building with a clock on it
Reports_of_an_apparition_of_a_monk_walking_on_the.png,a young woman is sitting on a bench .
There_are_two_hauntings_at_this_school_one_is_two.png,a group of people standing next to each other .
A_few_miles_down_this_road_there_is_the_old_Martin.png,a stop sign with a street sign on top of it .
A_soldier_that_served_in_the_Civil_War_is_buried_h.png,a close up of a street sign with a sky background
During_Clear_nights__at_about_midnight__you_can_he.png,a large clock on the side of a building .
The_west_wing_of_this_old_fort_is_haunted_by_two_g.png,a group of people standing next to a train .
Dore_Hall____This_dormitory_used_to_be_an_infirmar.png,"a kitchen with a refrigerator , stove , and sink ."
seen_a_12_year_old_girl_sitting_in_the_rocking_cha.png,a woman walking down a sidewalk next to a building .
This_bar_is_next_door_to_a_building_that_once_hous.png,a red stop sign sitting on the side of a building .
Houses_the_student_union_for_the_Auraria_Campus_co.png,a city street filled with lots of traffic .
every_once_in_awhile_people_see_this_white_dog_on.png,a couple of sheep standing next to each other .
March_2008_Update__Have_been_removed__It_is_not_en.png,a close up of a street sign with a sky background
the_pioneer_cemetery_is_located_in_pueblo_co__ther.png,a group of people standing on top of a lush green field .
this_is_the_location_where_Susan_Smith_rolled_her.png,a wooden bench sitting in the middle of a forest .
It_is_told_that_a_man_had_come_and_killed_a_preach.png,a clock on a tower with a sky background
Eloise_was_a_slave_during_the_civil_war__Powdersvi.png,a black and white photo of an old building .
This_is_an_old_school_that_was_also_used_as_a_Chur.png,a group of people standing outside of a building .
In_the_woods_behind_the_school_there_is_a_bridge_t.png,a blue and white vase with a flower on it .
A_man_is_seen_hitchhiking_during_on_dark__stormy_.png,a black and white photo of a man holding a surfboard .
In_the_1950_s__a_previous_owner_shot_her_husband_a.png,a computer monitor sitting on top of a wooden table .
Theater___There_have_been_sightings_of_spirits_in.png,a black and white photo of a group of birds .
At_the_shop_downtown__called_Mushroom_Monday__that.png,a close up of a pair of scissors
This_home__located_near_the_Black_Forest_area__has.png,a clock tower in the middle of a city .
Auditorium___In_1982__a_senior_hung_himself_in_one.png,a row of urinals mounted to a wall .
Hilleboe_Hall____is_said_to_have_had_a_variety_of.png,a room with a fireplace and a clock on the wall .
The_Swamp_Bride___This_true_story_happened_during.png,a book shelf filled with lots of books .
The_spirits_of_the_pervious_owners_seem_to_haunt_t.png,a sign that is hanging on a wall .
Many_have_seen_a_ghost_at_Dora_Moore_K_8_school__S.png,a black and white photo of a building with a clock .
A_man_is_seen_in_the_vicinity_of_Bennet_Road_durin.png,a man standing on a sidewalk next to a fire hydrant .
A_graveyard_behind_Hickory_Point_gas_station_near.png,a blue and yellow fire hydrant sitting in a field .
There_is_more_to_the_weird_occurrences_at_this_sit.png,a wooden bench sitting in front of a window .
There_is_a_ghostly_image_of_a_little_boy_on_the_2n.png,a view of a kitchen from inside a window .
It_has_been_said_that_late_at_night_Capitol_employ.png,a large clock tower towering over a city .
Way_back_in_the_day__the_Ute_Indians_were_suddenly.png,an old building with a large clock tower .
the_prison_museum_used_to_be_one_of_the_first_muse.png,a large building with a clock on it .
in_one_of_the_classrooms_there_is_a_light_that_fli.png,a bus parked in front of a building .
K_Mart___There_have_been_reports_of_displays_being.png,a street sign with a bunch of stickers on it
Reports_of_hearing_twigs_snapping__shadows_moving.png,a group of people standing next to each other .
A_guy_fell_from_the_loft_while_it_was_being_built_.png,a stack of luggage sitting on top of a wooden floor .
The_three_apparitions_are_often_seen_on_the_field.png,a group of people standing next to each other .
There_is_an_old_church_located_on_Prospect_Road__T.png,a church with a clock on the top of it .
Locker_Room___In_the_girls_locker_room_showers_hav.png,a room filled with lots of wooden furniture .
It_is_known_that_if_you_enter_room_104__that_you_c.png,a large clock mounted to the side of a building .
Woodglenn_Park___In_the_late_80_s__early_90_s_at_t.png,a house that has a bench in front of it .
the_abandoned_mill___near_the_fairgrounds____Sever.png,a train that is sitting on the tracks .
Everyone_that_has_been_inside_of_the_YMCA_at_night.png,a group of people standing next to each other .
There_s_a_ghost_of_a_man_in_the_top_hall_of_the_no.png,a black and white photo of a large clock .
there_has_been_reported_sightings_of_a_witch_ghost.png,a large building with a clock on it .
Many_reports_of_a_lady_diving_onto_cars_as_they_cr.png,a black and white photo of a suitcase .
Richards_Hall____a_room_is_haunted_by_the_ghost_of.png,a room that has a large window in it
Formerly_a_tuberculosis_clinic_in_the_heart_of_eas.png,a building that has a clock on it .
there_was_a_man_who_took_a_baby_and_covered_the_ba.png,a young boy is sitting on a bench .
Down_in_Cherokee_Falls_near_Blacksburg_there_is_a.png,a red brick building with a clock tower .
A_19th_century_plantation_existed_on_this_island_a.png,a couple of people are sitting on a bench
Dexter_House_____Dexter_House_was_once_an_old_morg.png,a large building with a clock tower on top .
Battle_between_US_Calvary_and_Cheyenne_dog_soldier.png,a group of people riding on the backs of horses .
On_the_floor_of_an_apartment_there_are_hauntings_.png,a person holding a cell phone in their hand .
Turner_Hall____Haunted_by_numerous_spirits__chiefl.png,a large building with a clock on it .
This_road_contains_an_old_church_graveyard_where_i.png,a clock tower in the middle of a town .
Hannah_s_grave_is_a_place_aut_in_the_country_where.png,a black and white photo of a fire hydrant
This_is_a_haunted_bridge_which_many_account__canno.png,a black and white photo of a train station .
On_the_bottom_floor_in_one_the_rooms_closer_to_the.png,a black and white photo of a person sitting on a bench
a_guy_was_walking_the_tracks__near_Reedy_Creek_Spr.png,a picture of a vase with flowers in it .
It_is_a_historical_fact_that_a_girl_fell_to_her_de.png,a picture of a cat sitting on a desk .
When_the_hospital_first_started__nuns_were_in_char.png,a black and white photo of a clock tower .
Meeting_Street__It_is_said_to_be_haunted_by_two_gh.png,a black and white photo of a wooden bench
This_is_the_legendary_story_of_the_lady_in_white_w.png,a man in a white shirt holding a white frisbee .
When_going_to_this_place_u_will_see_that_there_are.png,a building with a clock tower on top of it .
There_is_an_old__abandoned_stable_and_widow_s_walk.png,a large white building with a clock on it .
Used_to_be_an_old_general_store__In_the_basement_o.png,a man standing in front of a doorway .
Feelings_of_cold_spots__hearing_doors_slamming_and.png,"a room with a bed , a desk and a chair ."
Used_to_be_a_farm_until_it_was_sold_to_the_state_i.png,a man is holding a frisbee in his hand .
A_few_of_the_gothic_students_were_known_to_practic.png,a large building with a clock on it .
Back_in_the_1800_s__there_was_a_woman_by_the_name.png,a statue of a man sitting on a bench .
Farnum_Hall______is_the_home_of_many_spirits__some.png,a man is sitting on a bench outside
On_many_instances_there_have_been_wheelchairs_movi.png,a man sitting on a bench in front of a window .
many_instances_happen_especially_the_darkroom__The.png,a group of people standing next to each other .
The_little_town_of_Hamilton_near_Craig__in_Northwe.png,a red and white house sitting in the middle of a field .
It_is_said_to_be_haunted_by_a_young_girl_who_was_c.png,a clock on a wall with a clock on it
In_the_basement_where_the_old_records_are_kept__th.png,a black and white photo of a building with a window
The_Pipestone_County_museum_is_formerly_the_old_ci.png,a room that has a table and chairs in it
Unexplainable_footsteps__war_drums__shadows_of_wha.png,a clock on the wall of a building .
this_was_once_a_hospital_for_Tuberculosis_patients.png,a building with a clock on the front of it .
In_the_90_s_a_family_at_a_local_shopping_center__W.png,a black and white photo of a person on a laptop .
Most_of_the_area_around_and_in_the_state_hospital.png,a building with a clock on the side of it .
White_Wolf_Hollow_is_a_popular_hangout_for_local_t.png,a young boy swinging a baseball bat at a ball .
It_was_said_that_2_people_got_killed_falling_off_t.png,a man standing in front of a tv playing a video game .
This_church_is_unlocked_at_all_times__If_you_try_t.png,a building with a clock on the top of it .
Timberlake_Road___women_s_children_were_killed_in.png,a car parked in front of a building .
A_protective_ghost_haunts_the_top_floors_of_this_o.png,a large clock on the side of a building .
Carmike_Cinemas_Oakdale_20___Many_strange_sighting.png,a red and white sign on a pole
On_a_small_tract_of_land__owned_by_the_Boy_Scouts.png,a red stop sign sitting on top of a lush green field .
it_is_believed_that_there_are_many_spirits_that_hu.png,a large clock mounted to the side of a building .
Reports_of_a_light_that_begins_to_come_towards_wit.png,a cat sitting on top of a window sill .
The_Redford_Hospital_is_abandoned_but_the_spirits.png,a kitchen with a refrigerator and a stove
