Filename,Caption
A_tombstone_lies_here_with_a_picture_of_a_man_who.png,a black and white photo of a baseball glove .
A_train_used_to_run_through_Flourtown_until_the_60.png,a train traveling down train tracks near a forest .
A_very_old_cemetery__many_people_have_heard_a_very.png,a group of people sitting on top of a lush green field .
A_very_tall_old_brick_building__People_have_said_t.png,a pair of shoes sitting on top of a wooden bench .
A_volunteer_fireman_was_killed_in_the_basement_of.png,a black and white photo of a person walking down a sidewalk .
A_walk_past_Captain_Smith_s_house_is_the_spot_wher.png,a red fire hydrant sitting in the middle of a field .
a_white_cloaked_figure_with_no_hands_or_face_walks.png,a black and white photo of a building with a window
A_white_mist_is_seen_as_you_approach_the_castle_.png,a black and white photo of a church with a clock tower .
A_witness_visiting_a_grave_of_a_relative_reports_b.png,a row of wooden benches sitting next to each other .
A_woman_about_20_years_ago_ran_a_camp_for_orphans_.png,a group of people sitting on top of a sandy beach .
A_woman_all_dressed_in_white_nun_like_robes_was_re.png,a man standing next to a woman holding a cell phone .
A_woman_is_heard_screaming_then_landing_with_a_thu.png,a woman holding a pair of scissors in her hands .
A_woman_use_to_work_at_ICM_for_20_yrs_ever_since_i.png,a black and white photo of a city street
A_young_boy_locked_himself_in_the_basement_of_the.png,a black and white photo of a living room
A_young_girl_about_13_years_old_is_said_to_be_walk.png,a black and white photo of a person holding a surfboard .
A_young_girl_in_the_9th_grade_died_in_the_math_cla.png,a black and white photo of a man in a bathroom
A_young_girl_named_Minnie_Quay_is_said_to_haunt_th.png,a black and white photo of a boat in the water .
A_young_Indian_girl_named_Lucy_Pretty_Eagle__After.png,a man with a tie and a tie .
A_young_man_is_seen_looking_out_a_window_holding_a.png,a man sitting in front of a laptop computer .
A_young_teenage_actress__named_Alice__died_in_the.png,a black and white photo of a train
A_young_woman_and_her_children_were_walking_home_f.png,a group of people standing on top of a lush green field .
Back_about_16_yrs_ago_there_was_a_night_worker_sho.png,a man is standing in front of a mirror
Back_a_long_time_ago__it_is_said_that_a_schoolhous.png,a black and white photo of a barn and a house
Back_before_the_extensions_were_built_to_expand_th.png,a black and white photo of a train station .
Back_in_the_1800_s_a_young_lady_got_in_a_horse_and.png,a black and white photo of a horse drawn carriage
Back_in_the_1960_s_there_was_an_old_woman_who_owne.png,a black and white photo of a living room .
Back_in_the_1980s_a_man_killed_his_whole_family_a.png,a man riding a skateboard up the side of a ramp .
Back_in_the_70s_a_man_was_walking_home_from_a_bar.png,a black and white photo of a street light .
Back_in_the_70_s_a_serious_car_accident_took_place.png,a black and white photo of a fire hydrant
back_in_the_early_1900_s_a_young_woman_decided_for.png,a black and white photo of a street light .
Back_in_the_early_90_s_there_was_a_rumor_heard_of.png,a group of people standing next to each other .
Back_in_the_early_years_of_the_town__a_railroad_tr.png,a black and white photo of a train station .
Back_in_the_late_1800s__early_1900s__the_owner_of.png,a black and white photo of people in a room
back_in_the_late_80_s_a_woman_was_hung_in_the_c_bu.png,a black and white photo of a man in a mirror
back_in_the_mid_seventies_there_was_a_janitor_work.png,a black and white photo of a bathroom
Bainbridges_is_a_restaurant_in_Chelmsford_that_is.png,a living room filled with furniture and a fire place .
Baldwin_Theater___Located_in_downtown_Royal_Oak_ju.png,a large building with a large clock on it .
Bandstand____On_Summer_nights_you_can_still_her_th.png,a man sitting on a bench in a park .
Band_Room___its_been_known_that_a_ghost_walks_the.png,a black and white photo of a desk with a computer on it .
Bard_Hospital_has_been_turned_into_an_office_build.png,a bathroom with a sink and a toilet
Bartenders__Trustees_and_Patrons_have_reported_hea.png,a black and white photo of a living room
bar_stools_turning_on_their_own__faces_with_Victor.png,a room filled with lots of furniture and a window .
Basement___Vaults___The_hat_of_Heddy_Green__a_stin.png,a man standing in front of a brick building .
Beddow_Hall___Reports_of_hearing_footsteps_on_the.png,a black and white photo of a room with a clock .
Before_the_building_was_turned_into_a_Tribal_Cente.png,a black and white photo of a fire hydrant
before_the_death_sentence_was_revoked_in_Michigan.png,a black and white photo of a person walking down a street
before_the_Tunnel_to_Canada___A_little_girl_was_hi.png,a black and white photo of a car parked in a parking lot .
Behind_the_curtain_strange_sounds__braking_mirrors.png,a black and white photo of a cat sitting on a window sill .
behind_the_houses_on_the_lift_side__if_coming_from.png,a black and white photo of a train station .
behind_the_school_are_fields__There_are_often_spel.png,a fire hydrant in the middle of a grassy field .
Being_right_beside_a_cemetery__the_old_school_for.png,a black and white photo of a church with a clock tower .
Believed_to_be_haunted_by_a_ghost_named_Charlie__w.png,a black and white photo of a man sitting on a bench .
Believed_to_be_haunted_by_towns_people_who_where_k.png,a black and white photo of a boat in the water .
Berkshire_Hall___Room_401__the_students_feel_that.png,a black and white photo of a building
Between_the_hours_of_ten_p_m__and_two_a_m__You_can.png,a black and white photo of a man on a bike .
Between_Tulare_and_Visalia_on_Demeree_between_Oakd.png,a black and white photo of a person on a skateboard
Beulah_Road____This_legend_is_a_cross_between_the.png,a black and white photo of a train track
Beyond_the_old_stone_walls_if_you_look_out_around.png,a couple of white poles sitting next to each other .
Big_Arcade___Drop_Zone___There_is_a_story_of_a_man.png,a black and white photo of a city street
Black_Horse_Inn___In_1927_a_mobster_was_shot_to_de.png,a black and white photo of a living room .
Bldg_100___During_the_evening_hours_employees_hear.png,a view of a hallway from the hallway .
Blough_Weiss_library__In_the_basement_of_this_libr.png,a room filled with lots of different colored clocks .
Boeing_Co__site_adjacent_to_Naval_Weapons_Station_.png,a street sign on the side of a road .
Bolton_Mansion_grounds___the_ghost_of_a_woman_sear.png,a large building with a clock tower on top .
Bolton_Mansion_grounds_____While_sledding_in_the_w.png,a couple of people are sitting on a bench
Boston_Scientific_Company___Witnesses_report_a_gho.png,a kitchen with a large window and a sink .
Bowditch_Hall_Room_222___Known_for_the_ghosts_of_a.png,a black and white photo of a bathroom sink .
Briar_2___On_the_bottom_floor_in_the_far_rooms_the.png,a black and white photo of a living room
Bridge___By_the_Paper_Mill_there_is_a_bridge_which.png,a train traveling over a bridge over a river .
Brindle_Hall___Reports_of_noises_being_heard_throu.png,a black and white photo of a building with a clock tower .
Brooks_Hall___One_of_the_rooms_on_the_third_floor.png,a building with a clock on the top of it .
Brownlee_Residence_Hall___It_s_been_reported_that.png,a living room with a couch and a tv
Brua_Hall___The_theater_on_campus__Brua_Hall__is_s.png,a large room with a large clock on the wall
Brushing_against_us_gently_and_holding_our_hands_.png,a woman holding a pair of scissors in her hands .
Building_is_over_100_years_old_and_has_housed_amon.png,a black and white photo of a building with a window
building_used_to_be_a_graveyard__all_bodies_not_re.png,a black and white photo of a train station .
Built_around_1918_after_the_original_structure_was.png,a black and white photo of a building with a clock tower .
Built_in_1813_this_building_was_the_original_patie.png,a building with a clock on the side of it .
Built_in_1903__the_Majestic_has_been_noted_as_one.png,a room with a large clock on the wall
Built_in_the_1970_s_the_high_school_has_been_home.png,a tall building with a clock on it
Built_on_farm_land__Where_it_is_rumored_a_young_ch.png,a black and white photo of a black and white bed
Built_on_the_old_army_base_of_Fort_Ord__students_h.png,a large building with a clock on the front of it .
Built_over_a_cemetery_where_odd_things_always_seem.png,a black and white photo of a clock tower .
built_somewhere_around_1850_as_a_hydropathic_retre.png,a black and white photo of a church steeple .
Burton_Road___Snyder_Cemetery__Red_eyes_will_chase.png,a black and white photo of a park bench
Butz_hall____many_times_students_claim_there_is_a.png,a tall building with a clock on it .
but_there_has_been_3_sightings_of_a_green_floating.png,a room with a window and a window .
by_the_church_at_night_when_you_go_down_the_road_i.png,a black and white photo of a street sign
Campus_Centre_Auditorium___A_ghost_named__George_.png,a person standing in front of a bathroom mirror .
Candlelight_is_often_seen_floating_the_day_before.png,a birthday cake with candles on top of it .
Captain_Shields_haunts_his_former_home_.png,a man standing in front of a window with a dog .
Carlin_Alumni_House___The_Alumni_house_is_the_form.png,a building with a clock tower in front of it .
Carriage_said_to_contain_the_soldiers_returning_ho.png,an old photo of a horse drawn carriage
Cars_seem_to_run_into_people_and_then_suddenly_dis.png,a black and white photo of a parking meter
Caves_in_the_woods___There_were_two_men_shot_to_de.png,a close up of a stuffed animal on a bed
Cemetery_on_Forest_Hill_Road___Witnesses_claim_to.png,a group of people standing next to a fire hydrant .
Cemetery_with_nothing_but_white_crosses__Only_one.png,a row of wooden benches sitting next to each other .
Center___A_little_girl_about_7_or_8_years_old_was.png,a person sitting on a bench in the snow .
Central_Pattee_Library____Odd_feelings_of_a_presen.png,a room filled with lots of tables and chairs .
Chairs_and_silverware_move_themselves__as_well_as.png,a living room filled with furniture and a fire place .
China_Room___The__China_Room__boasts_several_paint.png,a living room with a couch and a table
city_underwater__many_ghostly_people_have_been_see.png,a fire hydrant sitting on the side of a road .
Civil_War_soldiers_walk_the_halls_at_night_.png,a group of men standing next to each other .
Clara_Ford_Pavilion___formerly_a_live_in_nursing_s.png,a bathroom with a sink and a toilet
closed_down_in_1989____The_Traverse_City_State_Hos.png,a black and white photo of a train
Closed_Down__Sightings_of_people_around_the_cinema.png,a black and white photo of a living room .
Cobb_Hall___4th_Floor___Many_mysterious_occurrence.png,a person standing in a room with a window .
Cold_evil_presence_when_visiting_graves__the_sign.png,a red and white fire hydrant sitting next to a tree .
Cold_hands_felt__a_ghost_roams_the_halls_throughou.png,a man holding a teddy bear in his right hand .
Cold_spots_and_unexplained_electrical_malfunctions.png,a black and white photo of a bathroom
Cold_spots_felt__One_of_the_most_recent_encounters.png,a kitchen with a refrigerator and a stove
cold_spots__hear_people_talking_when_there_is_no_o.png,a wooden bench sitting in front of a building .
Cold_spots___lights_have_been_reported_.png,a large church with a clock on the top of it .
Colossus___there_s_supposedly_a_child_in_a_striped.png,a large building with a clock on it .
Comenius_Hall___At_night_you_can_see_a_light_going.png,a building with a clock on the front of it .
Community_center_trails__woods___local_legend_is_t.png,a black and white photo of a park bench
