Filename,Caption
the_old_building_that_s_not_reconstructed_has_been.png,a large building with a clock on it
There_is_a_bridge_over_the_river_over_on_a_road_th.png,a bridge over a river with a bridge in the background .
cold_spots_and_apparitions_experienced_.png,a group of people standing in front of a building .
People_have_reported_hearing_the_sounds_of_childre.png,a room with a bed and a window
This_campus_is_haunted_by_the_spirit_of_Mary_Sible.png,a large building with a clock on the front of it .
Lucille_Clement_Hall___Women_s_Residence_Hall_is_s.png,a large building with a clock on it .
If_you_travel_down_that_road_day_or_night_there_is.png,a black bear sitting on top of a stone wall .
there_was_a_young_little_girl_about_12_years_old_s.png,a young girl is playing a video game .
The_water_comes_on_when_everyone_is_asleep__You_ca.png,a building with a clock on the front of it .
Cassadaga_Established_in_1894__Many_ghost_hunters.png,a building with a clock on the side of it
Tall_stone_monument_that_overlooks_Sioux_Falls_nor.png,a tall building with a clock on top of it .
This_house_has_been_long_abandoned__strange_noises.png,a bedroom with a bed and a window
Carl_a_former_bus_person__still_haunts_the_grounds.png,a large clock on the side of a building .
Before_the_Mansion_was_built_a_lady_named_Goody_Ba.png,a cake with a picture of a man on it .
Every_Last_Friday_of_the_month__there_is_a_young_m.png,a close up of a pair of scissors
Belmont_Mansion___Adelicia_Hayes_first_marriage__t.png,a red and white bus parked in front of a building .
On_2000_Banks_Road__where_Banks_and_Copans_meet__t.png,an old black and white photo of a church
The_story_is_that_an_usher_who_committed_suicide_a.png,a black and white photo of a person on a laptop .
AnnexThe_annex_of_the_school_is_haunted_by_a_myste.png,a birthday cake with a train on it
Every_year__around_early_August__a_shadowy_figure.png,a painting of a vase with flowers in it .
Late_at_night_if_you_walk_by_you_can_hear_the_voic.png,a black and white photo of an old building .
A_long_time_ago_a_young_man_and_woman_were_under_t.png,a large building with a clock on it .
There_are_three_ghosts_in_this_pub__a_male__a_blon.png,a black and white photo of a person on a laptop .
On_Highway_36_East__past_the_fill_up_station_and_b.png,a man standing in front of a train station .
Gallows_Lane___It_s_been_said_that_this_is_where_a.png,a picture of a person in a room .
Mr__Slagle_was_one_of_the_first_settlers_in_Living.png,a group of people standing next to each other .
currently_Hastings___It_was_felt_by_many_managers.png,a tall brick building with a clock on it .
Site_of_the_civil_war_battle_in_south_west_Missour.png,a wooden bench sitting in the middle of a field .
Berkshire_Theatre___There_is_a_ghost_known_by_the.png,a room filled with lots of different colored vases .
A_historian_going_there_to_do_research_felt__a_ver.png,a close up of a person holding a cell phone
Sometimes_you_will_walk_by_the_nursery_and_the_lig.png,a close up of a person holding a pair of scissors
Strange_noises_and_sightening_have_been_reported_a.png,a man sitting on a bench in front of a building .
Beatty_Towers___A_girl_committed_suicide_here_by_j.png,a close up of a bed in a room
There_is_a_lot_of_strange_occurrences__such_as__th.png,a building with a clock on top of it .
Last_used_as_a_playhouse_and_dancehall_back_in_the.png,a giraffe standing in front of a building .
A_deserted_town_that_is_said_to_have_gone_mad_and.png,a black and white photo of an old church .
Some_have_said_that_they_have_seen_a_little_girl_n.png,a bunch of clocks that are on a wall .
Over_the_stage_where_the_lights_and_catwalk_are_th.png,a large clock mounted to the side of a building .
A_conductor_fell_off_of_a_train__and_His_head_was.png,a red and white train on a train track
There_is_a_statue_by_the_name_of_Mother_Templeton_.png,a statue of an elephant in the middle of a street .
to_be_honest_just_weird_things_but_they_only_happe.png,a person sitting on a bench in front of a building .
In_the_auditorium__only_if_there_are_just_a_couple.png,a row of wooden benches sitting next to each other .
A_long_time_ago_back_in_the_80_s_a_young_girl_hid.png,a black and white photo of a man on a skateboard
Its_said_that_there_is_a_cowboy_with_red_eyes_that.png,a white and black train sitting on top of a field .
The_bathroom_near_the_auditorium__A_couple_of_year.png,a bathroom with a toilet and a sink
TOWER___First__in_room_471__in_the_summer_of_1999_.png,a room with a window and a window .
Ponce_de_Leon_Hall___once_Ponce_de_Leon_Hotel__has.png,a living room with a couch and a table
April_2007_Has_been_removed__There_is_no_evidence.png,a street sign with a building in the background
This_antebellum_home_is_haunted_by_2_spirits__One.png,a house that has a tree in it
Witnesses_report_a_green_orb_rising_from_the_water.png,a man is holding a frisbee in the water .
The_Actors_Studio_is_located_next_door_to_The_Comm.png,a building with a sign on the side of it
This_is_a_horrific_scene_of_a_step_father_who_was.png,a group of people standing in front of a building .
The_Library_was_built_in_1902_with_funds_given_by.png,a black and white photo of a street sign .
All_around_Houston_Lake__especially_the_beach_on_b.png,a red fire hydrant sitting in the middle of a field .
Many_ghosts_haunt_this_business__including_a_littl.png,a building that has a sign on it
There_is_a_presence_felt_at_this_church__It_has_be.png,a large building with a clock tower on top .
Reports_of_seeing__the_White_Lady__walking_through.png,a wooden bench sitting in front of a building .
Apparition_of_a_female_cadet_has_been_spotted_.png,a man standing on a sidewalk holding a skateboard .
23_ghosts_at_last_count_inhabit_this_building_.png,a bunch of different colored vases on display
The_oldest_running_amusement_park_in_the_world__Th.png,a large building with a clock on it
was_once_Doc_Sloan_s_House__Doc_Sloan_was_a_bootle.png,a large building with a clock on it .
Sometime_back__a_women_lived_in_this_house__and_wa.png,an old brick building with a fire hydrant .
a_man_haunts_a_bench_on_the_trail_were_he_killed_h.png,a man standing in a field next to a tree .
This_place_has_an_old_gravesite_dated_back_to_the.png,a sign that is on top of a pole .
is_said_to_be_haunted_by_a_girl_whos_father_was_a.png,a black and white photo of a person on a laptop .
It_is_said_in_the_gym_in_the_boy_s_locker_room_tha.png,a close up of a street sign with a sky background
About_100_years_ago_on_this_road_there_was_a_woman.png,a street with cars parked on the side of the road .
Gregg_Hall_Dormitory____There_is_one_ghostly_figur.png,a window with a clock on the front of it .
supposedly_a_girl_ghost_haunts_this_restaurant_and.png,a large clock mounted to the side of a building .
Haunted_at_night_by_a_older_man_and_a_young_boy__a.png,a large building with a clock on it .
Ann_Russell_Theater___Ghost_of_Anne_Russell_comes.png,a clock hanging from the ceiling of a building .
Feelings_of_being_followed__now_a_high_ropes_cours.png,a man riding a skateboard down the side of a ramp .
In_the_woods_west_of_town__there_is_a_hiking_trail.png,a red fire hydrant sitting in the middle of a forest .
The_Oviedo_Lights___These_eerie_lights_can_be_seen.png,a red fire hydrant in front of a building .
Varied_stories_of_people_falling_off_balcony__a_mu.png,a large building with a clock on it .
Library___the_library_where_another_teacher_died_.png,a book shelf filled with lots of books .
Located_directly_across_the_street_from_the_cemete.png,a red and white fire hydrant sitting in front of a building .
Believed_to_be_an_old_grave_site_before_the_statio.png,a large white bird sitting on top of a lush green field .
One_of_the_complexes_at_the_Fairmont_Apartments_is.png,a building with a clock on the side of it .
Strange_smells_emanating_from_one_of_the_apartment.png,a cell phone sitting on top of a wooden table .
A_young_girl_was_raped_and_then_beaten_to_death_by.png,a black and white photo of a person on a laptop .
The_church_has_a_large_and_fairly_old_cemetery__es.png,a fire hydrant sitting in the middle of a park .
It_is_reported_that_there_used_to_be_a_furnace_in.png,a large clock mounted to the side of a building .
This_is_a_fairly_new_school__built_about_5_years_a.png,a large building with a clock on it
The_Sports_Authority___the_phone_extension_in_the.png,a person is holding a sign in front of a building .
The_ghost_of_a_Confederate_soldier_has_been_seen_.png,a statue of a man in a suit and tie .
The_story_is_told_that_a_young_teenage_girl_was_ac.png,a sign that reads `` <UNK> '' on a brick wall .
rail_road_tracks___a_old_house_that_has_been_there.png,a black cat sitting on top of a wooden bench .
Boston_Hill_Cemetery___There_is_a_image_of_a_man_h.png,a fire hydrant sitting in the middle of a field .
Doner_Auditorium___A_man_that_was_a_janitor_in_191.png,a man is standing in front of a television .
A_man__Mr__Cropper__and_his_family_who_used_to_liv.png,a black and white photo of a man on a motorcycle .
There_is_a_ghost_who_sometimes_is_seen_by_the_jani.png,a close up of a mirror on a wall
In_theatre_6_you_can_hear_children_playing_after_c.png,a collage of photos of a baseball game .
The_Holiday_Inn_on_Congress_Avenue_is_said_to_be_h.png,a view of a city street at night .
Sibley_hall____students_on_the_top_floor_have_repo.png,a group of people walking down a city street .
Strong_Hall____The_Women_s_Residence_Hall__Strong_.png,a building with a clock on the side of it .
there_has_been_spotted_light_orbs_or_what_seems_to.png,a person holding a pair of scissors in their hands .
On_the_way_to_Lasara_Many_people_have_seen_a_man_w.png,a black and white photo of a person riding a horse
This_place_has_been_haunted_since_Civil_War_times_.png,a large building with a clock on it .
A_strange_brown_mrb_has_been_seen_in_the_daytime_b.png,a red fire hydrant sitting in the middle of a field .
There_is_said_to_be_ghosts_all_throughout_the_many.png,a large building with a clock on the wall .
Along_the_beach_where_a_battle_took_place__there_a.png,a person on a beach flying a kite .
November_2007___Private_Property___This_listing_ha.png,a large building with a clock tower in the middle .
A_long_time_a_go_a_man_owned_this_property__he_hun.png,a television with a picture of a man on it .
It_is_said_that_there_is_a_ghost_that_inhabits_the.png,a building with a clock on the top of it .
This_road_has_constant_twists_and_turns_throughout.png,a truck driving down a road next to a forest .
Supposedly_haunted_by__white_lady___Some_say_she_w.png,a building with a clock on the front of it .
Fairfield_Hills_is_a_former_mental_institution_tha.png,a red brick building with a clock on it .
McAuliffe_Hall____Is_indeed_haunted_by_a_small_boy.png,a large building with a large clock tower .
At_the_turn_of_the_century__Jacob_Schnell_created.png,a train traveling down tracks next to a building .
In_the_girls_bathroom_there_have_been_reports_of_s.png,a group of people standing next to a stop sign .
Epperson_Hall___This_house__now_the_architecture_s.png,a building with a clock on the front of it .
Horn_Knapp_Hall___There_is_a_storage_room_that_man.png,a couple of benches sitting next to each other .
Everyone_called_her_the_nine_o_clock_ghost__A_litt.png,a black and white photo of a person on a laptop .
The_legend_has_it_that_on_the_old_bridge_there_wou.png,a street sign on a pole on a city street
Strange_vibes_of_someone_s_presence_about_to_run_i.png,a black and white photo of a person on a laptop .
Rosary_Hall____Rosary_is_an_antique_elevator_that.png,a close up of a train on a train track
Reports_of_handprints_being_left_on_witnesses_92_v.png,a group of people standing next to each other .
Some_have_reported_hearing_children_playing__smell.png,a door that is open to a building .
An_old_church_surrounded_by_a_grave_yard_that_date.png,a very tall building with lots of green trees .
Oviedo_High_School___the_girls_dressing_room___The.png,a bathroom with a toilet and a sink
Apparitions_of_a_elder_gentleman_whose_spoke_throu.png,a clock on the wall of a building .
An_old_woman_was_seen_by_Security_Guards_in_one_of.png,a black and white photo of a man in a suit
It_is_rumored_that_this_now_local_bar_at_one_time.png,a large building with a clock on it .
Bumpass_Cove_Graveyard_is_located_off_on_a_tall_hi.png,a group of people sitting on a bench in a park .
there_is_a_grave_beside_the_church_if_you_go_to_it.png,a white frisbee sitting on top of a lush green field .
there_is_a_private_historic_cemetery__where_Frank.png,a group of people standing on top of a lush green field .
From_the_30_s_or_40_s_that_has_been_desecrated_by.png,a living room with a couch and a table
Numercus_hauntings_of_the_campus__Ghost_have_been.png,a sign that reads `` <UNK> '' on a building .
The_Old_White_Oak_as_its_called_has_many_strange_t.png,a pair of scissors sitting on top of a table .
A_Native_American_warrior_in_loin_cloth_crosses_th.png,a close up of a person with a tv
A_ghost_was_seen_walking_past_an_opened_door_into.png,a dog is looking out of a window .
as_the_story_goes__a_man_killed_himself_on_the_gro.png,a truck parked in front of a building .
There_was_a_small_private_plane_crashed_between_Bi.png,a man standing in a field holding a red umbrella .
Heard_Bridge_Rd_near_old_Mt__Pisgah___In_the_1950s.png,a giraffe standing in the middle of a forest .
Soccer_Field___The_soccer_field_off_of_Bennett_str.png,a vase of flowers sitting on a table .
typhoon_lagoon_there_was_a_little_boy_that_drowned.png,a collage of photos with a vase with flowers
In_the_girls_PE_bathroom__the_lockers_are_always_o.png,a group of people standing next to a train .
according_to_a_local_radio_station_that_did_a_bit.png,a black and white photo of a person on a laptop .
A_story_of_a_man_who_had_slaughtered_his_entire_fa.png,a close up of a pair of scissors
In_the_1800_s__this_area_of_Ft__Worth_was_known_as.png,a building with a clock tower in the background .
Colonial_Hall___There_is_a_rumor_that_a_little_gir.png,a black and white photo of a train station .
There_is_a_night_club_in_the_western_part_of_Dulut.png,a large clock on the side of a building .
In_the_schools_auditorium_there_is_said_to_be_a_ph.png,a close up of a keyboard and a monitor
Built_in_1950__A_witness_reports_seeing_a_woman_wh.png,a large building with a large clock tower .
Old_residence_hall____locked_up_now__but_there_is.png,a red and white sign on the side of a building .
an_old_civil_war_town_that_is_haunted_by_the_palme.png,a building with a clock on top of it .
Lucien_Oakley_helped_build_the_Lake_Worth_Playhous.png,a large clock tower towering over a city .
Jefferson_Middle_School_used_to_be_known_as_Jeffer.png,a building with a large clock on it
If_you_go_to_the_old_railway_station_in_Farrenburg.png,a black and white photo of a person on a laptop .
This_is_a_historical_site_with_lots_of_parking__ca.png,a red fire hydrant sitting in front of a building .
STRONG_feeling_of_being_watched_all_the_time_unset.png,a black and white photo of a fire hydrant
The_Wenonah_Cook_dorm___The_dorm_is_an_all_male_do.png,a large building with a clock on it .
In_the_mid_1990_s_in_the_freezer_some_employees_we.png,a train station with a train on the tracks .
Old_stage_is_haunted_with_a_feeling_of_desertion_.png,a crowd of people standing around a circus .
Many_years_ago_a_little_girl_was_killed_by_a_drunk.png,a large building with a clock on it
Oviedo_High_School___Baseball_field_outskirts___on.png,a red and white fire hydrant sitting on the side of a road .
Klein_Collins_is_a_brand_new_school_that_was_made.png,a picture of a man in a suit and tie .
There_has_been_numerous_sightings_and_mischief_her.png,a group of people sitting on top of a white couch .
A_young_woman_who_had_an_accident_on_an_old_dirt_r.png,a woman is playing a game on the wii .
The_house_of_General_Grayson_is_a_very_hot_topic_i.png,a building with a clock on the side of it .
This_building_was_used_as_the_state_capitol_from_1.png,a large clock tower towering over a city .
On_Halloween_nights_it_is_known_for_an_old_guy_who.png,a clock on the wall of a building .
It_is_now_a_hotel_and_casino__and_many_people_beli.png,a room filled with lots of wooden furniture .
Go_south_of_Bolivar_on_13Hwy_turn_right_onto_highw.png,a red stop sign sitting on the side of a road .
Pillsbury_Roblee_Dorm_Hall___There_are_three_women.png,a room filled with lots of furniture and a window .
Strange_fogs_have_been_reported__described_as_look.png,a church with a steeple and a clock tower .
well_they_say_that_before_today_that_there_was_a_m.png,a close up of a person holding a cell phone
Groendyke_Hall___The_basement_of_Groendyke_Hall_is.png,a black and white photo of a city street
Various_haunted_rooms__and_two_ghostly_Victorian_w.png,a group of people standing on top of a boat .
Apparition_of_a_man_that_was_shot_many_years_ago_h.png,a bedroom with a bed and a window .
Neighbors_said_to_have_seen_ghost_of_women_walking.png,a red and white fire hydrant in front of a building .
After_the_floral_shop_shut_down_they_tried_to_sell.png,a brown teddy bear sitting on top of a sign .
this_part_of_Nasa_Road_1_was_completely_within_the.png,a picture of a sign that reads `` <UNK> '' .
Thomas_Hall_Dormitory___with_its_red_brick_surface.png,a group of people standing in front of a building .
Just_east_of_Marceline_there_is_a_railroad_bridge.png,a train traveling over a bridge over a river .
ghost_of_Helen_Vick_still_visits_her_fiancé_s_grav.png,a black and white photo of a man in a suit .
A_lighthouse_on_the_main_beach_is_said_to_be_haunt.png,a red fire hydrant sitting in the middle of a field .
Saw_the_ghost_of_a_man_wearing_a_white_suit_with_w.png,a woman is holding a cell phone in her hand .
Mattituck_Trail___Cave_formerly_inhabited_by_the_L.png,a black and white photo of a fire hydrant .
Just_a_flat_out__freaky_place__Not_known_if_anyone.png,a black and white photo of a clock on a wall
March_2007__Has_been_Removed.png,a picture of a man in a suit and tie .
Reports_of_yelling_and_no_one_around_.png,a building with a clock on the side of it
People_have_recorded_sightings_of_a_young_girl_wal.png,a black and white photo of a baseball game .
Apparitions_of_priests_and_nuns_are_seen_in_the_ha.png,a group of people standing next to each other .
There_is_a_phantom_that_appears_on_Ruden_street_be.png,a black and white photo of a street sign
Employees_say_they_have_heard_many_voices_talking_.png,a black and white photo of a person on a laptop .
Reports_of_seeing_black_figures__moving_around_ins.png,a black and white photo of a person on a laptop .
DAR__the_girl_s_dorm__built_in_the_20s_or_30s__has.png,a group of people standing next to each other .
Located_off_DD_hwy__just_outside_Crocker__if_you_g.png,a large clock tower towering over a lush green field .
In_the_mid_1900_s_a_member_of_St__Anthony_Hall_was.png,a close up of a person holding a cell phone
Sometimes_at_night_lights_come_out_of_the_grave__a.png,a close up of a keyboard and a mouse
The_Don_CeSar_Resort_was_once_the_private_residenc.png,a tall building with a clock on top of it .
This_theater_is_haunted_by_the_ghost_of_the_former.png,a large building with a clock on it .
Voices_of_children_running_and_playing_can_be_hear.png,a group of people standing next to each other .
16_men_died_in_the_Pea_Ridge_Mine_during_it_s_40_y.png,a church with a steeple and a clock on top .
is_haunted_by_2_ghosts___1__Vera__a_student_from_l.png,a black and white photo of a person on a laptop .
413___in_the_front_of_the_complex_outside__in_the.png,a train station with a train on the tracks .
A_little_girl_wanders_saying__where_s_my_mommy___a.png,a woman standing in front of a window in a room .
Sunland_was_an_old_Mental_hospital_in_the_Pine_Hil.png,a large clock tower towering over a city .
Heard_voices__smell_of_roses__several_photographs.png,a church with a steeple and a clock tower .
The_old_Donelson_Hospital_was_one_of_the_oldest_ho.png,a large building with a clock on it .
Some_guests_have_died_from_natural_causes_while_ri.png,a bunch of signs that are on a wall .
Hank_Williams_has_been_seen_by_a_construction_work.png,a man in a baseball uniform holding a baseball bat .
on_the_north_side_where_the_parking_lot_is_all_gra.png,a black and white photo of a building
haunted_by_a_woman_who_used_to_live_there__It_was.png,a black and white photo of a building with a clock .
There_have_been_reports_of_lights_and_strange_soun.png,a picture of a man in a suit and tie .
Yeater_Hall___the_oldest_resident_hall_on_campus_.png,a clock tower in the middle of a city .
Calloway_Hall___The_ghost_of_Mary_can_be_seen_in_t.png,a building with a clock on the front of it .
Fort_Clinch_is_an_old_Union_Civil_War_fort_that_wa.png,a red and white fire hydrant in front of a building .
The_cemetery_is_over_100_years_old_and_its_deep_in.png,a black and white photo of a stop sign .
This_home_is_one_of_the_oldest_in_Vicksburg__There.png,a building with a clock on the front of it
the_hospital_has_spirits_such_as_nurses__doctors_.png,a pair of scissors sitting on top of a table .
Clara_Thompson_Hall___The_origin_is_not_known_of_t.png,a room with a large window and a clock on the wall .
a_local_peeping_tom_wandered_the_apartment_complex.png,a large window with a clock on it .
Hamden_Rd_runs_up_a_small_mountain__ghosts_like_fi.png,a black and white photo of a person holding an umbrella .
Harder_hall_is_a_large_hotel_that_was_first_built.png,a large building with a clock on the wall .
Has_been_closed_since_the_1985__Reports_of_people.png,a group of men standing next to each other .
someone_killed_there_during_civil_war_blood_stains.png,a building with a window and a clock on the side of it .
This_is_said_to_be_a_place_that_has_been_rumored_t.png,a living room with a fireplace and a fire place .
Loud_roars__yells__and_screams_in_the_surrounding.png,a bathroom with a mirror and a sink
It_has_been_said_for_many_years_that_the_old_Wheat.png,a train traveling over a bridge over a river .
People_who_work_and_live_there_complain_about_ligh.png,a large building with a clock on the front .
When_you_go_down_this_road_at_night_you_will_see_p.png,a black and white photo of a park with trees
Sioux_San_was_a_boarding_school__many_many_years_a.png,a fire hydrant in the middle of a field .
Marine_Hall___The_showers_come_on_by_themselves_an.png,a group of people standing on top of a tennis court .
A_sailor_named__Red__is_occasionally_seen_by_visit.png,a picture of a person holding a stop sign .
is_a_long_way_it_is_lonely_in_front__of_the_mansio.png,a group of people standing in front of a building .
In_1996_a_janitor_died_after_having_a_big_crash_do.png,a black and white photo of a person on a laptop .
Workers_staying_late_at_the_office_building_often.png,a man standing in front of a train .
Rumor_is_that_long_ago_a_janitor_died_in_the_girls.png,a room with a clock on the wall
one_night_after_a_dance_at_the_Casa_Blanca_ballroo.png,a red fire hydrant in front of a building .
This_Theater_is_located_along_a_area_believed_to_b.png,a large building with a clock on the ceiling .
Back_Hill___In_1998__a_ten_year_old_boy_was_slidin.png,a wall with graffiti painted on it .
Girl_in_white_dress_floating_through_hallway__chai.png,a woman standing in front of a doorway holding a suitcase .
The_business_known_as_Morristown_block_was_origina.png,a black and white photo of a person on a laptop .
Coon_Hill_Cemetery___if_you_walk_on_the_high_wide.png,a green and white fire hydrant sitting in the grass .
In_the_mid_90_s_a_plane_crashed_on_the_north_face.png,an airplane is parked in a field with other planes .
There_has_been_tells_of_the_post_office_in_Jellico.png,a building with a clock on top of it .
Break_Neck_Hill___On_this_steep_dirt_road_near_the.png,a train traveling down tracks next to a forest .
It_is_said_that_after_being_left_in_the_cemetery_a.png,a park bench in the middle of a park .
It_is_said_there_was_a_death_there_in_the_mid__180.png,a room with a bed and a table
There_is_a_little_boy_that_haunts_the_bathroom_bec.png,a close up of a microwave on a wall
There_s_a_field_on_the_right_side_of_the_road__Col.png,a white horse standing in the middle of a field .
Glowing_Red_Eyes_of_a_dog_are_seen_on_this_stretch.png,a close up of a person holding a pair of scissors
Witnesses_say_at_night_you_can_see_a_woman_out_on.png,a vase of flowers sitting on a window sill .
Reported_loud_knocks_when_alone__chills__Eyes_have.png,a black and white photo of a fire hydrant .
A_phantom_patron_has_been_know_to_ask_to_use_the_b.png,a bunch of different types of electronic devices .
Apparitions_have_been_reported__They_both_appear_t.png,a pair of scissors sitting on top of a table .
Update__The_Asylum_as_been_torn_down_and_it_is_ver.png,a large building with a clock on the front .
Swing_outside_swings_by_itself_at_times_when_there.png,a red fire hydrant sitting in the middle of a forest .
Virginia_Hall___Used_to_be_an_all_female_dorm__It.png,a large building with a clock on the front .
Delaney_Hall___Most_in_Kerrville_already_know_that.png,a bathroom with a sink and a mirror
The__Rose_Room__is_haunted_by_Molly_Woodruff_whose.png,a large clock mounted to the side of a wall .
This_place_is_haunted_by_many_spirits_and_or_demon.png,a couple of horses standing in a field .
When_you_walk_down_the_trail_it_gets_very_cold__We.png,a person riding a snowboard down a snow covered slope .
In_the_bottoms_of_the_creek_there_is_said_to_be_a.png,a red fire hydrant sitting in the middle of a field .
It_used_to_be_a_hospital_for_people_with_T_B__back.png,a black and white photo of a clock tower .
This_historic_1888_home_has_left_more_than_one_per.png,a red brick building with a clock on it .
Beta_Theta_Pi_Fraternity_House___Many_accounts_hav.png,a large building with a clock on it .
A_large_area_of_negative_energy_is_known_to_be_hau.png,a sign that is on the side of a building .
In_1992_a_young_woman_was_stabbed_to_death_in_her.png,a black and white photo of a train station
Reports_of_an_apparition_of_a_girl_dressed_in_a_pu.png,a picture of a stop sign and a sign .
a_gas_station_was_built_over_the_foundation_of_a_h.png,a group of people standing next to a clock .
When_this_school_was_a_college_in_the_early_1900_s.png,a picture of a television screen with a picture of a man on it .
has_a_ghost_that_will_often__play__with_employees.png,a picture of a sign that says `` <UNK> '' .
Update__Currently_Being_remodeled_as_a_retirement.png,a collage of photos of a baseball game .
There_was_a_very_horrible_fire_at_the_school_in_19.png,a large building with a clock on it .
Many_orbs_have_been_photographed_on_the_7th_floor_.png,a view of a kitchen from the ceiling .
Shary_Mansion___Mr__Shary__who_is_buried_across_th.png,a large building with a clock on it .
Disturbed_by_some_kind_of_disgruntled_spirit__Loud.png,a black and white photo of a building
well_the_story_on_this_creepy_bridge_that_a_long_t.png,a train traveling down tracks next to a train station .
Rumors_has_it_that_this_theater_located_in_the_mid.png,a black and white photo of a street sign .
the_big_South_Tunnel_train_tracks___Believed_to_be.png,a close up of a train on a train track
Where_the_prison_is_located__people_have_seen_Brit.png,a man is standing in front of a door .
The_Tower_House_as_it_is_known_by_locals_was_built.png,a tall building with a clock on it
The_ghost_of_an_old_woman_who_died_in_a_car_wreck.png,a pair of shoes sitting on top of a skateboard .
10_years_ago_a_young_women_died_in_a_car_accident.png,a group of people standing in front of a clock .
down_behind_the_old_Haltom_High_School__Now_its_Sh.png,a large building with a large clock on the wall .
