Filename,Caption
The_ghost_of_a_young_Irish_girl_is_occupying_the_3.png,a couple of people sitting on a bench in front of a building .
One_of_New_Jersey_s_oldest_historical_landmarks_us.png,a house that has a tree in front of it .
shadowy_figures_seen_walking_down_darken_halls_in.png,a black and white photo of a person laying on a bed
a_young_woman_seems_to_make_her_presence_known_eve.png,a woman is sitting on the floor with a skateboard .
ghostly_Indians_and_soldiers_have_been_seen_here_.png,a man is holding a wii remote in his hand .
It_is_believed_the_spirit_of_an_elderly_gentleman.png,a clock tower in the middle of a city .
This_place_is_haunted_on_a_daily_basis_by_the_chie.png,a group of people standing next to a train .
Reported_sightings_of_a_man_on_a_bike_as_well_as_s.png,a bunch of different colored ties hanging on a wall
Clinton_Rd____This_road_is_a_scary_road__It_has_KK.png,a park bench in the middle of a forest .
Used_to_be_a_Military_base__Now_Low_income_housing.png,a group of baseball bats sitting on top of a wooden bench .
In_Howell_there_are_woods_that_are_haunted__6_00_b.png,a red fire hydrant sitting in the middle of a forest .
Around_12_00_midnight_a_lady_in_white_walking_up_t.png,a clock hanging from the side of a building .
across_from_the_Derbys_tavern__A_man_and_his_sons.png,a black and white photo of a city street
Ghost_Lake_is_located_on_Shades_of_Death_Road_in_A.png,a train traveling through a lush green countryside .
It_is_believed_that_some_of_the_dorms_at_this_coll.png,a church with a steeple and a clock tower .
Haunted_house___There_have_been_many_sightings_in.png,a close up of a pair of scissors
It_is_said_that_the_cemetery_is_haunted_by_Mary_Mo.png,a clock tower in the middle of a city .
Dates_back_to_Revolutionary_War_era__Ghosts__anoma.png,a group of young men playing a game of soccer .
the_ghost_of_a_well_dressed_woman_wearing_a_strong.png,a close up of a pair of scissors
There_are_many_different_tales__but_here_is_one_of.png,a man in a suit and tie standing in front of a clock .
A_strange_sound_that_sounds_like_a_heart_beat__and.png,a group of people standing next to each other .
cell_5_on_the_3rd_floor_is_haunted_by_Joseph_Cloug.png,a man in a suit and tie holding a sign .
The_school_was_built_in_1854__A_fire_destroyed_muc.png,a building with a clock on the top of it .
During_rehearsals__music_and_people_talking_can_be.png,a vase of flowers sitting on a table .
high_school_kids_used_to_have_bonfire_parties_in_t.png,a large building with a clock on it
dates_back_to_the_civil_war__Ghosts_have_been_seen.png,a white house with a white house in the background .
Used_to_be_boarding_house__Reports__especially_chi.png,a tall building with a clock on it .
At_Midnight_all_the_swings_begin_to_swing_at_the_s.png,a pair of scissors sitting on top of a table .
Lincoln_s_Bedroom___Lincoln_has_been_seen_in_his_r.png,a person taking a picture of a mirror
_A_local_theater_group_in_Middlesex_County____They.png,a close up of a pair of scissors
Late_at_night__as_the_only_visitors_when_staying_i.png,a large window with a clock on it .
Raritan_township_library__Raritan_The_old_library.png,a building with a clock on the front of it .
In_the_1980_s__a_young_girl_was_killed_on_Prom_nig.png,a birthday cake with candles on top of it .
Sites_of_seeing_a_male_figure_behind_the_auditoriu.png,a large building with a clock on the front .
Ghostly_apparitions_are_known_to_haunt_the_auditor.png,a pair of scissors sitting on top of a table .
It_s_rumored_that_the_Nike_US_ARMY_Base_on_Jake_Br.png,a large white building with a clock on it .
At_the_bar_there_is_a_presence_of_a_ghost_that_hau.png,a close up of a red train car
This_church_is_located_right_by_the_Courthouse__Yo.png,a tall building with a clock on top of it .
Homeowner_hears_footsteps__screams_and_people_bang.png,a close up of a <UNK> on a table
Eighty_years_ago__a_middle_aged_sea_captain_purcha.png,a close up of a person holding a stuffed animal
A_girl_was_killed_on_this_road_in_1951_as_she_was.png,a truck driving down a road next to a forest .
There_is_said_to_be_screams_coming_from_the_old_bu.png,a room with a bed and a window
Repeated_sightings_of_white_robed_woman_appearing.png,a black and white photo of a person on a laptop .
was_The_Parker_home_and_has_a_strange_history_of_s.png,a red and white fire hydrant in front of a building .
Down_the_road_by_the_Grammar_school__there_is_an_o.png,a fire hydrant on the side of the street .
Hilltop_Care_Center___It_is_an_old_abandoned_nursi.png,a large building with a clock on it
This_town_mark_has_been_here_since_Riverside_was_c.png,a group of people standing next to each other .
In_room_115_there_is_a_room_and_a_sign_that_says_f.png,a display of different types of clocks on display .
The_story_goes_that_a_couple_who_just_got_marry_we.png,a man and a woman standing next to each other .
Supposedly_there_is_a_man_that_walks_Redfeather_Tr.png,a woman wearing a hat and holding an umbrella .
Many_workers_there_have_seen_the_boy__who_appears.png,a window that has a bird on it .
strange_sounds_and_events_occur_here_.png,a black and white photo of a group of people
The_Old_Dutch_Parsonage_is_always_closed_at_night_.png,a black and white photo of a brick building
An_old_abandoned_asylum_is_located_in_New_Jersey_a.png,a building that has a window and a bench in it .
in_the_woods___There_is_a_tree_out_in_the_woods_of.png,a person walking down a street holding an umbrella .
a_ghost_with_a_noose_around_his_neck_and_other_noi.png,a close up of a pair of scissors
the_oldest_house_in_Metuchen__it_was_originally_an.png,a black and white photo of a brick building
Ominous_noises_about_within_the_few_delapidated_bu.png,a black and white photo of a building with a clock .
Senate___worker_that_was_sealed_alive_in_a_wall_du.png,a room with a bed and a window
An_old_road_that_is_said_to_be_haunted_by_a_girl_w.png,a park bench in the middle of a park .
The_Inn_is_so_large__many_ghosts_visit_the_place_.png,a picture of a clock on a wall .
A_boy_the_age_of_around_15_16_walks_around_the_are.png,a man standing in front of a bathroom mirror .
back_in_the_80_s_there_was_a_blue_van_said_to_have.png,a computer monitor sitting on top of a desk .
It_is_said_that_if_you_go_to_the_grave_yard_at_exa.png,a park bench sitting in the middle of a park .
When_the_restaurant_is_closed__the_staff_has_seen.png,a stop sign with stickers on it
St__Mary_s_Hall___This_school_was_founded_in_1837.png,a clock on the wall of a building
The_crying_of_a_little_girl_who_met_an_untimely_de.png,a living room with a couch and a table
Built_in_the_1880_s__the_Crocodile_Inn_has_been_su.png,a brick building with a clock tower in the middle .
There_s_a_distinct_trail_in_the_woods_behind_the_M.png,a red fire hydrant sitting in the middle of a forest .
is_the_actual_name_of_a_road_located_in__New_Jerse.png,a tennis court with a tennis racket on the court
reports_of_children_s_ghost_been_seen_and_leaving.png,a close up of a person holding a sign
A_boy_vanished_in_these_wood_about_30_years_ago__p.png,a fire hydrant in the middle of a forest .
Just_pulling_into_the_stone_covered_parking_lot_on.png,an old fashioned fire hydrant sitting on a sidewalk .
On_Moxahala_Ave__there_are_ghosts_from_the_civil_w.png,a clock on the wall of a building
Voices_of_children_can_sometimes_be_heard_in_this.png,a black and white photo of a person holding a tennis racket .
Gardens___Dolly_Madison_haunts_the_White_House_gar.png,a group of people sitting on a bench in a park .
Combs_Hollow_Road___It_is_said_at_exactly_12_o_clo.png,a truck driving down a road next to a forest .
There_is_the_Warren_Graveyard_at_the_intersection.png,a large white truck sitting in a field .
Strange_noise_can_be_heard_in_theater_12_as_if_som.png,a group of people sitting at a table with a laptop .
Hermit_House___At_the__Dead_End__woods_where_Stanf.png,a red and white sign on a pole
Freezing_cold_spots__Mist__It_s_all_woods_with_dir.png,a bench sitting in the middle of a forest .
Located_at_the_corner_of_Gallows_Hill_Road_and_Bro.png,a building with a clock tower on top of it .
The_true_story_of_Berry_s__Chapel_is__Berry_was_a.png,a large building with a clock tower on top .
was_located_here_with_2_signals_hills_and_one_of_t.png,a herd of sheep grazing on a lush green hillside .
PTHS_Auditorium___Having_been_a_member_of_the_tech.png,a train station with a train on the tracks .
The_old_air_port_is_always_been_seen_as_nothing_bu.png,a large clock tower towering over a city .
Slamming_doors_and_spinning_barstools_are_seen_and.png,a living room filled with furniture and a fire place .
MSSD___MSSD_is_located_in_the_back_part_of_the_cam.png,a tall building with a clock on it
The_ghost_of_an_elderly_gentleman_has_been_reporte.png,a black and white photo of a person on a laptop .
Wyckoff_Exit___The_legend_is__there_was_a_girl_who.png,a collage of photos with a sign on it
ITS_A_BAR_RESTAURANT_WHICH_IS_WELL_OVER_100_YEARS.png,a group of people standing next to each other .
Based_at_Lakehurst__our_compound_is_the_supposed_b.png,a large building with a large clock tower .
Now_this_haunting_is_not_something_you_can_see_off.png,a mirror with a reflection of a mirror
Park_Ave____Across_from_Snuffy_s_is_a_bus_stop_hau.png,a black and white photo of a train station .
According_to_local_legend__a_young_girl_is_said_to.png,a close up of a pair of scissors
it_s_to_be_said_that_a_lady_has_been_seen_with_a_r.png,a building with a clock on the top of it .
A_pregnant_woman_that_was_murdered_by_her_fiancé_.png,a woman holding a teddy bear in a room .
in_the_late_1970_s_early_80_s_one_of_the_boiler_op.png,a building with a clock on the side of it
Off_Route_77_and_down_a_long_dirt_road__there_are.png,a large building with a large clock tower .
Devil_s_Tree___Turn_onto_Long_Rd___which_is_really.png,a black and white photo of a building
Usually_on_rainy_nights__when_driving_or_walking_b.png,a large clock mounted to the side of a building .
many_orbs_have_been_spooted_around_and_insite_the.png,a living room filled with furniture and a fire place .
Back_in_the_days_of_the_Revolutionary_War__it_is_s.png,a statue of a man sitting on a bench .
The_Christian_Admiral__which_has_been_torn_down_an.png,a group of people standing on top of a boat .
Is_said_to_be_haunted_by_three_World_War_I___II_so.png,a black and white photo of a street sign
the_mischievous_ghost_of_an_elderly_woman_is_felt.png,a close up of a black and white dog
Wilson_Music_Building___When_the_concert_hall_was.png,a man is standing in front of a train
2_sisters_haunt_their_former_home_as_well_as_a_whi.png,a brick building with a clock on the side of it .
Local_nightclub_haunted_by_female_from_revolutiona.png,a picture of a person in a room .
This_is_a_very_old_restaurant_in_the_center_of_a_v.png,a tall building with a clock on it 's side .
There_is_supposedly_three_ghosts_who_haunt_this_hu.png,a close up of a tv with a clock
A_few_years_ago_a_16_year_old_girl_was_found_dead.png,a close up of a person holding a cell phone
if_you_go_there_at_night_and_flash_your_beam_3_tim.png,a sign that is on a pole outside
The_now_auditorium_of_the_high_school_used_to_be_t.png,a room filled with lots of furniture and a window .
Cold_Spots__Voices_of_both_men_and_women__and_soun.png,a black and white photo of a person on a laptop .
Several_former_employees_have_reported_strange_hap.png,a bus parked in front of a building .
The_Arboretum___The_arboretum_is_said_to_be_haunte.png,a church steeple with a clock on it .
Footsteps_heard_late_at_night_in_dorm_rooms_and_st.png,a living room with a couch and a table
Strange_sounds_can_be_heard_coming_from_attic__Sou.png,a person holding a pair of scissors in their hands .
off_of_Carmal_Rd__on_the_boat_ramp_at_late_night_y.png,a lake with a boat in the water .
Rooms_4___5_are_inhabited_by_two_spirits__Room_4__.png,a wooden table with a clock on top of it .
Young_girl_walks_the_roadway_heading_towards_up_to.png,a view of a bridge over a river .
Hallways___Abigail_Adams_walks_through_one_of_the.png,a black and white photo of a kitchen with a refrigerator .
In_the_upper_east_wing_of_the_school__students_and.png,a clock hanging from the ceiling of a building .
Basement___In_the_basement_there_is_a_cat_every_ti.png,a pair of scissors sitting on top of a table .
